column,column_type,source,subset,n_rows,n_null,non_null_rate,n_distinct
is_swe_adjacent,BOOLEAN,scraped,all,449702,0,1.0,2
is_swe_adjacent,BOOLEAN,scraped,swe,59592,0,1.0,1
is_swe_adjacent,BOOLEAN,scraped,swe_linkedin_default,45317,0,1.0,1
swe_confidence,DOUBLE,kaggle_arshkon,all,110619,0,1.0,10571
swe_confidence,DOUBLE,kaggle_arshkon,swe,4693,0,1.0,64
swe_confidence,DOUBLE,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,64
swe_confidence,DOUBLE,kaggle_asaniczka,all,892554,0,1.0,46858
swe_confidence,DOUBLE,kaggle_asaniczka,swe,19029,0,1.0,258
swe_confidence,DOUBLE,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,250
swe_confidence,DOUBLE,scraped,all,449702,0,1.0,50916
swe_confidence,DOUBLE,scraped,swe,59592,0,1.0,438
swe_confidence,DOUBLE,scraped,swe_linkedin_default,45317,0,1.0,355
swe_classification_tier,VARCHAR,kaggle_arshkon,all,110619,0,1.0,5
swe_classification_tier,VARCHAR,kaggle_arshkon,swe,4693,0,1.0,3
swe_classification_tier,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,3
swe_classification_tier,VARCHAR,kaggle_asaniczka,all,892554,0,1.0,5
swe_classification_tier,VARCHAR,kaggle_asaniczka,swe,19029,0,1.0,3
swe_classification_tier,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,3
swe_classification_tier,VARCHAR,scraped,all,449702,0,1.0,5
swe_classification_tier,VARCHAR,scraped,swe,59592,0,1.0,3
swe_classification_tier,VARCHAR,scraped,swe_linkedin_default,45317,0,1.0,3
is_control,BOOLEAN,kaggle_arshkon,all,110619,0,1.0,2
is_control,BOOLEAN,kaggle_arshkon,swe,4693,0,1.0,1
is_control,BOOLEAN,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,1
is_control,BOOLEAN,kaggle_asaniczka,all,892554,0,1.0,2
is_control,BOOLEAN,kaggle_asaniczka,swe,19029,0,1.0,1
is_control,BOOLEAN,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,1
is_control,BOOLEAN,scraped,all,449702,0,1.0,2
is_control,BOOLEAN,scraped,swe,59592,0,1.0,1
is_control,BOOLEAN,scraped,swe_linkedin_default,45317,0,1.0,1
seniority_final,VARCHAR,kaggle_arshkon,all,110619,0,1.0,5
seniority_final,VARCHAR,kaggle_arshkon,swe,4693,0,1.0,5
seniority_final,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,5
seniority_final,VARCHAR,kaggle_asaniczka,all,892554,0,1.0,5
seniority_final,VARCHAR,kaggle_asaniczka,swe,19029,0,1.0,5
seniority_final,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,5
seniority_final,VARCHAR,scraped,all,449702,0,1.0,5
seniority_final,VARCHAR,scraped,swe,59592,0,1.0,5
seniority_final,VARCHAR,scraped,swe_linkedin_default,45317,0,1.0,5
seniority_final_source,VARCHAR,kaggle_arshkon,all,110619,0,1.0,4
seniority_final_source,VARCHAR,kaggle_arshkon,swe,4693,0,1.0,3
seniority_final_source,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,3
seniority_final_source,VARCHAR,kaggle_asaniczka,all,892554,0,1.0,4
seniority_final_source,VARCHAR,kaggle_asaniczka,swe,19029,0,1.0,3
seniority_final_source,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,3
seniority_final_source,VARCHAR,scraped,all,449702,0,1.0,4
seniority_final_source,VARCHAR,scraped,swe,59592,0,1.0,4
seniority_final_source,VARCHAR,scraped,swe_linkedin_default,45317,0,1.0,4
seniority_3level,VARCHAR,kaggle_arshkon,all,110619,0,1.0,4
seniority_3level,VARCHAR,kaggle_arshkon,swe,4693,0,1.0,4
seniority_3level,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,4
seniority_3level,VARCHAR,kaggle_asaniczka,all,892554,0,1.0,4
seniority_3level,VARCHAR,kaggle_asaniczka,swe,19029,0,1.0,4
seniority_3level,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,4
seniority_3level,VARCHAR,scraped,all,449702,0,1.0,4
seniority_3level,VARCHAR,scraped,swe,59592,0,1.0,4
seniority_3level,VARCHAR,scraped,swe_linkedin_default,45317,0,1.0,4
seniority_rule,VARCHAR,kaggle_arshkon,all,110619,0,1.0,4
seniority_rule,VARCHAR,kaggle_arshkon,swe,4693,0,1.0,4
seniority_rule,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,4
seniority_rule,VARCHAR,kaggle_asaniczka,all,892554,0,1.0,4
seniority_rule,VARCHAR,kaggle_asaniczka,swe,19029,0,1.0,4
seniority_rule,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,4
seniority_rule,VARCHAR,scraped,all,449702,0,1.0,4
seniority_rule,VARCHAR,scraped,swe,59592,0,1.0,4
seniority_rule,VARCHAR,scraped,swe_linkedin_default,45317,0,1.0,4
seniority_rule_source,VARCHAR,kaggle_arshkon,all,110619,0,1.0,3
seniority_rule_source,VARCHAR,kaggle_arshkon,swe,4693,0,1.0,2
seniority_rule_source,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,2
seniority_rule_source,VARCHAR,kaggle_asaniczka,all,892554,0,1.0,3
seniority_rule_source,VARCHAR,kaggle_asaniczka,swe,19029,0,1.0,2
seniority_rule_source,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,2
seniority_rule_source,VARCHAR,scraped,all,449702,0,1.0,3
seniority_rule_source,VARCHAR,scraped,swe,59592,0,1.0,3
seniority_rule_source,VARCHAR,scraped,swe_linkedin_default,45317,0,1.0,3
yoe_extracted,DOUBLE,kaggle_arshkon,all,110619,61086,0.44778,20
yoe_extracted,DOUBLE,kaggle_arshkon,swe,4693,1782,0.620286,19
yoe_extracted,DOUBLE,kaggle_arshkon,swe_linkedin_default,4691,1780,0.62055,19
yoe_extracted,DOUBLE,kaggle_asaniczka,all,892554,499156,0.440755,20
yoe_extracted,DOUBLE,kaggle_asaniczka,swe,19029,6195,0.674444,19
yoe_extracted,DOUBLE,kaggle_asaniczka,swe_linkedin_default,18129,5295,0.707927,19
yoe_extracted,DOUBLE,scraped,all,449702,196127,0.563873,20
yoe_extracted,DOUBLE,scraped,swe,59592,19128,0.679017,19
yoe_extracted,DOUBLE,scraped,swe_linkedin_default,45317,14846,0.672397,19
yoe_min_extracted,DOUBLE,kaggle_arshkon,all,110619,61086,0.44778,20
yoe_min_extracted,DOUBLE,kaggle_arshkon,swe,4693,1782,0.620286,17
yoe_min_extracted,DOUBLE,kaggle_arshkon,swe_linkedin_default,4691,1780,0.62055,17
yoe_min_extracted,DOUBLE,kaggle_asaniczka,all,892554,499156,0.440755,20
yoe_min_extracted,DOUBLE,kaggle_asaniczka,swe,19029,6195,0.674444,19
yoe_min_extracted,DOUBLE,kaggle_asaniczka,swe_linkedin_default,18129,5295,0.707927,19
yoe_min_extracted,DOUBLE,scraped,all,449702,196127,0.563873,20
yoe_min_extracted,DOUBLE,scraped,swe,59592,19128,0.679017,18
yoe_min_extracted,DOUBLE,scraped,swe_linkedin_default,45317,14846,0.672397,18
yoe_max_extracted,DOUBLE,kaggle_arshkon,all,110619,61086,0.44778,20
yoe_max_extracted,DOUBLE,kaggle_arshkon,swe,4693,1782,0.620286,20
yoe_max_extracted,DOUBLE,kaggle_arshkon,swe_linkedin_default,4691,1780,0.62055,20
yoe_max_extracted,DOUBLE,kaggle_asaniczka,all,892554,499156,0.440755,20
yoe_max_extracted,DOUBLE,kaggle_asaniczka,swe,19029,6195,0.674444,20
yoe_max_extracted,DOUBLE,kaggle_asaniczka,swe_linkedin_default,18129,5295,0.707927,20
yoe_max_extracted,DOUBLE,scraped,all,449702,196127,0.563873,20
yoe_max_extracted,DOUBLE,scraped,swe,59592,19128,0.679017,20
yoe_max_extracted,DOUBLE,scraped,swe_linkedin_default,45317,14846,0.672397,20
yoe_match_count,SMALLINT,kaggle_arshkon,all,110619,0,1.0,21
yoe_match_count,SMALLINT,kaggle_arshkon,swe,4693,0,1.0,15
yoe_match_count,SMALLINT,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,15
yoe_match_count,SMALLINT,kaggle_asaniczka,all,892554,0,1.0,29
yoe_match_count,SMALLINT,kaggle_asaniczka,swe,19029,0,1.0,20
yoe_match_count,SMALLINT,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,20
yoe_match_count,SMALLINT,scraped,all,449702,0,1.0,29
yoe_match_count,SMALLINT,scraped,swe,59592,0,1.0,23
yoe_match_count,SMALLINT,scraped,swe_linkedin_default,45317,0,1.0,20
yoe_resolution_rule,VARCHAR,kaggle_arshkon,all,110619,0,1.0,11
yoe_resolution_rule,VARCHAR,kaggle_arshkon,swe,4693,0,1.0,11
yoe_resolution_rule,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,11
yoe_resolution_rule,VARCHAR,kaggle_asaniczka,all,892554,0,1.0,12
yoe_resolution_rule,VARCHAR,kaggle_asaniczka,swe,19029,0,1.0,12
yoe_resolution_rule,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,12
yoe_resolution_rule,VARCHAR,scraped,all,449702,0,1.0,12
yoe_resolution_rule,VARCHAR,scraped,swe,59592,0,1.0,12
yoe_resolution_rule,VARCHAR,scraped,swe_linkedin_default,45317,0,1.0,12
yoe_all_mentions_json,VARCHAR,kaggle_arshkon,all,110619,47792,0.567958,54169
yoe_all_mentions_json,VARCHAR,kaggle_arshkon,swe,4693,1471,0.686554,3047
yoe_all_mentions_json,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,1469,0.686847,3047
yoe_all_mentions_json,VARCHAR,kaggle_asaniczka,all,892554,425122,0.523702,298589
yoe_all_mentions_json,VARCHAR,kaggle_asaniczka,swe,19029,4966,0.73903,11889
yoe_all_mentions_json,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,4066,0.775718,11889
yoe_all_mentions_json,VARCHAR,scraped,all,449702,149072,0.668509,204058
yoe_all_mentions_json,VARCHAR,scraped,swe,59592,14301,0.760018,31310
yoe_all_mentions_json,VARCHAR,scraped,swe_linkedin_default,45317,11073,0.755655,26180
yoe_seniority_contradiction,BOOLEAN,kaggle_arshkon,all,110619,0,1.0,2
yoe_seniority_contradiction,BOOLEAN,kaggle_arshkon,swe,4693,0,1.0,2
yoe_seniority_contradiction,BOOLEAN,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,2
yoe_seniority_contradiction,BOOLEAN,kaggle_asaniczka,all,892554,0,1.0,2
yoe_seniority_contradiction,BOOLEAN,kaggle_asaniczka,swe,19029,0,1.0,2
yoe_seniority_contradiction,BOOLEAN,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,2
yoe_seniority_contradiction,BOOLEAN,scraped,all,449702,0,1.0,2
yoe_seniority_contradiction,BOOLEAN,scraped,swe,59592,0,1.0,2
yoe_seniority_contradiction,BOOLEAN,scraped,swe_linkedin_default,45317,0,1.0,2
city_extracted,VARCHAR,kaggle_arshkon,all,110619,11053,0.90008,6121
city_extracted,VARCHAR,kaggle_arshkon,swe,4693,1016,0.783507,668
city_extracted,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,1016,0.783415,666
city_extracted,VARCHAR,kaggle_asaniczka,all,892554,15777,0.982324,12467
city_extracted,VARCHAR,kaggle_asaniczka,swe,19029,629,0.966945,1635
city_extracted,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,616,0.966021,1612
city_extracted,VARCHAR,scraped,all,449702,11315,0.974839,4344
city_extracted,VARCHAR,scraped,swe,59592,2309,0.961253,1333
city_extracted,VARCHAR,scraped,swe_linkedin_default,45317,2306,0.949114,1136
state_normalized,VARCHAR,kaggle_arshkon,all,110619,15827,0.856923,51
state_normalized,VARCHAR,kaggle_arshkon,swe,4693,1175,0.749627,47
state_normalized,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,1175,0.74952,47
state_normalized,VARCHAR,kaggle_asaniczka,all,892554,54724,0.938688,51
state_normalized,VARCHAR,kaggle_asaniczka,swe,19029,1545,0.918808,51
state_normalized,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,1529,0.91566,51
state_normalized,VARCHAR,scraped,all,449702,41052,0.908713,36
state_normalized,VARCHAR,scraped,swe,59592,6771,0.886377,32
state_normalized,VARCHAR,scraped,swe_linkedin_default,45317,5785,0.872344,31
country_extracted,VARCHAR,kaggle_arshkon,all,110619,7411,0.933004,31
country_extracted,VARCHAR,kaggle_arshkon,swe,4693,334,0.92883,9
country_extracted,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,334,0.9288,9
country_extracted,VARCHAR,kaggle_asaniczka,all,892554,47873,0.946364,78
country_extracted,VARCHAR,kaggle_asaniczka,swe,19029,1322,0.930527,22
country_extracted,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,1314,0.927519,21
country_extracted,VARCHAR,scraped,all,449702,39293,0.912624,21
country_extracted,VARCHAR,scraped,swe,59592,6524,0.890522,7
country_extracted,VARCHAR,scraped,swe_linkedin_default,45317,5549,0.877551,6
is_remote_inferred,BOOLEAN,kaggle_arshkon,all,110619,0,1.0,1
is_remote_inferred,BOOLEAN,kaggle_arshkon,swe,4693,0,1.0,1
is_remote_inferred,BOOLEAN,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,1
is_remote_inferred,BOOLEAN,kaggle_asaniczka,all,892554,0,1.0,1
is_remote_inferred,BOOLEAN,kaggle_asaniczka,swe,19029,0,1.0,1
is_remote_inferred,BOOLEAN,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,1
is_remote_inferred,BOOLEAN,scraped,all,449702,0,1.0,2
is_remote_inferred,BOOLEAN,scraped,swe,59592,0,1.0,1
is_remote_inferred,BOOLEAN,scraped,swe_linkedin_default,45317,0,1.0,1
metro_area,VARCHAR,kaggle_arshkon,all,110619,47892,0.567054,89
metro_area,VARCHAR,kaggle_arshkon,swe,4693,1922,0.590454,73
metro_area,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,1921,0.590492,73
metro_area,VARCHAR,kaggle_asaniczka,all,892554,364040,0.592137,86
metro_area,VARCHAR,kaggle_asaniczka,swe,19029,5369,0.717852,86
metro_area,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,5237,0.711126,86
metro_area,VARCHAR,scraped,all,449702,95194,0.788318,26
metro_area,VARCHAR,scraped,swe,59592,15683,0.736827,26
metro_area,VARCHAR,scraped,swe_linkedin_default,45317,11380,0.74888,26
metro_source,VARCHAR,kaggle_arshkon,all,110619,0,1.0,4
metro_source,VARCHAR,kaggle_arshkon,swe,4693,0,1.0,4
metro_source,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,4
metro_source,VARCHAR,kaggle_asaniczka,all,892554,0,1.0,4
metro_source,VARCHAR,kaggle_asaniczka,swe,19029,0,1.0,4
metro_source,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,4
metro_source,VARCHAR,scraped,all,449702,0,1.0,3
metro_source,VARCHAR,scraped,swe,59592,0,1.0,3
metro_source,VARCHAR,scraped,swe_linkedin_default,45317,0,1.0,3
metro_confidence,VARCHAR,kaggle_arshkon,all,110619,0,1.0,3
metro_confidence,VARCHAR,kaggle_arshkon,swe,4693,0,1.0,3
metro_confidence,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,3
metro_confidence,VARCHAR,kaggle_asaniczka,all,892554,0,1.0,3
metro_confidence,VARCHAR,kaggle_asaniczka,swe,19029,0,1.0,3
metro_confidence,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,3
metro_confidence,VARCHAR,scraped,all,449702,0,1.0,2
metro_confidence,VARCHAR,scraped,swe,59592,0,1.0,2
metro_confidence,VARCHAR,scraped,swe_linkedin_default,45317,0,1.0,2
period,VARCHAR,kaggle_arshkon,all,110619,0,1.0,1
period,VARCHAR,kaggle_arshkon,swe,4693,0,1.0,1
period,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,1
period,VARCHAR,kaggle_asaniczka,all,892554,0,1.0,1
period,VARCHAR,kaggle_asaniczka,swe,19029,0,1.0,1
period,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,1
period,VARCHAR,scraped,all,449702,0,1.0,2
period,VARCHAR,scraped,swe,59592,0,1.0,2
period,VARCHAR,scraped,swe_linkedin_default,45317,0,1.0,2
scrape_week,DOUBLE,kaggle_arshkon,all,110619,110619,0.0,0
scrape_week,DOUBLE,kaggle_arshkon,swe,4693,4693,0.0,0
scrape_week,DOUBLE,kaggle_arshkon,swe_linkedin_default,4691,4691,0.0,0
scrape_week,DOUBLE,kaggle_asaniczka,all,892554,892554,0.0,0
scrape_week,DOUBLE,kaggle_asaniczka,swe,19029,19029,0.0,0
scrape_week,DOUBLE,kaggle_asaniczka,swe_linkedin_default,18129,18129,0.0,0
scrape_week,DOUBLE,scraped,all,449702,0,1.0,5
scrape_week,DOUBLE,scraped,swe,59592,0,1.0,5
scrape_week,DOUBLE,scraped,swe_linkedin_default,45317,0,1.0,5
date_flag,VARCHAR,kaggle_arshkon,all,110619,0,1.0,1
date_flag,VARCHAR,kaggle_arshkon,swe,4693,0,1.0,1
date_flag,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,1
date_flag,VARCHAR,kaggle_asaniczka,all,892554,0,1.0,1
date_flag,VARCHAR,kaggle_asaniczka,swe,19029,0,1.0,1
date_flag,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,1
date_flag,VARCHAR,scraped,all,449702,0,1.0,2
date_flag,VARCHAR,scraped,swe,59592,0,1.0,2
date_flag,VARCHAR,scraped,swe_linkedin_default,45317,0,1.0,1
is_english,BOOLEAN,kaggle_arshkon,all,110619,0,1.0,2
is_english,BOOLEAN,kaggle_arshkon,swe,4693,0,1.0,2
is_english,BOOLEAN,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,1
is_english,BOOLEAN,kaggle_asaniczka,all,892554,0,1.0,2
is_english,BOOLEAN,kaggle_asaniczka,swe,19029,0,1.0,2
is_english,BOOLEAN,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,1
is_english,BOOLEAN,scraped,all,449702,0,1.0,2
is_english,BOOLEAN,scraped,swe,59592,0,1.0,2
is_english,BOOLEAN,scraped,swe_linkedin_default,45317,0,1.0,1
description_hash,VARCHAR,kaggle_arshkon,all,110619,7,0.999937,107607
description_hash,VARCHAR,kaggle_arshkon,swe,4693,0,1.0,4666
description_hash,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,4664
description_hash,VARCHAR,kaggle_asaniczka,all,892554,43108,0.951703,794137
description_hash,VARCHAR,kaggle_asaniczka,swe,19029,893,0.953072,17959
description_hash,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,17952
description_hash,VARCHAR,scraped,all,449702,36,0.99992,436953
description_hash,VARCHAR,scraped,swe,59592,5,0.999916,58926
description_hash,VARCHAR,scraped,swe_linkedin_default,45317,0,1.0,44746
ghost_job_risk,VARCHAR,kaggle_arshkon,all,110619,0,1.0,3
ghost_job_risk,VARCHAR,kaggle_arshkon,swe,4693,0,1.0,3
ghost_job_risk,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,3
ghost_job_risk,VARCHAR,kaggle_asaniczka,all,892554,0,1.0,3
ghost_job_risk,VARCHAR,kaggle_asaniczka,swe,19029,0,1.0,3
ghost_job_risk,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,3
ghost_job_risk,VARCHAR,scraped,all,449702,0,1.0,3
ghost_job_risk,VARCHAR,scraped,swe,59592,0,1.0,3
ghost_job_risk,VARCHAR,scraped,swe_linkedin_default,45317,0,1.0,3
description_quality_flag,VARCHAR,kaggle_arshkon,all,110619,0,1.0,3
description_quality_flag,VARCHAR,kaggle_arshkon,swe,4693,0,1.0,2
description_quality_flag,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,1
description_quality_flag,VARCHAR,kaggle_asaniczka,all,892554,0,1.0,3
description_quality_flag,VARCHAR,kaggle_asaniczka,swe,19029,0,1.0,3
description_quality_flag,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,1
description_quality_flag,VARCHAR,scraped,all,449702,0,1.0,3
description_quality_flag,VARCHAR,scraped,swe,59592,0,1.0,3
description_quality_flag,VARCHAR,scraped,swe_linkedin_default,45317,0,1.0,1
preprocessing_version,VARCHAR,kaggle_arshkon,all,110619,0,1.0,1
preprocessing_version,VARCHAR,kaggle_arshkon,swe,4693,0,1.0,1
preprocessing_version,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,1
preprocessing_version,VARCHAR,kaggle_asaniczka,all,892554,0,1.0,1
preprocessing_version,VARCHAR,kaggle_asaniczka,swe,19029,0,1.0,1
preprocessing_version,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,1
preprocessing_version,VARCHAR,scraped,all,449702,0,1.0,1
preprocessing_version,VARCHAR,scraped,swe,59592,0,1.0,1
preprocessing_version,VARCHAR,scraped,swe_linkedin_default,45317,0,1.0,1
dedup_method,VARCHAR,kaggle_arshkon,all,110619,0,1.0,1
dedup_method,VARCHAR,kaggle_arshkon,swe,4693,0,1.0,1
dedup_method,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,1
dedup_method,VARCHAR,kaggle_asaniczka,all,892554,0,1.0,1
dedup_method,VARCHAR,kaggle_asaniczka,swe,19029,0,1.0,1
dedup_method,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,1
dedup_method,VARCHAR,scraped,all,449702,0,1.0,1
dedup_method,VARCHAR,scraped,swe,59592,0,1.0,1
dedup_method,VARCHAR,scraped,swe_linkedin_default,45317,0,1.0,1
analysis_group,VARCHAR,kaggle_arshkon,all,110619,94913,0.141983,3
analysis_group,VARCHAR,kaggle_arshkon,swe,4693,0,1.0,1
analysis_group,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,1
analysis_group,VARCHAR,kaggle_asaniczka,all,892554,754479,0.154697,3
analysis_group,VARCHAR,kaggle_asaniczka,swe,19029,0,1.0,1
analysis_group,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,1
analysis_group,VARCHAR,scraped,all,449702,292557,0.349443,3
analysis_group,VARCHAR,scraped,swe,59592,0,1.0,1
analysis_group,VARCHAR,scraped,swe_linkedin_default,45317,0,1.0,1
selection_date_bin,VARCHAR,kaggle_arshkon,all,110619,0,1.0,12
selection_date_bin,VARCHAR,kaggle_arshkon,swe,4693,0,1.0,12
selection_date_bin,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,12
selection_date_bin,VARCHAR,kaggle_asaniczka,all,892554,0,1.0,6
selection_date_bin,VARCHAR,kaggle_asaniczka,swe,19029,0,1.0,6
selection_date_bin,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,6
selection_date_bin,VARCHAR,scraped,all,449702,0,1.0,30
selection_date_bin,VARCHAR,scraped,swe,59592,0,1.0,30
selection_date_bin,VARCHAR,scraped,swe_linkedin_default,45317,0,1.0,29
analysis_in_scope,BOOLEAN,kaggle_arshkon,all,110619,0,1.0,2
analysis_in_scope,BOOLEAN,kaggle_arshkon,swe,4693,0,1.0,1
analysis_in_scope,BOOLEAN,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,1
analysis_in_scope,BOOLEAN,kaggle_asaniczka,all,892554,0,1.0,2
analysis_in_scope,BOOLEAN,kaggle_asaniczka,swe,19029,0,1.0,1
analysis_in_scope,BOOLEAN,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,1
analysis_in_scope,BOOLEAN,scraped,all,449702,0,1.0,2
analysis_in_scope,BOOLEAN,scraped,swe,59592,0,1.0,1
analysis_in_scope,BOOLEAN,scraped,swe_linkedin_default,45317,0,1.0,1
eligible_for_extraction,BOOLEAN,kaggle_arshkon,all,110619,0,1.0,2
eligible_for_extraction,BOOLEAN,kaggle_arshkon,swe,4693,0,1.0,2
eligible_for_extraction,BOOLEAN,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,2
eligible_for_extraction,BOOLEAN,kaggle_asaniczka,all,892554,0,1.0,2
eligible_for_extraction,BOOLEAN,kaggle_asaniczka,swe,19029,0,1.0,2
eligible_for_extraction,BOOLEAN,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,2
eligible_for_extraction,BOOLEAN,scraped,all,449702,0,1.0,2
eligible_for_extraction,BOOLEAN,scraped,swe,59592,0,1.0,2
eligible_for_extraction,BOOLEAN,scraped,swe_linkedin_default,45317,0,1.0,2
llm_text_skip_reason,VARCHAR,kaggle_arshkon,all,110619,110464,0.001401,1
llm_text_skip_reason,VARCHAR,kaggle_arshkon,swe,4693,4687,0.001278,1
llm_text_skip_reason,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,4687,0.000853,1
llm_text_skip_reason,VARCHAR,kaggle_asaniczka,all,892554,849309,0.048451,1
llm_text_skip_reason,VARCHAR,kaggle_asaniczka,swe,19029,18131,0.047191,1
llm_text_skip_reason,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,18125,0.000221,1
llm_text_skip_reason,VARCHAR,scraped,all,449702,449592,0.000245,1
llm_text_skip_reason,VARCHAR,scraped,swe,59592,59570,0.000369,1
llm_text_skip_reason,VARCHAR,scraped,swe_linkedin_default,45317,45315,4.4e-05,1
description_core_llm,VARCHAR,kaggle_arshkon,all,110619,95025,0.14097,14910
description_core_llm,VARCHAR,kaggle_arshkon,swe,4693,40,0.991477,4611
description_core_llm,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,38,0.991899,4611
description_core_llm,VARCHAR,kaggle_asaniczka,all,892554,840341,0.058498,50925
description_core_llm,VARCHAR,kaggle_asaniczka,swe,19029,968,0.94913,17730
description_core_llm,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,68,0.996249,17730
description_core_llm,VARCHAR,scraped,all,449702,397614,0.115828,51525
description_core_llm,VARCHAR,scraped,swe,59592,34083,0.428061,25274
description_core_llm,VARCHAR,scraped,swe_linkedin_default,45317,19808,0.562901,25274
extraction_input_hash,VARCHAR,kaggle_arshkon,all,110619,7,0.999937,110612
extraction_input_hash,VARCHAR,kaggle_arshkon,swe,4693,0,1.0,4693
extraction_input_hash,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,4691
extraction_input_hash,VARCHAR,kaggle_asaniczka,all,892554,43108,0.951703,849446
extraction_input_hash,VARCHAR,kaggle_asaniczka,swe,19029,893,0.953072,18136
extraction_input_hash,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,18129
extraction_input_hash,VARCHAR,scraped,all,449702,36,0.99992,449666
extraction_input_hash,VARCHAR,scraped,swe,59592,5,0.999916,59587
extraction_input_hash,VARCHAR,scraped,swe_linkedin_default,45317,0,1.0,45317
selected_for_llm_frame,BOOLEAN,kaggle_arshkon,all,110619,0,1.0,2
selected_for_llm_frame,BOOLEAN,kaggle_arshkon,swe,4693,0,1.0,2
selected_for_llm_frame,BOOLEAN,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,2
selected_for_llm_frame,BOOLEAN,kaggle_asaniczka,all,892554,0,1.0,2
selected_for_llm_frame,BOOLEAN,kaggle_asaniczka,swe,19029,0,1.0,2
