company,n_arshkon,n_scraped,n_total,entry_share_arshkon,entry_share_scraped,entry_share_delta,junior_share_arshkon,junior_share_scraped,junior_share_delta,desc_len_arshkon,desc_len_scraped,desc_len_ratio,ai_arshkon,ai_scraped,ai_delta,unknown_arshkon,unknown_scraped
Leonardo DRS,2,3,5,0.5,0.3333333333333333,-0.16666666666666669,0.5,0.3333333333333333,-0.16666666666666669,5645.0,4712.0,0.8347209920283437,0.0,0.0,0.0,0.0,0.0
Netsmart,3,2,5,0.6666666666666666,0.0,-0.6666666666666666,0.6666666666666666,0.0,-0.6666666666666666,3370.0,6157.5,1.8271513353115727,0.0,0.0,0.0,0.0,0.0
SynergisticIT,2,3,5,1.0,1.0,0.0,1.0,1.0,0.0,3644.0,4297.0,1.179198682766191,1.0,1.0,0.0,0.0,0.0
Matlen Silver,3,2,5,0.0,0.0,0.0,0.0,0.0,0.0,2295.0,2994.5,1.30479302832244,0.0,0.5,0.5,0.3333333333333333,0.0
Databricks,3,2,5,0.0,0.0,0.0,0.0,0.0,0.0,4515.0,5636.0,1.2482834994462901,1.0,1.0,0.0,0.0,0.0
ConsultNet Technology Services and Solutions,2,3,5,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1457.0,2867.0,1.967741935483871,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
Expedia Group,1,4,5,0.0,0.0,0.0,0.0,0.0,0.0,7508.0,7572.0,1.008524240809803,0.0,1.0,1.0,0.0,0.0
Empower Professionals Inc,3,2,5,0.0,0.0,0.0,0.0,0.0,0.0,1961.0,2957.0,1.50790413054564,0.0,1.0,1.0,1.0,0.0
WHOOP,3,2,5,0.0,0.0,0.0,0.0,0.0,0.0,3112.0,4422.5,1.421111825192802,0.6666666666666666,1.0,0.33333333333333337,0.0,0.0
BigBear.ai,1,4,5,0.0,0.0,0.0,0.0,0.0,0.0,4169.0,3649.0,0.8752698488846246,1.0,1.0,0.0,1.0,0.0
Collins Aerospace,3,2,5,0.0,0.0,0.0,0.0,0.0,0.0,7303.0,9594.5,1.3137751608927837,0.0,0.0,0.0,0.0,0.0
Pinterest,3,2,5,0.3333333333333333,0.0,-0.3333333333333333,0.3333333333333333,0.0,-0.3333333333333333,4855.0,4805.5,0.9898043254376931,0.6666666666666666,1.0,0.33333333333333337,0.0,0.0
Delta Air Lines,3,2,5,0.6666666666666666,0.0,-0.6666666666666666,0.6666666666666666,0.0,-0.6666666666666666,4769.0,6697.5,1.404382470119522,0.3333333333333333,0.5,0.16666666666666669,0.0,0.0
Thomson Reuters,2,3,5,1.0,0.0,-1.0,1.0,0.0,-1.0,6102.0,10079.0,1.6517535234349394,0.5,1.0,0.5,0.0,0.0
Solomon Page,3,2,5,0.0,0.0,0.0,0.0,0.0,0.0,2708.0,2829.5,1.0448670605612997,0.0,0.0,0.0,0.0,0.5
Rippling,1,4,5,0.0,0.0,0.0,0.0,0.0,0.0,1283.0,5507.0,4.292283710054559,0.0,0.25,0.25,0.0,0.0
Caterpillar Inc.,3,2,5,0.0,0.5,0.5,0.0,0.5,0.5,5126.0,7955.0,1.5518923136948888,0.3333333333333333,0.5,0.16666666666666669,0.3333333333333333,0.0
The Depository Trust & Clearing Corporation (DTCC),1,4,5,0.0,0.0,0.0,0.0,0.0,0.0,3937.0,4816.0,1.223266446532893,0.0,0.0,0.0,1.0,0.0
Qumulo,1,4,5,1.0,0.75,-0.25,1.0,0.75,-0.25,3853.0,4079.5,1.0587853620555412,0.0,0.0,0.0,0.0,0.0
Smart IT Frame LLC,4,1,5,0.0,0.0,0.0,0.0,0.0,0.0,780.0,1762.0,2.258974358974359,0.0,0.0,0.0,0.0,0.0
Tesla,3,2,5,1.0,0.0,-1.0,1.0,0.0,-1.0,3767.0,4243.0,1.1263604990708787,0.3333333333333333,0.0,-0.3333333333333333,0.0,0.0
Signify Technology,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,1888.0,2282.0,1.208686440677966,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
MetLife,2,2,4,0.0,1.0,1.0,0.0,1.0,1.0,3474.0,4398.0,1.2659758203799654,0.5,1.0,0.5,0.0,0.0
Docusign,3,1,4,1.0,1.0,0.0,1.0,1.0,0.0,7090.0,7066.0,0.9966149506346967,0.3333333333333333,0.0,-0.3333333333333333,0.0,0.0
Precision Technologies,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,2206.0,1983.0,0.8989120580235721,0.0,1.0,1.0,0.6666666666666666,0.0
Wolters Kluwer,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,3763.0,6918.0,1.8384267871379218,0.0,1.0,1.0,0.0,0.0
Motorola Solutions,2,2,4,0.5,0.5,0.0,0.5,0.5,0.0,5780.0,6419.5,1.1106401384083044,1.0,0.5,-0.5,0.0,0.0
Ampcus Inc,1,3,4,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,2183.0,982.0,0.44983967017865323,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0
Rang Technologies Inc,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,3330.0,4601.0,1.3816816816816817,0.0,1.0,1.0,0.3333333333333333,0.0
CBase Inc,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,2889.0,1310.0,0.4534440983039114,0.0,0.0,0.0,0.0,1.0
MongoDB,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,5057.0,5867.0,1.1601740162151473,0.0,1.0,1.0,0.0,0.0
Brightpath Associates LLC,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,2966.0,833.0,0.2808496291301416,0.0,0.0,0.0,0.0,0.0
Centene Corporation,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,4379.0,4800.0,1.0961406713861612,0.0,0.0,0.0,0.3333333333333333,0.0
VT Group (VTG),3,1,4,1.0,1.0,0.0,1.0,1.0,0.0,1643.0,5524.0,3.3621424223980525,0.0,0.0,0.0,0.0,0.0
DNV,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,6480.0,7264.0,1.1209876543209876,0.0,0.0,0.0,0.0,0.0
Stealth Startup,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,1718.0,3040.0,1.769499417927823,0.6666666666666666,0.0,-0.6666666666666666,0.0,0.0
Dell Technologies,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,4847.0,3520.0,0.7262224056117186,1.0,0.3333333333333333,-0.6666666666666667,0.0,0.0
General Atomics,3,1,4,0.6666666666666666,0.0,-0.6666666666666666,0.6666666666666666,0.0,-0.6666666666666666,3910.0,4933.0,1.2616368286445012,0.0,0.0,0.0,0.0,0.0
Strategic Staffing Solutions,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,752.0,3116.0,4.1436170212765955,0.0,1.0,1.0,0.0,0.0
Snap Inc.,3,1,4,0.3333333333333333,0.0,-0.3333333333333333,0.3333333333333333,0.0,-0.3333333333333333,4566.0,10414.0,2.2807709154621114,0.0,0.0,0.0,0.0,0.0
Axon,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,7057.0,8261.5,1.1706815927447924,0.5,0.0,-0.5,0.0,0.0
Extend Information Systems Inc.,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,2663.0,4477.0,1.6811866316184754,0.0,0.0,0.0,0.5,0.0
Intuitive,1,3,4,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,5518.0,7008.0,1.2700253715114171,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
Prudential Financial,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,7839.0,7746.0,0.9881362418675852,0.0,1.0,1.0,0.0,0.0
Tekskills Inc.,3,1,4,0.0,1.0,1.0,0.0,1.0,1.0,753.0,731.0,0.9707835325365206,0.0,0.0,0.0,0.0,0.0
BayOne Solutions,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,994.5,2359.5,2.372549019607843,0.0,0.0,0.0,0.0,0.0
Optum,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,6852.0,7595.0,1.1084354932866316,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0
KPG99 INC,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,2194.0,2661.0,1.2128532360984503,0.0,1.0,1.0,0.3333333333333333,0.0
The Trade Desk,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,8416.5,8485.0,1.008138775025248,0.5,1.0,0.5,0.0,0.0
TALENT Software Services,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,872.0,2959.5,3.393922018348624,0.0,0.5,0.5,1.0,0.0
HIRECLOUT,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,3483.0,4800.0,1.3781223083548666,0.3333333333333333,1.0,0.6666666666666667,0.6666666666666666,0.0
SSi People,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,3093.5,2522.0,0.8152577986099887,0.0,1.0,1.0,0.5,0.0
Western Union,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,7210.0,6057.0,0.8400832177531207,0.0,0.0,0.0,0.0,0.0
BitGo,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,5244.0,5825.0,1.110793287566743,0.0,0.0,0.0,0.0,0.0
Mphasis,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,483.0,3743.0,7.749482401656315,0.0,0.0,0.0,0.0,0.0
Nava Software Solutions,2,2,4,0.5,0.0,-0.5,0.5,0.0,-0.5,2209.5,5931.0,2.684317718940937,0.0,0.0,0.0,0.0,0.0
Eclaro,2,2,4,1.0,0.0,-1.0,1.0,0.0,-1.0,3378.5,4381.0,1.2967293177445611,0.0,0.5,0.5,0.0,0.0
nVent,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,4152.0,5050.0,1.216281310211946,0.3333333333333333,0.0,-0.3333333333333333,0.0,0.0
Cloudious LLC,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,533.0,1380.0,2.5891181988742966,0.3333333333333333,1.0,0.6666666666666667,0.0,0.0
L3Harris Technologies,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,4883.0,6196.0,1.2688920745443375,0.0,0.0,0.0,0.0,0.0
A-Line Staffing Solutions,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,3053.0,2440.0,0.799213887979037,0.0,0.0,0.0,0.0,0.0
Function Health,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,9961.0,5635.0,0.5657062543921293,1.0,1.0,0.0,0.0,0.0
"KBR, Inc.",3,1,4,0.3333333333333333,1.0,0.6666666666666667,0.3333333333333333,1.0,0.6666666666666667,3966.0,6784.0,1.7105395864851236,0.0,0.0,0.0,0.0,0.0
Pronix Inc,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,550.0,1717.0,3.1218181818181816,0.0,0.0,0.0,0.0,0.0
Bloomberg,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,4423.0,4455.0,1.0072349084331902,1.0,0.0,-1.0,0.0,0.0
Jacobs,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,5193.5,5722.0,1.1017618176566863,0.0,0.0,0.0,1.0,1.0
ADP,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,7592.5,7132.5,0.939413895291406,1.0,0.5,-0.5,0.0,0.5
CarMax,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,4706.0,2897.0,0.6155971100722482,0.0,0.0,0.0,0.0,0.0
City Storage Systems,1,3,4,1.0,0.0,-1.0,1.0,0.0,-1.0,3030.0,5250.0,1.7326732673267327,0.0,0.0,0.0,0.0,0.0
Broadcom,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,8204.0,2900.0,0.3534861043393467,1.0,0.5,-0.5,0.0,0.0
Prosum,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,1460.5,3132.0,2.144471071550839,0.0,0.0,0.0,0.0,0.0
Airbnb,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,4684.5,4891.0,1.0440815455224677,0.5,1.0,0.5,0.0,0.0
SS&C Technologies,2,1,3,0.0,1.0,1.0,0.0,1.0,1.0,3512.5,5913.0,1.6834163701067615,0.0,1.0,1.0,0.0,0.0
Ernst & Young,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,9546.0,8730.0,0.9145191703331238,0.0,1.0,1.0,0.0,0.0
S&P Global,2,1,3,0.5,0.0,-0.5,0.5,0.0,-0.5,9122.0,9899.0,1.0851786888840167,0.5,0.0,-0.5,0.0,0.0
HCLTech,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,1118.0,3459.0,3.09391771019678,0.0,0.0,0.0,0.0,0.5
Cadence Design Systems,2,1,3,0.5,1.0,0.5,0.5,1.0,0.5,2342.5,5134.0,2.191675560298826,0.5,0.0,-0.5,0.0,0.0
Guidehouse,2,1,3,1.0,0.0,-1.0,1.0,0.0,-1.0,4538.0,7139.0,1.5731599823710887,0.0,0.0,0.0,0.0,0.0
IT America Inc,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,902.0,2264.0,2.5099778270509976,1.0,1.0,0.0,0.5,0.0
Noblis,1,2,3,0.0,0.5,0.5,0.0,0.5,0.5,10199.0,6434.0,0.6308461613883715,1.0,0.0,-1.0,0.0,0.0
Zoox,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,2786.5,5321.0,1.9095639691369102,1.0,1.0,0.0,0.0,1.0
Marriott International,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,6866.0,8987.5,1.3089863093504224,1.0,0.5,-0.5,0.0,0.0
Liberty Mutual Insurance,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,5063.0,5083.0,1.0039502271380605,0.0,0.0,0.0,0.0,0.0
Ring,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,6636.0,6083.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0
Coinbase,1,2,3,0.0,1.0,1.0,0.0,1.0,1.0,6580.0,7617.5,1.1576747720364742,0.0,1.0,1.0,0.0,0.0
Central Point Partners,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,2945.5,4535.0,1.5396367340010184,0.0,0.0,0.0,0.0,0.0
NAM Info Inc,1,2,3,0.0,0.5,0.5,0.0,0.5,0.5,834.0,3181.0,3.8141486810551557,0.0,0.0,0.0,0.0,0.0
BEPC Inc. - Business Excellence Professional Consulting,1,2,3,0.0,0.5,0.5,0.0,0.5,0.5,2120.0,2359.5,1.1129716981132076,0.0,0.5,0.5,0.0,0.0
CBTS,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,1720.0,1364.0,0.7930232558139535,0.0,0.0,0.0,0.0,0.0
VIVA USA Inc.,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,3739.0,4683.0,1.2524739235089597,0.0,0.5,0.5,1.0,0.0
Confidential Jobs,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,3422.0,3477.0,1.016072472238457,1.0,1.0,0.0,0.0,0.0
Merican Inc.,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,1437.0,2292.0,1.5949895615866387,0.0,0.0,0.0,1.0,0.0
"Modern Technology Solutions, Inc. (MTSI)",1,2,3,0.0,0.5,0.5,0.0,0.5,0.5,3324.0,4273.0,1.2854993983152827,1.0,0.0,-1.0,0.0,0.0
FloQast,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,6240.0,7038.0,1.1278846153846154,1.0,1.0,0.0,0.0,0.0
Tier4 Group,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,1851.0,5446.0,2.942193408968125,0.0,0.0,0.0,0.0,0.0
SiriusXM,1,2,3,1.0,0.0,-1.0,1.0,0.0,-1.0,7920.0,8790.0,1.1098484848484849,0.0,0.0,0.0,0.0,0.0
NetJets,2,1,3,0.5,0.0,-0.5,0.5,0.0,-0.5,1826.0,5295.0,2.8997809419496168,0.0,0.0,0.0,0.0,0.0
Comcast,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,6090.5,9574.0,1.5719563254248419,0.5,0.0,-0.5,0.0,0.0
Xylem,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,5738.0,5416.5,0.9439700243987452,0.0,1.0,1.0,0.0,0.0
Samson Rose,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,2813.0,3432.0,1.220049768929968,1.0,1.0,0.0,0.0,0.0
Joby Aviation,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,4692.5,3487.0,0.7431006925945658,0.0,0.0,0.0,0.5,0.0
E-Solutions,2,1,3,0.0,1.0,1.0,0.0,1.0,1.0,1748.5,1779.0,1.0174435230197312,0.0,1.0,1.0,0.0,0.0
LogicMonitor,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,5823.0,7593.0,1.3039670273055126,1.0,1.0,0.0,0.0,0.0
FlexTrade,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,1648.0,3359.0,2.0382281553398056,0.0,0.0,0.0,0.0,0.0
Stefanini North America and APAC,1,2,3,0.0,0.5,0.5,0.0,0.5,0.5,3113.0,3004.0,0.9649855444908448,1.0,0.0,-1.0,0.0,0.0
A Hiring Company,2,1,3,1.0,1.0,0.0,1.0,1.0,0.0,3175.5,3893.0,1.225948669500866,0.0,0.0,0.0,0.0,0.0
Innova Solutions,1,2,3,1.0,1.0,0.0,1.0,1.0,0.0,6136.0,6912.0,1.1264667535853976,0.0,1.0,1.0,0.0,0.0
Cogent Communications,1,2,3,1.0,0.0,-1.0,1.0,0.0,-1.0,3546.0,4334.0,1.2222222222222223,0.0,0.0,0.0,0.0,0.0
Tyler Technologies,2,1,3,0.5,0.0,-0.5,0.5,0.0,-0.5,3225.5,4202.0,1.3027437606572625,0.0,0.0,0.0,0.0,0.0
Swisslog,2,1,3,1.0,0.0,-1.0,1.0,0.0,-1.0,2832.0,4687.0,1.6550141242937852,0.0,0.0,0.0,0.0,0.0
McKesson,2,1,3,1.0,0.0,-1.0,1.0,0.0,-1.0,5841.0,5642.0,0.9659304913542202,0.5,0.0,-0.5,0.0,0.0
Delta Dental Ins.,2,1,3,1.0,0.0,-1.0,1.0,0.0,-1.0,6910.0,10867.0,1.5726483357452967,0.0,0.0,0.0,0.0,0.0
"Akraya, Inc.",2,1,3,0.0,1.0,1.0,0.0,1.0,1.0,2072.0,2725.0,1.3151544401544402,0.0,0.0,0.0,0.0,0.0
SMX,2,1,3,0.5,1.0,0.5,0.5,1.0,0.5,3153.0,4757.0,1.5087218522042498,0.0,0.0,0.0,0.0,0.0
Bayside Solutions,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,1701.0,2709.5,1.5928865373309817,1.0,0.0,-1.0,0.0,0.0
Cox Automotive Inc.,1,2,3,1.0,0.0,-1.0,1.0,0.0,-1.0,5571.0,4786.5,0.8591814754981152,0.0,1.0,1.0,0.0,0.0
Alaffia Health,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,4158.0,4648.5,1.117965367965368,1.0,1.0,0.0,0.0,0.0
New York Technology Partners,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,773.0,2163.0,2.798188874514877,0.0,0.5,0.5,0.0,0.0
Paramount,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,5783.0,7118.0,1.2308490402905066,1.0,0.5,-0.5,0.0,0.0
Nationwide,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,4313.0,7885.0,1.828193832599119,0.0,1.0,1.0,0.0,0.0
Envision Technology Solutions,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,1487.0,2255.0,1.5164761264290518,0.0,0.0,0.0,1.0,0.0
Programmers.io,1,2,3,0.0,0.5,0.5,0.0,0.5,0.5,1068.0,1609.5,1.5070224719101124,0.0,0.5,0.5,0.0,0.0
Spectrum,2,1,3,0.5,0.0,-0.5,0.5,0.0,-0.5,4093.5,7120.0,1.7393428606327104,0.0,0.0,0.0,0.0,0.0
Eaton,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,5042.0,6063.0,1.2024990083300278,0.0,0.0,0.0,0.0,0.0
Raymond James,1,2,3,0.0,0.5,0.5,0.0,0.5,0.5,5045.0,4029.5,0.7987115956392468,0.0,0.5,0.5,0.0,0.0
Draper,1,2,3,1.0,0.0,-1.0,1.0,0.0,-1.0,3456.0,6103.0,1.7659143518518519,0.0,0.0,0.0,0.0,0.0
Iris Software Inc.,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,382.0,2906.0,7.607329842931938,0.0,0.0,0.0,0.0,0.0
Global Payments Inc.,1,1,2,1.0,0.0,-1.0,1.0,0.0,-1.0,4251.0,5005.0,1.1773700305810397,0.0,1.0,1.0,0.0,0.0
SAP,1,1,2,1.0,0.0,-1.0,1.0,0.0,-1.0,7989.0,8944.0,1.1195393666291151,1.0,1.0,0.0,0.0,0.0
"Strategic Education, Inc",1,1,2,1.0,0.0,-1.0,1.0,0.0,-1.0,2775.0,5175.0,1.864864864864865,0.0,0.0,0.0,0.0,0.0
Jewelers Mutual Group,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,4023.0,4088.0,1.0161570966940094,0.0,0.0,0.0,0.0,0.0
Probably Genetic,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,5473.0,4977.0,0.909373287045496,1.0,1.0,0.0,1.0,0.0
Srinav Inc,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1326.0,902.0,0.6802413273001509,0.0,0.0,0.0,0.0,0.0
ZoomInfo,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,4237.0,5440.0,1.28392730705688,0.0,1.0,1.0,0.0,0.0
Trane Technologies,1,1,2,1.0,0.0,-1.0,1.0,0.0,-1.0,5035.0,6011.0,1.1938430983118173,0.0,1.0,1.0,0.0,0.0
Tek Inspirations LLC,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,3707.0,2708.0,0.7305098462368492,0.0,0.0,0.0,1.0,0.0
Bruker Daltonics,1,1,2,0.0,1.0,1.0,0.0,1.0,1.0,5493.0,5659.0,1.0302202803568177,0.0,0.0,0.0,0.0,0.0
Chick-fil-A Corporate Support Center,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,4504.0,6134.0,1.3619005328596803,0.0,0.0,0.0,0.0,0.0
The Aerospace Corporation,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,7367.0,7866.0,1.0677344916519615,0.0,0.0,0.0,1.0,1.0
CoBank,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,8127.0,9041.0,1.112464624092531,0.0,0.0,0.0,0.0,0.0
Vistra Corp.,1,1,2,1.0,0.0,-1.0,1.0,0.0,-1.0,5139.0,5747.0,1.1183109554388013,0.0,0.0,0.0,0.0,0.0
Baxter International Inc.,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,6762.0,7808.0,1.1546879621413784,0.0,0.0,0.0,0.0,0.0
Koniag Government Services,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,5962.0,6897.0,1.1568265682656826,0.0,0.0,0.0,0.0,0.0
Walgreens,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,5197.0,5619.0,1.0812006927073312,0.0,0.0,0.0,0.0,0.0
Altera,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,3230.0,3.154296875,0.0,1.0,1.0,0.0,0.0
HCL Global Systems Inc,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,3954.0,1140.0,0.2883156297420334,0.0,1.0,1.0,1.0,0.0
Analytic Recruiting Inc.,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1907.0,2043.0,1.0713162034609334,0.0,1.0,1.0,0.0,0.0
Travelers,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,6189.0,10301.0,1.6644045887865568,0.0,1.0,1.0,0.0,0.0
Aurora,1,1,2,0.0,1.0,1.0,0.0,1.0,1.0,6683.0,5163.0,0.7725572347748018,0.0,0.0,0.0,0.0,0.0
Audible,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,5147.0,4938.0,0.9593938216436759,0.0,1.0,1.0,0.0,0.0
EXL,1,1,2,0.0,1.0,1.0,0.0,1.0,1.0,783.0,1743.0,2.2260536398467434,0.0,1.0,1.0,1.0,0.0
GRAIL,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,3898.0,7074.0,1.814776808619805,0.0,0.0,0.0,0.0,0.0
Jefferies,1,1,2,1.0,0.0,-1.0,1.0,0.0,-1.0,4694.0,4704.0,1.002130379207499,0.0,1.0,1.0,0.0,0.0
Applicantz,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2262.0,1439.0,0.6361626878868258,0.0,0.0,0.0,0.0,0.0
Infinite Computer Solutions,1,1,2,0.0,1.0,1.0,0.0,1.0,1.0,2791.0,1663.0,0.595843783590111,0.0,1.0,1.0,0.0,0.0
Nasscomm,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1276.0,1561.0,1.2233542319749215,0.0,1.0,1.0,1.0,0.0
Aspen Technology,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,3292.0,4649.0,1.4122114216281896,0.0,0.0,0.0,0.0,0.0
Adyen,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,5183.0,4481.0,0.8645572062512059,0.0,0.0,0.0,0.0,0.0
Roche,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,3640.0,8317.0,2.2848901098901098,0.0,0.0,0.0,0.0,0.0
LTIMindtree,1,1,2,0.0,1.0,1.0,0.0,1.0,1.0,4973.0,4312.0,0.8670822441182385,0.0,0.0,0.0,0.0,0.0
Exact Sciences,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,6573.0,7491.0,1.1396622546782291,0.0,0.0,0.0,0.0,0.0
Constellation,1,1,2,1.0,1.0,0.0,1.0,1.0,0.0,5697.0,2989.0,0.524662102861155,0.0,0.0,0.0,0.0,0.0
Synergis,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,3466.0,3893.0,1.123196768609348,0.0,1.0,1.0,0.0,0.0
HomeServe USA,1,1,2,1.0,0.0,-1.0,1.0,0.0,-1.0,3852.0,4712.0,1.2232606438213915,0.0,1.0,1.0,0.0,0.0
7-Eleven,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,3391.0,5430.0,1.6012975523444413,0.0,0.0,0.0,1.0,0.0
Mondo,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2675.0,2091.0,0.7816822429906543,0.0,0.0,0.0,0.0,0.0
Teza Technologies,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,3382.0,4137.0,1.2232406859846245,0.0,1.0,1.0,0.0,0.0
GM Financial,1,1,2,1.0,0.0,-1.0,1.0,0.0,-1.0,4139.0,7846.0,1.8956269630345495,0.0,1.0,1.0,0.0,0.0
Veho,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,4229.0,2821.0,0.6670607708678175,0.0,1.0,1.0,0.0,0.0
Epsilon,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,5679.0,8562.0,1.5076597992604333,0.0,1.0,1.0,0.0,0.0
ektello,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2395.0,2195.0,0.9164926931106472,0.0,0.0,0.0,0.0,0.0
McKinsol Consulting Inc,1,1,2,1.0,1.0,0.0,1.0,1.0,0.0,672.0,749.0,1.1145833333333333,0.0,0.0,0.0,0.0,0.0
SimpliSafe,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,3432.0,7212.0,2.1013986013986012,1.0,0.0,-1.0,0.0,0.0
Redfin,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,6079.0,4358.0,0.7168942260240171,0.0,1.0,1.0,0.0,0.0
