metro_area,period_label,archetype_name,n,share
Phoenix Metro,y2024,GPU / CUDA / systems perf,1,0.013513513513513514
Phoenix Metro,y2024,JS frontend (React/TypeScript),10,0.13513513513513514
Phoenix Metro,y2024,Java enterprise (Spring/microservices),14,0.1891891891891892
Phoenix Metro,y2024,LLM / GenAI / ML engineering,2,0.02702702702702703
Phoenix Metro,y2024,Python web backend (Django/Flask),4,0.05405405405405406
Phoenix Metro,y2024,QA / test automation,2,0.02702702702702703
Phoenix Metro,y2026,.NET / ASP.NET full-stack,8,0.03980099502487562
Phoenix Metro,y2026,AWS cloud SDE (Amazon template),4,0.01990049751243781
Phoenix Metro,y2026,Agile/Scrum generalist,11,0.05472636815920398
Phoenix Metro,y2026,Android / Kotlin mobile,1,0.004975124378109453
Phoenix Metro,y2026,Azure data platform,1,0.004975124378109453
Phoenix Metro,y2026,Data engineering (Spark/ETL),12,0.05970149253731343
Phoenix Metro,y2026,Defense & cleared regulated work,30,0.14925373134328357
Phoenix Metro,y2026,DevOps / SRE / platform,48,0.23880597014925373
Phoenix Metro,y2026,Embedded / firmware,14,0.06965174129353234
Phoenix Metro,y2026,Generic JS/Python boilerplate,2,0.009950248756218905
Phoenix Metro,y2026,JS frontend (React/TypeScript),14,0.06965174129353234
Phoenix Metro,y2026,Java enterprise (Spring/microservices),22,0.10945273631840796
Phoenix Metro,y2026,LLM / GenAI / ML engineering,25,0.12437810945273632
Phoenix Metro,y2026,Python web backend (Django/Flask),2,0.009950248756218905
Phoenix Metro,y2026,QA / test automation,4,0.01990049751243781
Phoenix Metro,y2026,US gov SCI-cleared SWE,2,0.009950248756218905
Phoenix Metro,y2026,iOS / Swift mobile,1,0.004975124378109453
Raleigh-Durham-Chapel Hill,y2024,.NET / ASP.NET full-stack,5,0.09803921568627451
Raleigh-Durham-Chapel Hill,y2024,AWS cloud SDE (Amazon template),1,0.0196078431372549
Raleigh-Durham-Chapel Hill,y2024,Agile/Scrum generalist,4,0.0784313725490196
Raleigh-Durham-Chapel Hill,y2024,Data engineering (Spark/ETL),3,0.058823529411764705
Raleigh-Durham-Chapel Hill,y2024,Defense & cleared regulated work,10,0.19607843137254902
Raleigh-Durham-Chapel Hill,y2024,DevOps / SRE / platform,10,0.19607843137254902
Raleigh-Durham-Chapel Hill,y2024,Embedded / firmware,3,0.058823529411764705
Raleigh-Durham-Chapel Hill,y2024,GPU / CUDA / systems perf,1,0.0196078431372549
Raleigh-Durham-Chapel Hill,y2024,JS frontend (React/TypeScript),1,0.0196078431372549
Raleigh-Durham-Chapel Hill,y2024,Java enterprise (Spring/microservices),8,0.1568627450980392
Raleigh-Durham-Chapel Hill,y2024,LLM / GenAI / ML engineering,2,0.0392156862745098
Raleigh-Durham-Chapel Hill,y2024,QA / test automation,3,0.058823529411764705
Raleigh-Durham-Chapel Hill,y2026,.NET / ASP.NET full-stack,11,0.06179775280898876
Raleigh-Durham-Chapel Hill,y2026,AWS cloud SDE (Amazon template),2,0.011235955056179775
Raleigh-Durham-Chapel Hill,y2026,AWS cloud generic template,1,0.0056179775280898875
Raleigh-Durham-Chapel Hill,y2026,Agile/Scrum generalist,1,0.0056179775280898875
Raleigh-Durham-Chapel Hill,y2026,Amazon program boilerplate,2,0.011235955056179775
Raleigh-Durham-Chapel Hill,y2026,Data engineering (Spark/ETL),20,0.11235955056179775
Raleigh-Durham-Chapel Hill,y2026,Defense & cleared regulated work,25,0.1404494382022472
Raleigh-Durham-Chapel Hill,y2026,DevOps / SRE / platform,26,0.14606741573033707
Raleigh-Durham-Chapel Hill,y2026,Embedded / firmware,10,0.056179775280898875
Raleigh-Durham-Chapel Hill,y2026,Generic JS/Python boilerplate,2,0.011235955056179775
Raleigh-Durham-Chapel Hill,y2026,JS frontend (React/TypeScript),18,0.10112359550561797
Raleigh-Durham-Chapel Hill,y2026,Java enterprise (Spring/microservices),20,0.11235955056179775
Raleigh-Durham-Chapel Hill,y2026,LLM / GenAI / ML engineering,27,0.15168539325842698
Raleigh-Durham-Chapel Hill,y2026,Python web backend (Django/Flask),1,0.0056179775280898875
Raleigh-Durham-Chapel Hill,y2026,QA / test automation,7,0.03932584269662921
Raleigh-Durham-Chapel Hill,y2026,US gov SCI-cleared SWE,1,0.0056179775280898875
Raleigh-Durham-Chapel Hill,y2026,iOS / Swift mobile,4,0.02247191011235955
San Diego Metro,y2024,.NET / ASP.NET full-stack,2,0.0392156862745098
San Diego Metro,y2024,AWS cloud SDE (Amazon template),1,0.0196078431372549
San Diego Metro,y2024,Agile/Scrum generalist,3,0.058823529411764705
San Diego Metro,y2024,Data engineering (Spark/ETL),5,0.09803921568627451
San Diego Metro,y2024,Defense & cleared regulated work,14,0.27450980392156865
San Diego Metro,y2024,DevOps / SRE / platform,5,0.09803921568627451
San Diego Metro,y2024,Embedded / firmware,10,0.19607843137254902
San Diego Metro,y2024,GPU / CUDA / systems perf,2,0.0392156862745098
San Diego Metro,y2024,Generic JS/Python boilerplate,1,0.0196078431372549
San Diego Metro,y2024,JS frontend (React/TypeScript),2,0.0392156862745098
San Diego Metro,y2024,Java enterprise (Spring/microservices),2,0.0392156862745098
San Diego Metro,y2024,LLM / GenAI / ML engineering,2,0.0392156862745098
San Diego Metro,y2024,QA / test automation,1,0.0196078431372549
San Diego Metro,y2024,iOS / Swift mobile,1,0.0196078431372549
San Diego Metro,y2026,.NET / ASP.NET full-stack,2,0.0125
San Diego Metro,y2026,AWS cloud SDE (Amazon template),4,0.025
San Diego Metro,y2026,Agile/Scrum generalist,3,0.01875
San Diego Metro,y2026,Amazon program boilerplate,1,0.00625
San Diego Metro,y2026,Android / Kotlin mobile,2,0.0125
San Diego Metro,y2026,Azure data platform,1,0.00625
San Diego Metro,y2026,Data engineering (Spark/ETL),9,0.05625
San Diego Metro,y2026,Defense & cleared regulated work,38,0.2375
San Diego Metro,y2026,DevOps / SRE / platform,13,0.08125
San Diego Metro,y2026,Embedded / firmware,37,0.23125
San Diego Metro,y2026,GPU / CUDA / systems perf,4,0.025
San Diego Metro,y2026,JS frontend (React/TypeScript),14,0.0875
San Diego Metro,y2026,Java enterprise (Spring/microservices),4,0.025
San Diego Metro,y2026,LLM / GenAI / ML engineering,24,0.15
San Diego Metro,y2026,QA / test automation,3,0.01875
San Diego Metro,y2026,iOS / Swift mobile,1,0.00625
San Francisco Bay Area,y2024,.NET / ASP.NET full-stack,6,0.016853932584269662
San Francisco Bay Area,y2024,AWS cloud SDE (Amazon template),5,0.014044943820224719
San Francisco Bay Area,y2024,AWS cloud generic template,1,0.0028089887640449437
San Francisco Bay Area,y2024,Agile/Scrum generalist,17,0.047752808988764044
San Francisco Bay Area,y2024,Amazon program boilerplate,8,0.02247191011235955
San Francisco Bay Area,y2024,Android / Kotlin mobile,4,0.011235955056179775
San Francisco Bay Area,y2024,Data engineering (Spark/ETL),27,0.07584269662921349
San Francisco Bay Area,y2024,Defense & cleared regulated work,36,0.10112359550561797
San Francisco Bay Area,y2024,DevOps / SRE / platform,42,0.11797752808988764
San Francisco Bay Area,y2024,Embedded / firmware,28,0.07865168539325842
San Francisco Bay Area,y2024,GPU / CUDA / systems perf,5,0.014044943820224719
San Francisco Bay Area,y2024,JS frontend (React/TypeScript),56,0.15730337078651685
San Francisco Bay Area,y2024,Java enterprise (Spring/microservices),42,0.11797752808988764
San Francisco Bay Area,y2024,LLM / GenAI / ML engineering,56,0.15730337078651685
San Francisco Bay Area,y2024,Python web backend (Django/Flask),5,0.014044943820224719
San Francisco Bay Area,y2024,QA / test automation,1,0.0028089887640449437
San Francisco Bay Area,y2024,US gov SCI-cleared SWE,1,0.0028089887640449437
San Francisco Bay Area,y2024,iOS / Swift mobile,16,0.0449438202247191
San Francisco Bay Area,y2026,.NET / ASP.NET full-stack,7,0.004408060453400504
San Francisco Bay Area,y2026,AWS cloud SDE (Amazon template),22,0.013853904282115869
San Francisco Bay Area,y2026,AWS cloud generic template,3,0.001889168765743073
San Francisco Bay Area,y2026,Agile/Scrum generalist,21,0.01322418136020151
San Francisco Bay Area,y2026,Amazon program boilerplate,66,0.041561712846347604
San Francisco Bay Area,y2026,Android / Kotlin mobile,19,0.011964735516372796
San Francisco Bay Area,y2026,Data engineering (Spark/ETL),96,0.060453400503778336
San Francisco Bay Area,y2026,Defense & cleared regulated work,96,0.060453400503778336
San Francisco Bay Area,y2026,DevOps / SRE / platform,176,0.11083123425692695
San Francisco Bay Area,y2026,Embedded / firmware,109,0.06863979848866499
San Francisco Bay Area,y2026,GPU / CUDA / systems perf,44,0.027707808564231738
San Francisco Bay Area,y2026,Generic JS/Python boilerplate,1,0.0006297229219143577
San Francisco Bay Area,y2026,JS frontend (React/TypeScript),229,0.1442065491183879
San Francisco Bay Area,y2026,Java enterprise (Spring/microservices),75,0.04722921914357683
San Francisco Bay Area,y2026,LLM / GenAI / ML engineering,565,0.35579345088161207
San Francisco Bay Area,y2026,Python web backend (Django/Flask),11,0.0069269521410579345
San Francisco Bay Area,y2026,QA / test automation,8,0.005037783375314861
San Francisco Bay Area,y2026,US gov SCI-cleared SWE,1,0.0006297229219143577
San Francisco Bay Area,y2026,iOS / Swift mobile,39,0.02455919395465995
Seattle Metro,y2024,.NET / ASP.NET full-stack,7,0.040697674418604654
Seattle Metro,y2024,AWS cloud SDE (Amazon template),8,0.046511627906976744
Seattle Metro,y2024,AWS cloud generic template,1,0.005813953488372093
Seattle Metro,y2024,Agile/Scrum generalist,5,0.029069767441860465
Seattle Metro,y2024,Amazon program boilerplate,10,0.05813953488372093
Seattle Metro,y2024,Azure data platform,3,0.01744186046511628
Seattle Metro,y2024,Data engineering (Spark/ETL),17,0.09883720930232558
Seattle Metro,y2024,Defense & cleared regulated work,24,0.13953488372093023
Seattle Metro,y2024,DevOps / SRE / platform,24,0.13953488372093023
Seattle Metro,y2024,Embedded / firmware,13,0.0755813953488372
Seattle Metro,y2024,Generic JS/Python boilerplate,8,0.046511627906976744
Seattle Metro,y2024,JS frontend (React/TypeScript),11,0.06395348837209303
Seattle Metro,y2024,Java enterprise (Spring/microservices),16,0.09302325581395349
Seattle Metro,y2024,LLM / GenAI / ML engineering,20,0.11627906976744186
Seattle Metro,y2024,Python web backend (Django/Flask),1,0.005813953488372093
Seattle Metro,y2024,QA / test automation,3,0.01744186046511628
Seattle Metro,y2024,iOS / Swift mobile,1,0.005813953488372093
Seattle Metro,y2026,.NET / ASP.NET full-stack,20,0.029806259314456036
Seattle Metro,y2026,AWS cloud SDE (Amazon template),41,0.06110283159463487
Seattle Metro,y2026,AWS cloud generic template,1,0.0014903129657228018
Seattle Metro,y2026,Agile/Scrum generalist,9,0.013412816691505217
Seattle Metro,y2026,Amazon program boilerplate,26,0.038748137108792845
Seattle Metro,y2026,Android / Kotlin mobile,6,0.00894187779433681
Seattle Metro,y2026,Azure data platform,6,0.00894187779433681
Seattle Metro,y2026,Data engineering (Spark/ETL),61,0.09090909090909091
Seattle Metro,y2026,Defense & cleared regulated work,66,0.09836065573770492
Seattle Metro,y2026,DevOps / SRE / platform,73,0.10879284649776454
Seattle Metro,y2026,Embedded / firmware,37,0.05514157973174367
Seattle Metro,y2026,GPU / CUDA / systems perf,5,0.007451564828614009
Seattle Metro,y2026,Generic JS/Python boilerplate,19,0.028315946348733235
Seattle Metro,y2026,JS frontend (React/TypeScript),54,0.08047690014903129
Seattle Metro,y2026,Java enterprise (Spring/microservices),22,0.03278688524590164
Seattle Metro,y2026,LLM / GenAI / ML engineering,208,0.30998509687034276
Seattle Metro,y2026,Python web backend (Django/Flask),1,0.0014903129657228018
Seattle Metro,y2026,QA / test automation,4,0.005961251862891207
Seattle Metro,y2026,US gov SCI-cleared SWE,5,0.007451564828614009
Seattle Metro,y2026,iOS / Swift mobile,7,0.010432190760059613
Washington DC Metro,y2024,.NET / ASP.NET full-stack,8,0.032
Washington DC Metro,y2024,AWS cloud SDE (Amazon template),17,0.068
Washington DC Metro,y2024,AWS cloud generic template,6,0.024
Washington DC Metro,y2024,Agile/Scrum generalist,18,0.072
Washington DC Metro,y2024,Azure data platform,5,0.02
Washington DC Metro,y2024,Data engineering (Spark/ETL),14,0.056
Washington DC Metro,y2024,Defense & cleared regulated work,47,0.188
Washington DC Metro,y2024,DevOps / SRE / platform,39,0.156
Washington DC Metro,y2024,Embedded / firmware,11,0.044
Washington DC Metro,y2024,Generic JS/Python boilerplate,3,0.012
Washington DC Metro,y2024,JS frontend (React/TypeScript),17,0.068
Washington DC Metro,y2024,Java enterprise (Spring/microservices),34,0.136
Washington DC Metro,y2024,LLM / GenAI / ML engineering,17,0.068
Washington DC Metro,y2024,Python web backend (Django/Flask),3,0.012
Washington DC Metro,y2024,QA / test automation,3,0.012
Washington DC Metro,y2024,US gov SCI-cleared SWE,8,0.032
Washington DC Metro,y2026,.NET / ASP.NET full-stack,17,0.0187018701870187
Washington DC Metro,y2026,AWS cloud SDE (Amazon template),21,0.0231023102310231
Washington DC Metro,y2026,AWS cloud generic template,26,0.028602860286028604
Washington DC Metro,y2026,Agile/Scrum generalist,44,0.0484048404840484
Washington DC Metro,y2026,Amazon program boilerplate,11,0.0121012101210121
Washington DC Metro,y2026,Android / Kotlin mobile,2,0.0022002200220022
Washington DC Metro,y2026,Azure data platform,9,0.009900990099009901
Washington DC Metro,y2026,Data engineering (Spark/ETL),73,0.08030803080308031
Washington DC Metro,y2026,Defense & cleared regulated work,100,0.11001100110011001
Washington DC Metro,y2026,DevOps / SRE / platform,188,0.2068206820682068
Washington DC Metro,y2026,Embedded / firmware,33,0.036303630363036306
Washington DC Metro,y2026,GPU / CUDA / systems perf,2,0.0022002200220022
Washington DC Metro,y2026,Generic JS/Python boilerplate,3,0.0033003300330033004
Washington DC Metro,y2026,JS frontend (React/TypeScript),43,0.047304730473047306
Washington DC Metro,y2026,Java enterprise (Spring/microservices),101,0.1111111111111111
Washington DC Metro,y2026,LLM / GenAI / ML engineering,112,0.12321232123212321
Washington DC Metro,y2026,QA / test automation,13,0.014301430143014302
Washington DC Metro,y2026,US gov SCI-cleared SWE,107,0.11771177117711772
Washington DC Metro,y2026,iOS / Swift mobile,4,0.0044004400440044
