company_industry,kaggle_arshkon,scraped,share_arshkon,share_scraped,pp_change
"Information Services, Technology, Information and Media, and Financial Services",0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
"Financial Services, Engineering Services, and Technology, Information and Media",0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
"Investment Banking, Banking, and IT Services and IT Consulting",0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
"Insurance and Technology, Information and Media",0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
Investment Management and Financial Services,0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
Data Infrastructure and Analytics and Software Development,0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
Retail and IT Services and IT Consulting,0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
Retail Health and Personal Care Products,0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
"Retail Appliances, Electrical, and Electronic Equipment",0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
"Data Security Software Products, Computer and Network Security, and Security and Investigations",0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
Furniture and Home Furnishings Manufacturing,1.0,3.0,0.0002149151085321298,6.621785674870324e-05,-0.014869725178342657
Climate Data and Analytics,0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
Chemical Manufacturing and Manufacturing,0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
Software Development and Banking,0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
"Food and Beverage Services, Beverage Manufacturing, and Manufacturing",0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
Food and Beverage Retail,1.0,3.0,0.0002149151085321298,6.621785674870324e-05,-0.014869725178342657
"IT Services and IT Consulting, Technology, Information and Media, and Software Development",0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
Consumer Services and Financial Services,0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
Consumer Electronics,3.0,3.0,0.0006447453255963894,6.621785674870324e-05,-0.057852746884768616
Medical Equipment Manufacturing and Pharmaceutical Manufacturing,0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
Medical Equipment Manufacturing and IT Services and IT Consulting,0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
Medical Equipment Manufacturing and Hospitals and Health Care,0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
Medical Equipment Manufacturing and Engineering Services,0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
"Engineering Services, Research Services, and Space Research and Technology",0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
"Engineering Services, Motor Vehicle Manufacturing, and Motor Vehicle Parts Manufacturing",0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
Mechanical Or Industrial Engineering,1.0,3.0,0.0002149151085321298,6.621785674870324e-05,-0.014869725178342657
Staffing and Recruiting and Banking,0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
Software Development and Robotics Engineering,0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
"Semiconductor Manufacturing, Telecommunications, and Wireless Services",0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
"IT Services and IT Consulting, Software Development, and Engineering Services",0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
"IT Services and IT Consulting, Software Development, and Business Consulting and Services",0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
Computer Hardware,0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
"Computer Games, Online Audio and Video Media, and Advertising Services",0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
"Computer Networking Products, Software Development, and Writing and Editing",0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
Measuring and Control Instrument Manufacturing,0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
"Appliances, Electrical, and Electronics Manufacturing, Medical Equipment Manufacturing, and Computers and Electronics Manufacturing",0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
Entertainment Providers and Online Audio and Video Media,0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
Financial Services and IT System Custom Software Development,0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
"Legal Services, Software Development, and IT Services and IT Consulting",0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
Aviation and Aerospace Component Manufacturing and Industrial Machinery Manufacturing,0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
"Technology, Information and Internet, Banking, and Investment Banking",0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
"Glass, Ceramics and Concrete Manufacturing",1.0,3.0,0.0002149151085321298,6.621785674870324e-05,-0.014869725178342657
"Software Development, Business Consulting and Services, and IT Services and IT Consulting",0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
Software Development and Venture Capital and Private Equity Principals,0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
"Software Development and Transportation, Logistics, Supply Chain and Storage",0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
Software Development and Telecommunications,0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
Software Development and Staffing and Recruiting,0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
"Computer and Network Security, Government Administration, and IT Services and IT Consulting",0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
"Computer Networking Products, Technology, Information and Internet, and Software Development",0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
"Computers and Electronics Manufacturing and Appliances, Electrical, and Electronics Manufacturing",0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
Software Development and Engineering Services,0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
"Aviation and Aerospace Component Manufacturing, Defense and Space Manufacturing, and Biotechnology Research",0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
"Financial Services, Capital Markets, and Software Development",0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
Machinery Manufacturing and Industrial Machinery Manufacturing,0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
Financial Services and Engineering Services,0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
Financial Services and Advertising Services,0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
"Facilities Services, Real Estate, and Industrial Machinery Manufacturing",0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
"Executive Offices, Government Administration, and Government Relations Services",0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
IT Services and IT Consulting and IT System Data Services,0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
Urban Transit Services,0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
IT Services and IT Consulting and Hospitals and Health Care,0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
Biotechnology Research and Software Development,0.0,3.0,0.0,6.621785674870324e-05,0.0066217856748703235
"Wellness and Fitness Services, Hospitals and Health Care, and Medical Practices",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Wellness and Fitness Services, Hospitals and Health Care, and Insurance",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Water, Waste, Steam, and Air Conditioning Services",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Advertising Services, Technology, Information and Internet, and Software Development",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Advertising Services, Software Development, and Research Services",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Advertising Services, Marketing Services, and IT Services and IT Consulting",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
IT Services and IT Consulting and Public Health,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
IT Services and IT Consulting and Food and Beverage Services,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
IT Services and IT Consulting and Entertainment Providers,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Accessible Hardware Manufacturing,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Machinery Manufacturing, Manufacturing, and Construction",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Machinery Manufacturing, Facilities Services, and Construction",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Machinery Manufacturing and Automation Machinery Manufacturing,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Financial Services and Capital Markets,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Farming,1.0,2.0,0.0002149151085321298,4.4145237832468826e-05,-0.017076987069966097
Environmental Services and Renewable Energy Semiconductor Manufacturing,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Financial Services and Information Services,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Legal Services and Law Practice,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Leasing Non-residential Real Estate,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Law Practice and Legal Services,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Telecommunications and IT Services and IT Consulting,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Telecommunications and Financial Services,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Telecommunications Carriers and Telecommunications,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Technology, Information and Media, Software Development, and IT System Custom Software Development",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Technology, Information and Media, Software Development, and Financial Services",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Technology, Information and Media, Insurance, and Financial Services",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Architecture and Planning and Civil Engineering,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Appliances, Electrical, and Electronics Manufacturing, Manufacturing, and Industrial Machinery Manufacturing",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Appliances, Electrical, and Electronics Manufacturing, Industrial Machinery Manufacturing, and Oil and Gas",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Manufacturing, Hospitals and Health Care, and Medical Equipment Manufacturing",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Manufacturing, Food and Beverage Services, and Retail",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Manufacturing and Wholesale,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Environmental Services and Industrial Machinery Manufacturing,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Engines and Power Transmission Equipment Manufacturing,2.0,2.0,0.0004298302170642596,4.4145237832468826e-05,-0.038568497923179075
Manufacturing and Online and Mail Order Retail,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Manufacturing and Industrial Machinery Manufacturing,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Financial Services, Capital Markets, and Investment Banking",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Financial Services, Banking, and Software Development",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Financial Services and Venture Capital and Private Equity Principals,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Investment Management, Financial Services, and Investment Banking",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Investment Management, Financial Services, and Capital Markets",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Investment Management, Capital Markets, and Financial Services",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Financial Services, IT Services and IT Consulting, and Software Development",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Financial Services, IT Services and IT Consulting, and Legal Services",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Engineering Services and Aviation and Aerospace Component Manufacturing,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Engineering Services, Design Services, and Medical Equipment Manufacturing",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Engineering Services, Defense and Space Manufacturing, and Space Research and Technology",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Media Production, Broadcast Media Production and Distribution, and Advertising Services",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Financial Services, Consumer Services, and Business Consulting and Services",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Financial Services, Capital Markets, and Venture Capital and Private Equity Principals",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Investment Banking, Banking, and Financial Services",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Internet Marketplace Platforms, Information Services, and Technology, Information and Media",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Insurance, Financial Services, and Business Consulting and Services",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Insurance and Hospitals and Health Care,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Insurance and Business Consulting and Services,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Insurance Carriers,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Financial Services, Investment Banking, and Capital Markets",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Financial Services, Information Services, and Software Development",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Insurance Agencies and Brokerages and Technology, Information and Media",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Energy Technology and Oil and Gas,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Medical Equipment Manufacturing, Pharmaceutical Manufacturing, and Hospitals and Health Care",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Medical Equipment Manufacturing, Medical Practices, and Hospitals and Health Care",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Engineering Services, Automation Machinery Manufacturing, and Aviation and Aerospace Component Manufacturing",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Engineering Services and Design Services,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Non-profit Organization Management,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Motor Vehicle Manufacturing, Software Development, and Technology, Information and Internet",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Motor Vehicle Manufacturing, Alternative Fuel Vehicle Manufacturing, and Motor Vehicle Parts Manufacturing",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Energy Technology and Services for Renewable Energy,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Information Technology & Services and Hospitals and Health Care,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Information Services, Technology, Information and Media, and Internet Marketplace Platforms",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Financial Services, Software Development, and IT System Custom Software Development",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Financial Services, Software Development, and IT Services and IT Consulting",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Information Services, Financial Services, and Investment Banking",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Non-profit Organizations and Technology, Information and Media",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Education Administration Programs, E-Learning Providers, and Higher Education",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Economic Programs,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"E-Learning Providers, Technology, Information and Media, and Software Development",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Desktop Computing Software Products,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Defense and Space Manufacturing, Software Development, and IT System Custom Software Development",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Personal Care Product Manufacturing,2.0,2.0,0.0004298302170642596,4.4145237832468826e-05,-0.038568497923179075
Outsourcing and Offshoring Consulting,3.0,2.0,0.0006447453255963894,4.4145237832468826e-05,-0.06006000877639207
"Defense and Space Manufacturing, Software Development, and Armed Forces",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Defense and Space Manufacturing, Robotics Engineering, and Software Development",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Defense and Space Manufacturing, Government Relations Services, and IT Services and IT Consulting",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Public Policy Offices,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Information Services and Data Infrastructure and Analytics,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Airlines and Aviation and Aviation and Aerospace Component Manufacturing,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Appliances, Electrical, and Electronics Manufacturing and Software Development",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Transportation, Logistics, Supply Chain and Storage and Truck Transportation",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Telecommunications, IT Services and IT Consulting, and Computer and Network Security",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Real Estate and Transportation, Logistics, Supply Chain and Storage",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Real Estate and Software Development,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Appliances, Electrical, and Electronics Manufacturing, Industrial Machinery Manufacturing, and Manufacturing",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Appliances, Electrical, and Electronics Manufacturing, IT Services and IT Consulting, and Software Development",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Automation Machinery Manufacturing, Motor Vehicle Manufacturing, and Machinery Manufacturing",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Automation Machinery Manufacturing and Industrial Machinery Manufacturing,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Technology, Information and Media, IT Services and IT Consulting, and Software Development",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Technology, Information and Media, Embedded Software Products, and Software Development",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Technology, Information and Media, Computer Hardware Manufacturing, and Software Development",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Railroad Equipment Manufacturing and Rail Transportation,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Industrial Machinery Manufacturing, Public Safety, and International Trade and Development",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Industrial Machinery Manufacturing, Manufacturing, and Software Development",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Industrial Machinery Manufacturing and Manufacturing,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Food & Beverages and Technology, Information and Media",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Financial Services, Technology, Information and Media, and Software Development",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Financial Services, Technology, Information and Internet, and Real Estate",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
IT System Testing and Evaluation and Utilities,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Data Infrastructure and Analytics, Software Development, and IT Services and IT Consulting",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Defense and Space Manufacturing and Technology, Information and Media",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Defense and Space Manufacturing and Government Administration,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Consumer Services, Technology, Information and Internet, and Sporting Goods Manufacturing",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Robot Manufacturing and Robotics Engineering,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Retail, Retail Apparel and Fashion, and IT Services and IT Consulting",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Retail and Information Services,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Retail Apparel and Fashion, Retail, and Sporting Goods Manufacturing",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Retail Apparel and Fashion, Manufacturing, and Retail",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Freight and Package Transportation, Packaging and Containers Manufacturing, and Warehousing and Storage",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Forestry and Logging,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"IT System Custom Software Development, Software Development, and Aviation and Aerospace Component Manufacturing",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"IT Services and IT Consulting, Technology, Information and Media, and IT System Operations and Maintenance",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Government Administration, Government Relations Services, and IT Services and IT Consulting",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Semiconductor Manufacturing and Manufacturing,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Semiconductor Manufacturing and IT System Custom Software Development,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Semiconductor Manufacturing and Computer Hardware Manufacturing,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Construction, Wholesale Building Materials, and Civil Engineering",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Construction, Industrial Machinery Manufacturing, and Civil Engineering",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Software Development and Advertising Services,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Construction Hardware Manufacturing,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Semiconductor Manufacturing, IT System Custom Software Development, and Software Development",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Semiconductor Manufacturing, Computers and Electronics Manufacturing, and Software Development",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Semiconductor Manufacturing, Chemical Manufacturing, and Plastics Manufacturing",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Technology, Information and Internet, IT Services and IT Consulting, and Software Development",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Aviation and Aerospace Component Manufacturing, Airlines and Aviation, and Manufacturing",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Aviation and Aerospace Component Manufacturing and Engineering Services,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Gambling Facilities and Casinos, Technology, Information and Internet, and Entertainment Providers",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"IT Services and IT Consulting, Staffing and Recruiting, and Engineering Services",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"IT Services and IT Consulting, Software Development, and Hospitals and Health Care",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Health, Wellness & Fitness",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Computer and Network Security, Computer Networking Products, and IT Services and IT Consulting",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Computer and Network Security and IT Services and IT Consulting,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Computers and Electronics Manufacturing, Semiconductor Manufacturing, and Wireless Services",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Computer and Network Security, Software Development, and IT System Custom Software Development",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Computer and Network Security, Software Development, and Defense and Space Manufacturing",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Computer Hardware Manufacturing, Computer Networking Products, and Software Development",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Software Development, Computer Networking, and Data Infrastructure and Analytics",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Computer Networking Products, Software Development, and Computer and Network Security",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Computer Hardware Manufacturing, Software Development, and Technology, Information and Internet",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Software Development, Financial Services, and Capital Markets",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Civil Engineering, Construction, and Truck Transportation",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Computer Hardware Manufacturing and Computers and Electronics Manufacturing,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"IT Services and IT Consulting, Motor Vehicle Manufacturing, and Manufacturing",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"IT Services and IT Consulting, Investment Banking, and Banking",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"IT Services and IT Consulting, Insurance, and Retail",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Capital Markets, Investment Management, and Technology, Information and Media",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Capital Markets, Financial Services, and Software Development",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Capital Markets, Banking, and Financial Services",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Capital Markets and Financial Services,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Software Development, Human Resources Services, and IT Services and IT Consulting",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Business Consulting and Services, Market Research, and Advertising Services",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Business Consulting and Services, Capital Markets, and Investment Banking",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Business Consulting and Services, Capital Markets, and Financial Services",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Software Development, IT Services and IT Consulting, and IT System Custom Software Development",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Hospitals and Health Care and Financial Services,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Hospitals and Health Care and Data Infrastructure and Analytics,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Hospitals and Health Care and Biotechnology Research,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Hospitals and Health Care and Medical Practices,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Hospitals and Health Care and Medical Equipment Manufacturing,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Hospitals and Health Care and Manufacturing,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Software Development, Technology, Information and Media, and IT System Custom Software Development",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
Business Consulting and Services and Software Development,0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Software Development, Technology, Information and Media, and Engineering Services",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Software Development, Medical Equipment Manufacturing, and Pharmaceutical Manufacturing",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Software Development, IT System Custom Software Development, and Technology, Information and Media",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Software Development, IT System Custom Software Development, and Information Technology & Services",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Software Development, IT System Custom Software Development, and IT System Testing and Evaluation",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"IT Services and IT Consulting, IT System Operations and Maintenance, and IT System Design Services",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"IT Services and IT Consulting, Hospitality, and Hotels and Motels",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"IT Services and IT Consulting, Financial Services, and Investment Banking",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"Hospitals and Health Care, Public Health, and Health and Human Services",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"IT Services and IT Consulting, Entertainment Providers, and Engineering Services",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
"IT Services and IT Consulting, Defense and Space Manufacturing, and Aviation and Aerospace Component Manufacturing",0.0,2.0,0.0,4.4145237832468826e-05,0.004414523783246882
