column,source,platform,subset,total_rows,nonnull_count,nonnull_pct
seniority_final,scraped,linkedin,swe,4219,4219,100.0
seniority_final_source,scraped,linkedin,swe,4219,4219,100.0
seniority_final_confidence,scraped,linkedin,swe,4219,4219,100.0
yoe_extracted,scraped,linkedin,swe,4219,690,16.35
yoe_seniority_contradiction,scraped,linkedin,swe,4219,4219,100.0
seniority_cross_check,scraped,linkedin,swe,4219,4219,100.0
seniority_3level,scraped,linkedin,swe,4219,4219,100.0
city_extracted,scraped,linkedin,swe,4219,4023,95.35
state_normalized,scraped,linkedin,swe,4219,4004,94.9
country_extracted,scraped,linkedin,swe,4219,4032,95.57
is_remote_inferred,scraped,linkedin,swe,4219,4219,100.0
metro_area,scraped,linkedin,swe,4219,3178,75.33
metro_source,scraped,linkedin,swe,4219,4219,100.0
metro_confidence,scraped,linkedin,swe,4219,4219,100.0
period,scraped,linkedin,swe,4219,4219,100.0
scrape_week,scraped,linkedin,swe,4219,4219,100.0
date_flag,scraped,linkedin,swe,4219,4219,100.0
is_english,scraped,linkedin,swe,4219,4219,100.0
description_hash,scraped,linkedin,swe,4219,4219,100.0
ghost_job_risk,scraped,linkedin,swe,4219,4219,100.0
description_quality_flag,scraped,linkedin,swe,4219,4219,100.0
preprocessing_version,scraped,linkedin,swe,4219,4219,100.0
dedup_method,scraped,linkedin,swe,4219,4219,100.0
boilerplate_removed,scraped,linkedin,swe,4219,4219,100.0
