company_name_canonical,source,period,n_postings,mean_desc_len,median_desc_len,entry_share,ai_share,ai_density_per_1k,scope_share,median_size
FIS,kaggle_arshkon,2024-04,6,6308.833333333333,6037.5,0.0,0.0,0.0,0.0,45882.0
FIS,scraped,2026-03,1,9205.0,9205.0,0.0,1.0,0.27762354247640203,0.0,
FastTek Global,kaggle_arshkon,2024-04,5,3997.2,3877.0,0.0,0.0,0.0,0.0,84.0
FastTek Global,scraped,2026-03,2,8421.0,8421.0,0.0,0.0,0.0,0.0,
Fidelity Investments,kaggle_arshkon,2024-04,29,6005.931034482759,6091.0,0.0,0.0,0.0,0.0,75676.0
Fidelity Investments,scraped,2026-03,3,5083.666666666667,4769.0,0.0,0.0,0.0,0.0,
Fivetran,kaggle_arshkon,2024-04,1,8148.0,8148.0,0.0,0.0,0.0,0.0,1264.0
Fivetran,scraped,2026-03,5,7159.0,6926.0,0.0,0.0,0.0,0.0,
FlexTrade,kaggle_arshkon,2024-04,1,1648.0,1648.0,0.0,0.0,0.0,0.0,638.0
FlexTrade,scraped,2026-03,2,3359.0,3359.0,0.0,0.0,0.0,0.0,
FloQast,kaggle_arshkon,2024-04,1,6240.0,6240.0,0.0,0.0,0.0,0.0,658.0
FloQast,scraped,2026-03,2,7038.0,7038.0,0.0,0.5,0.0660414740457007,0.0,
Ford Motor Company,kaggle_arshkon,2024-04,14,5255.714285714285,5469.5,0.0,0.14285714285714285,0.04940289864095217,0.0,126559.0
Ford Motor Company,scraped,2026-03,4,6054.0,5982.0,0.0,0.0,0.0,0.0,
Franklin Fitch,kaggle_arshkon,2024-04,7,1275.142857142857,1280.0,0.0,0.0,0.0,0.0,76.0
Franklin Fitch,scraped,2026-03,3,1811.0,1994.0,0.0,0.0,0.0,0.0,
Franklin Templeton,kaggle_arshkon,2024-04,1,7082.0,7082.0,1.0,0.0,0.0,0.0,11554.0
Franklin Templeton,scraped,2026-03,1,6616.0,6616.0,0.0,0.0,0.0,0.0,
Function Health,kaggle_arshkon,2024-04,1,9961.0,9961.0,0.0,0.0,0.0,0.0,83.0
Function Health,scraped,2026-03,3,7604.0,5635.0,0.0,0.0,0.0,0.0,
GEICO,kaggle_arshkon,2024-04,1,6595.0,6595.0,0.0,0.0,0.0,0.0,28769.0
GEICO,scraped,2026-03,9,8849.444444444445,8261.0,0.0,0.2222222222222222,0.17643685765956507,0.0,
GM Financial,kaggle_arshkon,2024-04,1,4139.0,4139.0,1.0,0.0,0.0,0.0,8195.0
GM Financial,scraped,2026-03,1,7846.0,7846.0,0.0,0.0,0.0,0.0,
GRAIL,kaggle_arshkon,2024-04,1,3898.0,3898.0,0.0,0.0,0.0,0.0,1431.0
GRAIL,scraped,2026-03,1,7074.0,7074.0,0.0,0.0,0.0,0.0,
Galactic Minds INC,kaggle_arshkon,2024-04,3,910.0,643.0,0.0,0.0,0.0,0.0,23.0
Galactic Minds INC,scraped,2026-03,1,4265.0,4265.0,0.0,0.0,0.0,1.0,
Garmin,kaggle_arshkon,2024-04,1,3130.0,3130.0,0.0,0.0,0.0,0.0,8763.0
Garmin,scraped,2026-03,5,3282.6,2974.0,1.0,0.0,0.0,0.0,
General Atomics,kaggle_arshkon,2024-04,3,3514.0,3910.0,0.6666666666666666,0.0,0.0,0.0,9539.0
General Atomics,scraped,2026-03,1,4933.0,4933.0,0.0,0.0,0.0,0.0,
General Dynamics Information Technology,kaggle_arshkon,2024-04,3,6938.333333333333,7077.0,0.6666666666666666,0.0,0.0,0.0,24587.0
General Dynamics Information Technology,scraped,2026-03,6,6252.333333333333,5833.5,0.3333333333333333,0.0,0.0,0.0,
General Dynamics Mission Systems,kaggle_arshkon,2024-04,5,3938.6,3678.0,1.0,0.0,0.0,0.0,8768.0
General Dynamics Mission Systems,scraped,2026-03,7,4504.0,4611.0,0.2857142857142857,0.0,0.0,0.0,
General Motors,kaggle_arshkon,2024-04,14,7339.357142857143,7551.0,0.07142857142857142,0.0,0.0,0.0,109499.0
General Motors,scraped,2026-03,35,7283.371428571429,7183.0,0.02857142857142857,0.0,0.0,0.08571428571428572,
Global Payments Inc.,kaggle_arshkon,2024-04,1,4251.0,4251.0,1.0,0.0,0.0,0.0,17506.0
Global Payments Inc.,scraped,2026-03,1,5005.0,5005.0,0.0,0.0,0.0,0.0,
Goldman Sachs,kaggle_arshkon,2024-04,5,3637.4,4516.0,0.2,0.0,0.0,0.0,54575.0
Goldman Sachs,scraped,2026-03,4,4114.0,3915.0,0.0,0.0,0.0,0.0,
Goliath Partners,kaggle_arshkon,2024-04,5,1240.2,1169.0,0.0,0.0,0.0,0.0,4.0
Goliath Partners,scraped,2026-03,2,942.0,942.0,0.0,0.0,0.0,0.0,
Google,kaggle_arshkon,2024-04,15,4502.266666666666,4546.0,0.0,0.06666666666666667,0.023124060585038735,0.0,283472.0
Google,scraped,2026-03,72,4749.319444444444,4751.5,0.0,0.1388888888888889,0.0694364902643626,0.013888888888888888,
Guidehouse,kaggle_arshkon,2024-04,2,4538.0,4538.0,1.0,0.0,0.0,0.0,13331.0
Guidehouse,scraped,2026-03,1,7139.0,7139.0,0.0,0.0,0.0,0.0,
HCL Global Systems Inc,kaggle_arshkon,2024-04,2,3485.0,3485.0,0.0,0.0,0.0,0.0,610.0
HCL Global Systems Inc,scraped,2026-03,1,1140.0,1140.0,0.0,0.0,0.0,0.0,
HCLTech,kaggle_arshkon,2024-04,1,1118.0,1118.0,0.0,0.0,0.0,0.0,261603.0
HCLTech,scraped,2026-03,1,3280.0,3280.0,0.0,0.0,0.0,0.0,
HIRECLOUT,kaggle_arshkon,2024-04,3,3425.6666666666665,3483.0,0.0,0.0,0.0,0.0,39.0
HIRECLOUT,scraped,2026-03,1,4800.0,4800.0,0.0,0.0,0.0,0.0,
HTC Global Services,kaggle_arshkon,2024-04,6,3564.6666666666665,3568.0,0.0,0.0,0.0,0.0,11689.0
HTC Global Services,scraped,2026-03,1,2448.0,2448.0,0.0,0.0,0.0,0.0,
Hadrian,kaggle_arshkon,2024-04,1,3988.0,3988.0,1.0,0.0,0.0,0.0,110.0
Hadrian,scraped,2026-03,1,5522.0,5522.0,0.0,0.0,0.0,0.0,
Harnham,kaggle_arshkon,2024-04,6,1936.1666666666667,2041.0,0.0,0.3333333333333333,0.49297889464137706,0.0,219.0
Harnham,scraped,2026-03,2,2897.0,2897.0,0.0,0.0,0.0,0.0,
HomeServe USA,kaggle_arshkon,2024-04,1,3852.0,3852.0,1.0,0.0,0.0,0.0,1118.0
HomeServe USA,scraped,2026-03,1,4712.0,4712.0,0.0,0.0,0.0,0.0,
Honeywell,kaggle_arshkon,2024-04,9,3486.0,3258.0,0.6666666666666666,0.1111111111111111,0.05948132286462052,0.0,126219.0
Honeywell,scraped,2026-03,2,7560.0,7560.0,0.0,0.5,1.2677484787018256,0.0,
Horizontal Talent,kaggle_arshkon,2024-04,4,1503.25,1794.5,0.5,0.0,0.0,0.0,371.0
Horizontal Talent,scraped,2026-03,1,2405.0,2405.0,0.0,0.0,0.0,0.0,
Hunter Bond,kaggle_arshkon,2024-04,1,1102.0,1102.0,0.0,0.0,0.0,0.0,79.0
Hunter Bond,scraped,2026-03,1,1362.0,1362.0,0.0,0.0,0.0,0.0,
IBM,kaggle_arshkon,2024-04,1,9041.0,9041.0,0.0,0.0,0.0,0.0,311223.0
IBM,scraped,2026-03,8,4142.125,3992.0,0.25,0.125,0.13837638376383762,0.375,
ICE,kaggle_arshkon,2024-04,25,3553.8,3632.0,0.04,0.0,0.0,0.0,5948.0
ICE,scraped,2026-03,1,2593.0,2593.0,0.0,0.0,0.0,0.0,
ICF,kaggle_arshkon,2024-04,1,4910.0,4910.0,1.0,0.0,0.0,0.0,10417.0
ICF,scraped,2026-03,4,7299.5,6884.5,0.0,0.25,0.27496700395952484,0.0,
IT America Inc,kaggle_arshkon,2024-04,2,902.0,902.0,0.0,0.0,0.0,0.0,217.0
IT America Inc,scraped,2026-03,1,2264.0,2264.0,0.0,1.0,1.2269938650306749,0.0,
"Ideal Innovations, Inc.",kaggle_arshkon,2024-04,1,4806.0,4806.0,0.0,0.0,0.0,0.0,233.0
"Ideal Innovations, Inc.",scraped,2026-03,1,6006.0,6006.0,0.0,0.0,0.0,0.0,
Inceed,kaggle_arshkon,2024-04,1,1845.0,1845.0,1.0,0.0,0.0,0.0,206.0
Inceed,scraped,2026-03,1,2325.0,2325.0,0.0,0.0,0.0,0.0,
Infinite Computer Solutions,kaggle_arshkon,2024-04,1,2791.0,2791.0,0.0,0.0,0.0,0.0,8925.0
Infinite Computer Solutions,scraped,2026-03,1,1663.0,1663.0,1.0,0.0,0.0,0.0,
Info Way Solutions,kaggle_arshkon,2024-04,3,1240.6666666666667,971.0,0.0,0.0,0.0,0.0,173.0
Info Way Solutions,scraped,2026-03,3,519.0,251.0,1.0,0.0,0.0,0.0,
Infosys,kaggle_arshkon,2024-04,2,2036.0,2036.0,0.0,0.0,0.0,0.0,322488.0
Infosys,scraped,2026-03,3,3963.0,3989.0,0.0,0.0,0.0,0.0,
Innova Solutions,kaggle_arshkon,2024-04,2,5170.5,5170.5,1.0,0.0,0.0,0.0,6708.0
Innova Solutions,scraped,2026-03,2,6912.0,6912.0,1.0,0.0,0.0,0.0,
Insight Global,kaggle_arshkon,2024-04,22,1497.4545454545455,1325.0,0.09090909090909091,0.0,0.0,0.0,14128.0
Insight Global,scraped,2026-03,7,2159.714285714286,1987.0,0.0,0.0,0.0,0.0,
Intel Corporation,kaggle_arshkon,2024-04,3,4763.666666666667,4744.0,0.6666666666666666,0.0,0.0,0.0,122352.0
Intel Corporation,scraped,2026-03,2,6952.5,6952.5,0.5,0.0,0.0,0.0,
Intellectt Inc,kaggle_arshkon,2024-04,4,1812.75,1799.0,0.0,0.0,0.0,0.0,413.0
Intellectt Inc,scraped,2026-03,2,1776.5,1776.5,0.0,0.0,0.0,0.0,
Intellibus,kaggle_arshkon,2024-04,1,3651.0,3651.0,0.0,0.0,0.0,0.0,61.0
Intellibus,scraped,2026-03,4,4971.0,4971.0,0.0,0.0,0.0,0.0,
Intellisoft Technologies,kaggle_arshkon,2024-04,2,965.5,965.5,0.0,0.0,0.0,0.0,186.0
Intellisoft Technologies,scraped,2026-03,3,2465.6666666666665,2457.0,0.0,0.0,0.0,0.0,
Intuitive,kaggle_arshkon,2024-04,1,5518.0,5518.0,0.0,0.0,0.0,0.0,9952.0
Intuitive,scraped,2026-03,3,7171.666666666667,7008.0,0.3333333333333333,0.0,0.0,0.0,
Iris Software Inc.,kaggle_arshkon,2024-04,2,975.0,975.0,0.0,0.0,0.0,0.0,3303.0
Iris Software Inc.,scraped,2026-03,1,2906.0,2906.0,0.0,0.0,0.0,0.0,
JPMorgan Chase & Co.,kaggle_arshkon,2024-04,12,4633.25,4725.0,0.0,0.0,0.0,0.0,295191.0
JPMorgan Chase & Co.,scraped,2026-03,58,5844.327586206897,5728.5,0.0,0.29310344827586204,0.2965721773025773,0.034482758620689655,
Jacobs,kaggle_arshkon,2024-04,2,5193.5,5193.5,0.0,0.0,0.0,0.5,68587.0
Jacobs,scraped,2026-03,2,5722.0,5722.0,0.0,0.0,0.0,0.0,
Jefferies,kaggle_arshkon,2024-04,1,4694.0,4694.0,1.0,0.0,0.0,0.0,7501.0
Jefferies,scraped,2026-03,1,4704.0,4704.0,0.0,0.0,0.0,0.0,
Jewelers Mutual Group,kaggle_arshkon,2024-04,1,4023.0,4023.0,0.0,0.0,0.0,0.0,527.0
Jewelers Mutual Group,scraped,2026-03,1,4088.0,4088.0,0.0,0.0,0.0,0.0,
Jobot,kaggle_arshkon,2024-04,10,2346.2,2574.0,0.5,0.0,0.0,0.0,3692.0
Jobot,scraped,2026-03,16,3557.25,3539.0,0.125,0.125,0.07053144014985492,0.0625,
Jobs via eFinancialCareers,kaggle_arshkon,2024-04,2,3889.0,3889.0,0.5,0.0,0.0,0.0,8.0
Jobs via eFinancialCareers,scraped,2026-03,15,5187.666666666667,4829.0,0.13333333333333333,0.26666666666666666,0.34621962130049455,0.06666666666666667,
Joby Aviation,kaggle_arshkon,2024-04,2,4692.5,4692.5,0.0,0.0,0.0,0.0,1329.0
Joby Aviation,scraped,2026-03,1,3487.0,3487.0,0.0,0.0,0.0,0.0,
"KBR, Inc.",kaggle_arshkon,2024-04,3,3975.0,3966.0,0.3333333333333333,0.0,0.0,0.0,27927.0
"KBR, Inc.",scraped,2026-03,1,6784.0,6784.0,1.0,0.0,0.0,0.0,
KPG99 INC,kaggle_arshkon,2024-04,3,1933.3333333333333,2194.0,0.0,0.0,0.0,0.0,221.0
KPG99 INC,scraped,2026-03,1,2661.0,2661.0,0.0,1.0,1.3850415512465375,0.0,
KellyMitchell Group,kaggle_arshkon,2024-04,1,1418.0,1418.0,0.0,0.0,0.0,0.0,259.0
KellyMitchell Group,scraped,2026-03,1,2654.0,2654.0,0.0,0.0,0.0,0.0,
Klaviyo,kaggle_arshkon,2024-04,1,3419.0,3419.0,0.0,0.0,0.0,0.0,2244.0
Klaviyo,scraped,2026-03,8,7966.125,7779.0,0.0,0.5,0.2177615986212254,0.0,
Koniag Government Services,kaggle_arshkon,2024-04,1,5962.0,5962.0,0.0,0.0,0.0,0.0,1069.0
Koniag Government Services,scraped,2026-03,1,6897.0,6897.0,0.0,0.0,0.0,0.0,
L3Harris Technologies,kaggle_arshkon,2024-04,1,4883.0,4883.0,0.0,0.0,0.0,0.0,28295.0
L3Harris Technologies,scraped,2026-03,3,6696.333333333333,6196.0,0.0,0.0,0.0,0.0,
LHH,kaggle_arshkon,2024-04,1,4299.0,4299.0,0.0,0.0,0.0,0.0,13663.0
LHH,scraped,2026-03,1,4554.0,4554.0,0.0,0.0,0.0,0.0,
LTIMindtree,kaggle_arshkon,2024-04,1,4973.0,4973.0,0.0,0.0,0.0,0.0,102114.0
LTIMindtree,scraped,2026-03,1,4312.0,4312.0,1.0,0.0,0.0,0.0,
Lam Research,kaggle_arshkon,2024-04,1,5640.0,5640.0,0.0,0.0,0.0,0.0,13452.0
Lam Research,scraped,2026-03,17,5277.0,5186.0,0.0,0.058823529411764705,0.029091755396520622,0.0,
Lawrence Harvey,kaggle_arshkon,2024-04,1,2155.0,2155.0,0.0,0.0,0.0,0.0,170.0
Lawrence Harvey,scraped,2026-03,1,1695.0,1695.0,0.0,0.0,0.0,0.0,
Learn Beyond Consulting,kaggle_arshkon,2024-04,1,822.0,822.0,0.0,0.0,0.0,0.0,25.0
Learn Beyond Consulting,scraped,2026-03,1,905.0,905.0,0.0,0.0,0.0,0.0,
Leidos,kaggle_arshkon,2024-04,16,4008.1875,3770.5,0.9375,0.0,0.0,0.0,32781.0
Leidos,scraped,2026-03,19,7220.263157894737,6775.0,0.21052631578947367,0.15789473684210525,0.09300167138533134,0.0,
Leonardo DRS,kaggle_arshkon,2024-04,2,5645.0,5645.0,0.5,0.0,0.0,0.0,5690.0
Leonardo DRS,scraped,2026-03,3,5104.333333333333,4712.0,0.3333333333333333,0.0,0.0,0.0,
Liberty Mutual Insurance,kaggle_arshkon,2024-04,1,5063.0,5063.0,0.0,0.0,0.0,0.0,40555.0
Liberty Mutual Insurance,scraped,2026-03,2,5083.0,5083.0,0.0,0.0,0.0,0.0,
LinkedIn,kaggle_arshkon,2024-04,4,7719.5,7508.5,0.0,0.0,0.0,0.0,25257.0
LinkedIn,scraped,2026-03,21,8106.857142857143,7933.0,0.0,0.23809523809523808,0.21563950516463087,0.09523809523809523,
LogicMonitor,kaggle_arshkon,2024-04,2,5823.0,5823.0,0.0,0.0,0.0,0.0,1092.0
LogicMonitor,scraped,2026-03,1,7593.0,7593.0,0.0,0.0,0.0,0.0,
"Lowe's Companies, Inc.",kaggle_arshkon,2024-04,9,3418.222222222222,3354.0,0.5555555555555556,0.0,0.0,0.0,137377.0
"Lowe's Companies, Inc.",scraped,2026-03,2,6163.5,6163.5,0.0,0.0,0.0,0.0,
Luxoft,kaggle_arshkon,2024-04,1,3335.0,3335.0,0.0,0.0,0.0,0.0,17571.0
Luxoft,scraped,2026-03,1,1921.0,1921.0,0.0,1.0,1.0570824524312896,0.0,
M&T Bank,kaggle_arshkon,2024-04,1,5748.0,5748.0,0.0,0.0,0.0,0.0,26725.0
M&T Bank,scraped,2026-03,1,6243.0,6243.0,0.0,0.0,0.0,0.0,
ManTech,kaggle_arshkon,2024-04,1,5209.0,5209.0,1.0,0.0,0.0,0.0,10333.0
ManTech,scraped,2026-03,1,1843.0,1843.0,0.0,0.0,0.0,0.0,
Marriott International,kaggle_arshkon,2024-04,1,6866.0,6866.0,0.0,0.0,0.0,0.0,227942.0
Marriott International,scraped,2026-03,2,8987.5,8987.5,0.0,0.0,0.0,0.5,
Matlen Silver,kaggle_arshkon,2024-04,3,1764.3333333333333,1500.0,0.0,0.0,0.0,0.0,323.0
Matlen Silver,scraped,2026-03,2,2994.5,2994.5,0.0,0.0,0.0,0.0,
McKesson,kaggle_arshkon,2024-04,2,5841.0,5841.0,1.0,0.0,0.0,0.0,21030.0
McKesson,scraped,2026-03,1,5642.0,5642.0,0.0,0.0,0.0,0.0,
McKinsol Consulting Inc,kaggle_arshkon,2024-04,1,672.0,672.0,1.0,0.0,0.0,0.0,691.0
McKinsol Consulting Inc,scraped,2026-03,1,749.0,749.0,1.0,0.0,0.0,0.0,
Mercor,kaggle_arshkon,2024-04,1,781.0,781.0,0.0,0.0,0.0,0.0,61.0
Mercor,scraped,2026-03,22,2323.7272727272725,2082.0,0.09090909090909091,0.13636363636363635,0.2986135699743295,0.0,
Merican Inc.,kaggle_arshkon,2024-04,2,1437.0,1437.0,0.0,0.0,0.0,0.0,20.0
Merican Inc.,scraped,2026-03,1,2292.0,2292.0,0.0,0.0,0.0,0.0,
MetLife,kaggle_arshkon,2024-04,2,3474.0,3474.0,0.0,0.0,0.0,0.0,39597.0
MetLife,scraped,2026-03,3,4973.333333333333,4406.0,0.6666666666666666,0.6666666666666666,0.284050560999858,0.0,
Meta,kaggle_arshkon,2024-04,6,4361.833333333333,4300.0,0.0,0.0,0.0,0.0,116737.0
Meta,scraped,2026-03,4,5488.5,5488.5,0.0,0.0,0.0,0.0,
Microsoft,kaggle_arshkon,2024-04,19,5966.421052631579,5714.0,0.0,0.0,0.0,0.0,227317.0
Microsoft,scraped,2026-03,19,6271.736842105263,6050.0,0.05263157894736842,0.10526315789473684,0.055300140484198894,0.0,
Mindlance,kaggle_arshkon,2024-04,3,2248.6666666666665,1720.0,0.0,0.0,0.0,0.0,2121.0
Mindlance,scraped,2026-03,3,2537.6666666666665,2877.0,0.0,0.3333333333333333,0.20865936358894102,0.0,
"Mission Technologies, a division of HII",kaggle_arshkon,2024-04,4,5584.75,5576.5,0.5,0.0,0.0,0.0,3760.0
"Mission Technologies, a division of HII",scraped,2026-03,3,7393.0,7359.0,0.0,0.0,0.0,0.0,
"Modern Technology Solutions, Inc. (MTSI)",kaggle_arshkon,2024-04,1,3324.0,3324.0,0.0,0.0,0.0,0.0,1760.0
"Modern Technology Solutions, Inc. (MTSI)",scraped,2026-03,2,4273.0,4273.0,0.5,0.0,0.0,0.5,
Mondo,kaggle_arshkon,2024-04,1,2675.0,2675.0,0.0,0.0,0.0,0.0,626.0
Mondo,scraped,2026-03,1,2091.0,2091.0,0.0,0.0,0.0,0.0,
MongoDB,kaggle_arshkon,2024-04,1,5057.0,5057.0,0.0,0.0,0.0,1.0,6646.0
MongoDB,scraped,2026-03,3,5867.0,5867.0,0.0,0.0,0.0,0.0,
Morningstar,kaggle_arshkon,2024-04,1,3877.0,3877.0,0.0,0.0,0.0,0.0,11721.0
Morningstar,scraped,2026-03,3,5154.0,5024.0,0.0,0.0,0.0,0.0,
Motion Recruitment,kaggle_arshkon,2024-04,36,1665.8333333333333,1631.0,0.0,0.0,0.0,0.0,1425.0
Motion Recruitment,scraped,2026-03,13,2214.0,2248.0,0.23076923076923078,0.0,0.0,0.0,
Motorola Solutions,kaggle_arshkon,2024-04,2,5780.0,5780.0,0.5,0.0,0.0,0.0,22939.0
Motorola Solutions,scraped,2026-03,2,6419.5,6419.5,0.5,0.0,0.0,0.0,
Mphasis,kaggle_arshkon,2024-04,3,1134.6666666666667,483.0,0.0,0.0,0.0,0.0,42495.0
Mphasis,scraped,2026-03,1,3743.0,3743.0,0.0,0.0,0.0,0.0,
NAM Info Inc,kaggle_arshkon,2024-04,1,834.0,834.0,0.0,0.0,0.0,0.0,118.0
NAM Info Inc,scraped,2026-03,2,3181.0,3181.0,0.5,0.0,0.0,0.5,
NLB Services,kaggle_arshkon,2024-04,8,1173.875,1436.5,0.0,0.0,0.0,0.0,2054.0
NLB Services,scraped,2026-03,3,1790.6666666666667,1983.0,0.0,0.0,0.0,0.0,
NVIDIA,kaggle_arshkon,2024-04,2,3115.0,3115.0,0.0,0.0,0.0,0.0,29146.0
NVIDIA,scraped,2026-03,15,4060.266666666667,3976.0,0.0,0.0,0.0,0.0,
Nasscomm,kaggle_arshkon,2024-04,1,1276.0,1276.0,0.0,0.0,0.0,0.0,67.0
Nasscomm,scraped,2026-03,1,1561.0,1561.0,0.0,0.0,0.0,0.0,
Nationwide,kaggle_arshkon,2024-04,1,4313.0,4313.0,0.0,0.0,0.0,0.0,30974.0
Nationwide,scraped,2026-03,2,7885.0,7885.0,0.0,0.0,0.0,0.0,
Nava Software Solutions,kaggle_arshkon,2024-04,2,2209.5,2209.5,0.5,0.0,0.0,0.0,400.5
Nava Software Solutions,scraped,2026-03,2,5931.0,5931.0,0.0,0.0,0.0,0.5,
Naztec International Group,kaggle_arshkon,2024-04,1,310.0,310.0,0.0,0.0,0.0,0.0,44.0
Naztec International Group,scraped,2026-03,1,1551.0,1551.0,0.0,0.0,0.0,0.0,
NetJets,kaggle_arshkon,2024-04,2,1826.0,1826.0,0.5,0.0,0.0,0.0,4810.0
NetJets,scraped,2026-03,1,5295.0,5295.0,0.0,0.0,0.0,0.0,
Netflix,kaggle_arshkon,2024-04,3,4214.333333333333,4218.0,0.0,0.3333333333333333,0.5636343140570398,0.0,15631.0
Netflix,scraped,2026-03,3,6146.666666666667,6502.0,0.0,0.0,0.0,0.0,
Netsmart,kaggle_arshkon,2024-04,3,3563.0,3370.0,0.6666666666666666,0.0,0.0,0.0,2229.0
Netsmart,scraped,2026-03,2,6157.5,6157.5,0.0,0.0,0.0,0.5,
New York Technology Partners,kaggle_arshkon,2024-04,1,773.0,773.0,0.0,0.0,0.0,0.0,152.0
New York Technology Partners,scraped,2026-03,2,2163.0,2163.0,0.0,0.0,0.0,0.0,
Noblis,kaggle_arshkon,2024-04,1,10199.0,10199.0,0.0,0.0,0.0,0.0,1332.0
Noblis,scraped,2026-03,1,6558.0,6558.0,0.0,0.0,0.0,0.0,
Northrop Grumman,kaggle_arshkon,2024-04,14,6586.5,6624.0,0.0,0.0,0.0,0.0,87710.0
Northrop Grumman,scraped,2026-03,14,6863.285714285715,6833.5,0.0,0.0,0.0,0.0,
Notable,kaggle_arshkon,2024-04,1,4102.0,4102.0,0.0,0.0,0.0,0.0,263.0
Notable,scraped,2026-03,1,4585.0,4585.0,0.0,0.0,0.0,0.0,
OSI Engineering,kaggle_arshkon,2024-04,6,2563.6666666666665,2578.5,0.0,0.0,0.0,0.0,95.0
OSI Engineering,scraped,2026-03,2,4461.0,4461.0,0.0,0.0,0.0,0.0,
Optomi,kaggle_arshkon,2024-04,6,1825.6666666666667,1992.5,0.0,0.0,0.0,0.0,314.0
Optomi,scraped,2026-03,1,1143.0,1143.0,1.0,0.0,0.0,0.0,
Optum,kaggle_arshkon,2024-04,1,6852.0,6852.0,0.0,0.0,0.0,0.0,81356.0
Optum,scraped,2026-03,3,6954.333333333333,7595.0,0.0,0.6666666666666666,0.20468816928760478,0.0,
Oracle,kaggle_arshkon,2024-04,19,6278.368421052632,6988.0,0.21052631578947367,0.0,0.0,0.0,191374.0
Oracle,scraped,2026-03,16,7678.125,8156.5,0.0,0.0625,0.06169792694965449,0.0,
Palantir Technologies,kaggle_arshkon,2024-04,1,8673.0,8673.0,0.0,0.0,0.0,0.0,4057.0
Palantir Technologies,scraped,2026-03,1,7190.0,7190.0,0.0,0.0,0.0,0.0,
Palo Alto Networks,kaggle_arshkon,2024-04,14,5669.357142857143,5551.0,0.0,0.21428571428571427,0.13001513962248953,0.0,15751.0
Palo Alto Networks,scraped,2026-03,5,6216.0,5909.0,0.0,0.2,0.10172939979654119,0.0,
Paramount,kaggle_arshkon,2024-04,1,5783.0,5783.0,0.0,0.0,0.0,0.0,41038.0
Paramount,scraped,2026-03,2,7118.0,7118.0,0.0,0.0,0.0,0.0,
Peraton,kaggle_arshkon,2024-04,2,3882.0,3882.0,0.5,0.0,0.0,0.0,12477.0
Peraton,scraped,2026-03,6,5793.0,5985.5,0.16666666666666666,0.0,0.0,0.0,
Perr&Knight,kaggle_arshkon,2024-04,1,3918.0,3918.0,0.0,0.0,0.0,0.0,141.0
Perr&Knight,scraped,2026-03,1,4761.0,4761.0,0.0,0.0,0.0,0.0,
Philips,kaggle_arshkon,2024-04,1,4587.0,4587.0,0.0,0.0,0.0,0.0,69239.0
Philips,scraped,2026-03,1,4806.0,4806.0,0.0,0.0,0.0,0.0,
Photon,kaggle_arshkon,2024-04,13,2438.923076923077,2239.0,0.0,0.07692307692307693,0.041535138727363356,0.0,5074.0
Photon,scraped,2026-03,1,2841.0,2841.0,0.0,1.0,1.7301038062283738,0.0,
Pinterest,kaggle_arshkon,2024-04,3,4929.0,4855.0,0.3333333333333333,0.0,0.0,0.0,691.0
Pinterest,scraped,2026-03,2,4805.5,4805.5,0.0,0.5,0.10187449062754686,0.0,
Piper Companies,kaggle_arshkon,2024-04,15,2495.6,2104.0,0.8,0.0,0.0,0.0,186.0
Piper Companies,scraped,2026-03,19,1786.0,1779.0,0.2631578947368421,0.0,0.0,0.0,
Precision Technologies,kaggle_arshkon,2024-04,4,2101.75,2112.0,0.0,0.0,0.0,0.0,304.0
Precision Technologies,scraped,2026-03,1,1983.0,1983.0,0.0,0.0,0.0,0.0,
Primary Services,kaggle_arshkon,2024-04,1,2611.0,2611.0,0.0,0.0,0.0,0.0,837.0
Primary Services,scraped,2026-03,1,3123.0,3123.0,0.0,0.0,0.0,0.0,
Probably Genetic,kaggle_arshkon,2024-04,1,5473.0,5473.0,0.0,0.0,0.0,0.0,21.0
Probably Genetic,scraped,2026-03,1,4977.0,4977.0,0.0,0.0,0.0,0.0,
Programmers.io,kaggle_arshkon,2024-04,1,1068.0,1068.0,0.0,0.0,0.0,0.0,835.0
Programmers.io,scraped,2026-03,2,1609.5,1609.5,0.5,0.5,1.6722408026755853,0.0,
Pronix Inc,kaggle_arshkon,2024-04,3,659.6666666666666,550.0,0.0,0.0,0.0,0.0,130.0
Pronix Inc,scraped,2026-03,1,1717.0,1717.0,0.0,0.0,0.0,0.0,
Prosum,kaggle_arshkon,2024-04,2,1460.5,1460.5,0.0,0.0,0.0,0.0,133.0
Prosum,scraped,2026-03,1,3132.0,3132.0,0.0,0.0,0.0,0.0,
Prudential Financial,kaggle_arshkon,2024-04,1,7839.0,7839.0,0.0,0.0,0.0,0.0,28863.0
Prudential Financial,scraped,2026-03,3,7774.0,7746.0,0.0,0.0,0.0,0.0,
Publicis Sapient,kaggle_arshkon,2024-04,5,4273.6,4590.0,0.0,0.0,0.0,0.0,24663.0
Publicis Sapient,scraped,2026-03,1,4910.0,4910.0,0.0,0.0,0.0,0.0,
QUANTEAM - North America (RAINBOW PARTNERS Group),kaggle_arshkon,2024-04,1,2005.0,2005.0,0.0,0.0,0.0,0.0,42.0
QUANTEAM - North America (RAINBOW PARTNERS Group),scraped,2026-03,1,2693.0,2693.0,0.0,0.0,0.0,0.0,
