company_name_canonical,period2,n,score_mean,tell_density_mean
World Wide Technology,2024,23,-0.20770425793914898,0.20002156404278687
XCUTIVES Inc.,2024,14,-0.18141197191420724,0.14032083600242357
Xometry,2026,10,0.28782656479340407,0.605122288939025
YO IT Consulting,2026,13,0.23827224537572136,0.7479268692963198
Zachary Piper Solutions,2026,13,0.24012597095496852,0.17158343581002386
Zipline,2024,13,-0.03373990763946666,0.31057804163009956
Zivahh LLC,2024,12,-0.3038480127500992,0.33932893696761224
Zoom,2026,11,-0.10102463413716958,0.08334163954521728
Zoox,2026,14,0.18148744153386911,0.723540876752631
Zortech Solutions,2024,46,-0.3356120170397764,0.11778257684869856
Zscaler,2024,14,-0.18835218748559818,0.2040003404911075
eTeam,2024,17,-0.07745981542738167,0.2850076673026431
"firstPRO, Inc",2024,11,0.04112850129456187,0.3135712418654752
hackajob,2024,10,-0.2481846845716337,0.4483522575458679
hackajob,2026,80,0.24191600546010697,0.3090296097575127
iTech Solutions,2024,57,-0.28844955117440935,0.049784332107334815
maven,2024,18,-0.42127506575009943,0.29873390519386356
myGwork - LGBTQ+ Business Community,2024,12,-0.03892028417938145,0.2597013104441087
myGwork - LGBTQ+ Business Community,2026,49,0.2865598884817325,0.41786937172421623
