tech,category,period,seniority_final,n,mention_posts,total_mentions,chars,mention_rate_pct,mentions_per_1k_chars,tech_rank
CatBoost,ai_ml_traditional,2026-03,mid-senior,3353,2,2,8511831,0.05964807634953773,0.00023496707112723454,10.0
CatBoost,ai_ml_traditional,2026-03,unknown,264,0,0,772203,0.0,0.0,7.0
ChatGPT,ai_tools,2024-01,associate,1292,0,0,1818618,0.0,0.0,1.0
ChatGPT,ai_tools,2024-01,director,86,0,0,218445,0.0,0.0,1.0
ChatGPT,ai_tools,2024-01,entry,121,0,0,158075,0.0,0.0,2.0
ChatGPT,ai_tools,2024-01,mid-senior,20544,84,85,33010694,0.40887850467289716,0.0025749231446027766,1.0
ChatGPT,ai_tools,2024-04,associate,210,0,0,363992,0.0,0.0,2.0
ChatGPT,ai_tools,2024-04,director,20,0,0,37210,0.0,0.0,1.0
ChatGPT,ai_tools,2024-04,entry,773,0,0,1412080,0.0,0.0,2.0
ChatGPT,ai_tools,2024-04,mid-senior,2783,4,4,4949682,0.1437297879985627,0.0008081327244861388,2.0
ChatGPT,ai_tools,2024-04,unknown,853,0,0,1010770,0.0,0.0,2.0
ChatGPT,ai_tools,2026-03,associate,114,1,1,208062,0.8771929824561403,0.0048062596725975916,2.0
ChatGPT,ai_tools,2026-03,director,26,0,0,79018,0.0,0.0,1.0
ChatGPT,ai_tools,2026-03,entry,561,4,7,1182047,0.7130124777183601,0.005921930346255267,5.0
ChatGPT,ai_tools,2026-03,mid-senior,3353,9,14,8511831,0.26841634357291977,0.0016447694978906418,5.0
ChatGPT,ai_tools,2026-03,unknown,264,1,1,772203,0.3787878787878788,0.0012949962639357785,5.0
ChromaDB,ai_llm_new,2024-01,associate,1292,0,0,1818618,0.0,0.0,4.0
ChromaDB,ai_llm_new,2024-01,director,86,0,0,218445,0.0,0.0,2.0
ChromaDB,ai_llm_new,2024-01,entry,121,0,0,158075,0.0,0.0,2.0
ChromaDB,ai_llm_new,2024-01,mid-senior,20544,0,0,33010694,0.0,0.0,9.0
ChromaDB,ai_llm_new,2024-04,associate,210,0,0,363992,0.0,0.0,2.0
ChromaDB,ai_llm_new,2024-04,director,20,0,0,37210,0.0,0.0,1.0
ChromaDB,ai_llm_new,2024-04,entry,773,0,0,1412080,0.0,0.0,5.0
ChromaDB,ai_llm_new,2024-04,mid-senior,2783,0,0,4949682,0.0,0.0,8.0
ChromaDB,ai_llm_new,2024-04,unknown,853,0,0,1010770,0.0,0.0,5.0
ChromaDB,ai_llm_new,2026-03,associate,114,0,0,208062,0.0,0.0,4.0
ChromaDB,ai_llm_new,2026-03,director,26,0,0,79018,0.0,0.0,3.0
ChromaDB,ai_llm_new,2026-03,entry,561,0,0,1182047,0.0,0.0,9.0
ChromaDB,ai_llm_new,2026-03,mid-senior,3353,1,1,8511831,0.029824038174768867,0.00011748353556361727,13.0
ChromaDB,ai_llm_new,2026-03,unknown,264,0,0,772203,0.0,0.0,9.0
Claude,ai_tools,2024-01,associate,1292,0,0,1818618,0.0,0.0,1.0
Claude,ai_tools,2024-01,director,86,0,0,218445,0.0,0.0,1.0
Claude,ai_tools,2024-01,entry,121,0,0,158075,0.0,0.0,2.0
Claude,ai_tools,2024-01,mid-senior,20544,2,2,33010694,0.009735202492211837,6.058642693183003e-05,3.0
Claude,ai_tools,2024-04,associate,210,1,1,363992,0.4761904761904762,0.0027473131277610495,1.0
Claude,ai_tools,2024-04,director,20,0,0,37210,0.0,0.0,1.0
Claude,ai_tools,2024-04,entry,773,0,0,1412080,0.0,0.0,2.0
Claude,ai_tools,2024-04,mid-senior,2783,0,0,4949682,0.0,0.0,3.0
Claude,ai_tools,2024-04,unknown,853,0,0,1010770,0.0,0.0,2.0
Claude,ai_tools,2026-03,associate,114,2,4,208062,1.7543859649122806,0.019225038690390366,1.0
Claude,ai_tools,2026-03,director,26,0,0,79018,0.0,0.0,1.0
Claude,ai_tools,2026-03,entry,561,17,24,1182047,3.0303030303030303,0.020303761187160915,1.0
Claude,ai_tools,2026-03,mid-senior,3353,133,243,8511831,3.966597077244259,0.028548499141958998,2.0
Claude,ai_tools,2026-03,unknown,264,52,93,772203,19.696969696969695,0.12043465254602741,1.0
Claude API,ai_llm_new,2024-01,associate,1292,0,0,1818618,0.0,0.0,4.0
Claude API,ai_llm_new,2024-01,director,86,0,0,218445,0.0,0.0,2.0
Claude API,ai_llm_new,2024-01,entry,121,0,0,158075,0.0,0.0,2.0
Claude API,ai_llm_new,2024-01,mid-senior,20544,0,0,33010694,0.0,0.0,9.0
Claude API,ai_llm_new,2024-04,associate,210,0,0,363992,0.0,0.0,2.0
Claude API,ai_llm_new,2024-04,director,20,0,0,37210,0.0,0.0,1.0
Claude API,ai_llm_new,2024-04,entry,773,0,0,1412080,0.0,0.0,5.0
Claude API,ai_llm_new,2024-04,mid-senior,2783,0,0,4949682,0.0,0.0,8.0
Claude API,ai_llm_new,2024-04,unknown,853,0,0,1010770,0.0,0.0,5.0
Claude API,ai_llm_new,2026-03,associate,114,0,0,208062,0.0,0.0,4.0
Claude API,ai_llm_new,2026-03,director,26,0,0,79018,0.0,0.0,3.0
Claude API,ai_llm_new,2026-03,entry,561,0,0,1182047,0.0,0.0,9.0
Claude API,ai_llm_new,2026-03,mid-senior,3353,2,5,8511831,0.05964807634953773,0.0005874176778180864,12.0
Claude API,ai_llm_new,2026-03,unknown,264,0,0,772203,0.0,0.0,9.0
ClickHouse,data,2024-01,associate,1292,18,31,1818618,1.393188854489164,0.017045910686026424,5.0
ClickHouse,data,2024-01,director,86,0,0,218445,0.0,0.0,4.0
ClickHouse,data,2024-01,entry,121,0,0,158075,0.0,0.0,6.0
ClickHouse,data,2024-01,mid-senior,20544,16,18,33010694,0.0778816199376947,0.0005452778423864703,15.0
ClickHouse,data,2024-04,associate,210,2,3,363992,0.9523809523809524,0.008241939383283148,6.0
ClickHouse,data,2024-04,director,20,0,0,37210,0.0,0.0,4.0
ClickHouse,data,2024-04,entry,773,0,0,1412080,0.0,0.0,12.0
ClickHouse,data,2024-04,mid-senior,2783,4,4,4949682,0.1437297879985627,0.0008081327244861388,14.0
ClickHouse,data,2024-04,unknown,853,2,2,1010770,0.23446658851113714,0.0019786895139349207,12.0
ClickHouse,data,2026-03,associate,114,1,1,208062,0.8771929824561403,0.0048062596725975916,6.0
ClickHouse,data,2026-03,director,26,0,0,79018,0.0,0.0,3.0
ClickHouse,data,2026-03,entry,561,1,1,1182047,0.17825311942959002,0.0008459900494650382,10.0
ClickHouse,data,2026-03,mid-senior,3353,12,16,8511831,0.35788845809722636,0.0018797365690178763,12.0
ClickHouse,data,2026-03,unknown,264,0,0,772203,0.0,0.0,11.0
CloudFormation,cloud_devops,2024-01,associate,1292,20,23,1818618,1.5479876160990713,0.012646965992858313,12.0
CloudFormation,cloud_devops,2024-01,director,86,1,1,218445,1.1627906976744187,0.004577811348394333,5.0
CloudFormation,cloud_devops,2024-01,entry,121,0,0,158075,0.0,0.0,9.0
CloudFormation,cloud_devops,2024-01,mid-senior,20544,302,335,33010694,1.4700155763239875,0.01014822651108153,13.0
CloudFormation,cloud_devops,2024-04,associate,210,1,1,363992,0.4761904761904762,0.0027473131277610495,14.0
CloudFormation,cloud_devops,2024-04,director,20,0,0,37210,0.0,0.0,6.0
CloudFormation,cloud_devops,2024-04,entry,773,13,17,1412080,1.6817593790426906,0.012038977961588579,13.0
CloudFormation,cloud_devops,2024-04,mid-senior,2783,45,58,4949682,1.6169601149838304,0.01171792450504901,15.0
CloudFormation,cloud_devops,2024-04,unknown,853,12,13,1010770,1.406799531066823,0.012861481840576986,14.0
CloudFormation,cloud_devops,2026-03,associate,114,4,5,208062,3.508771929824561,0.024031298362987955,9.0
CloudFormation,cloud_devops,2026-03,director,26,0,0,79018,0.0,0.0,10.0
CloudFormation,cloud_devops,2026-03,entry,561,8,8,1182047,1.4260249554367201,0.006767920395720306,11.0
CloudFormation,cloud_devops,2026-03,mid-senior,3353,160,192,8511831,4.771846107963018,0.022556838828214517,12.0
CloudFormation,cloud_devops,2026-03,unknown,264,28,29,772203,10.606060606060606,0.03755489165413758,8.0
Code review,testing_practices,2024-01,associate,1292,0,0,1818618,0.0,0.0,9.0
Code review,testing_practices,2024-01,director,86,0,0,218445,0.0,0.0,3.0
Code review,testing_practices,2024-01,entry,121,0,0,158075,0.0,0.0,4.0
Code review,testing_practices,2024-01,mid-senior,20544,0,0,33010694,0.0,0.0,10.0
Code review,testing_practices,2024-04,associate,210,0,0,363992,0.0,0.0,6.0
Code review,testing_practices,2024-04,director,20,0,0,37210,0.0,0.0,3.0
Code review,testing_practices,2024-04,entry,773,0,0,1412080,0.0,0.0,10.0
Code review,testing_practices,2024-04,mid-senior,2783,0,0,4949682,0.0,0.0,10.0
Code review,testing_practices,2024-04,unknown,853,0,0,1010770,0.0,0.0,9.0
Code review,testing_practices,2026-03,associate,114,0,0,208062,0.0,0.0,6.0
Code review,testing_practices,2026-03,director,26,0,0,79018,0.0,0.0,4.0
Code review,testing_practices,2026-03,entry,561,0,0,1182047,0.0,0.0,8.0
Code review,testing_practices,2026-03,mid-senior,3353,0,0,8511831,0.0,0.0,10.0
Code review,testing_practices,2026-03,unknown,264,0,0,772203,0.0,0.0,6.0
Codex,ai_tools,2024-01,associate,1292,0,0,1818618,0.0,0.0,1.0
Codex,ai_tools,2024-01,director,86,0,0,218445,0.0,0.0,1.0
Codex,ai_tools,2024-01,entry,121,0,0,158075,0.0,0.0,2.0
Codex,ai_tools,2024-01,mid-senior,20544,2,2,33010694,0.009735202492211837,6.058642693183003e-05,3.0
Codex,ai_tools,2024-04,associate,210,0,0,363992,0.0,0.0,2.0
Codex,ai_tools,2024-04,director,20,0,0,37210,0.0,0.0,1.0
Codex,ai_tools,2024-04,entry,773,0,0,1412080,0.0,0.0,2.0
Codex,ai_tools,2024-04,mid-senior,2783,0,0,4949682,0.0,0.0,3.0
Codex,ai_tools,2024-04,unknown,853,0,0,1010770,0.0,0.0,2.0
Codex,ai_tools,2026-03,associate,114,1,1,208062,0.8771929824561403,0.0048062596725975916,2.0
Codex,ai_tools,2026-03,director,26,0,0,79018,0.0,0.0,1.0
Codex,ai_tools,2026-03,entry,561,5,8,1182047,0.8912655971479502,0.006767920395720306,4.0
Codex,ai_tools,2026-03,mid-senior,3353,41,76,8511831,1.2227855651655235,0.008928748702834914,4.0
Codex,ai_tools,2026-03,unknown,264,47,85,772203,17.803030303030305,0.11007468243454117,2.0
Copilot,ai_tools,2024-01,associate,1292,0,0,1818618,0.0,0.0,1.0
Copilot,ai_tools,2024-01,director,86,0,0,218445,0.0,0.0,1.0
Copilot,ai_tools,2024-01,entry,121,1,1,158075,0.8264462809917356,0.0063261110232484576,1.0
Copilot,ai_tools,2024-01,mid-senior,20544,10,12,33010694,0.04867601246105919,0.00036351856159098017,2.0
Copilot,ai_tools,2024-04,associate,210,0,0,363992,0.0,0.0,2.0
Copilot,ai_tools,2024-04,director,20,0,0,37210,0.0,0.0,1.0
Copilot,ai_tools,2024-04,entry,773,1,1,1412080,0.129366106080207,0.0007081751742110929,1.0
Copilot,ai_tools,2024-04,mid-senior,2783,5,9,4949682,0.17966223499820336,0.001818298630093812,1.0
Copilot,ai_tools,2024-04,unknown,853,1,1,1010770,0.11723329425556857,0.0009893447569674604,1.0
Copilot,ai_tools,2026-03,associate,114,2,2,208062,1.7543859649122806,0.009612519345195183,1.0
Copilot,ai_tools,2026-03,director,26,0,0,79018,0.0,0.0,1.0
Copilot,ai_tools,2026-03,entry,561,15,18,1182047,2.6737967914438503,0.015227820890370688,2.0
Copilot,ai_tools,2026-03,mid-senior,3353,150,219,8511831,4.47360572621533,0.025728894288432187,1.0
Copilot,ai_tools,2026-03,unknown,264,5,11,772203,1.893939393939394,0.014244958903293563,4.0
Cursor,ai_tools,2024-01,associate,1292,0,0,1818618,0.0,0.0,1.0
Cursor,ai_tools,2024-01,director,86,0,0,218445,0.0,0.0,1.0
Cursor,ai_tools,2024-01,entry,121,0,0,158075,0.0,0.0,2.0
Cursor,ai_tools,2024-01,mid-senior,20544,1,1,33010694,0.004867601246105919,3.0293213465915015e-05,4.0
Cursor,ai_tools,2024-04,associate,210,0,0,363992,0.0,0.0,2.0
Cursor,ai_tools,2024-04,director,20,0,0,37210,0.0,0.0,1.0
Cursor,ai_tools,2024-04,entry,773,0,0,1412080,0.0,0.0,2.0
Cursor,ai_tools,2024-04,mid-senior,2783,0,0,4949682,0.0,0.0,3.0
Cursor,ai_tools,2024-04,unknown,853,0,0,1010770,0.0,0.0,2.0
Cursor,ai_tools,2026-03,associate,114,2,3,208062,1.7543859649122806,0.014418779017792774,1.0
Cursor,ai_tools,2026-03,director,26,0,0,79018,0.0,0.0,1.0
Cursor,ai_tools,2026-03,entry,561,9,11,1182047,1.6042780748663104,0.00930589054411542,3.0
Cursor,ai_tools,2026-03,mid-senior,3353,76,89,8511831,2.2666269012824336,0.010456034665161937,3.0
Cursor,ai_tools,2026-03,unknown,264,8,9,772203,3.0303030303030303,0.011654966375422007,3.0
Cypress,testing_practices,2024-01,associate,1292,0,0,1818618,0.0,0.0,9.0
Cypress,testing_practices,2024-01,director,86,0,0,218445,0.0,0.0,3.0
Cypress,testing_practices,2024-01,entry,121,0,0,158075,0.0,0.0,4.0
Cypress,testing_practices,2024-01,mid-senior,20544,0,0,33010694,0.0,0.0,10.0
Cypress,testing_practices,2024-04,associate,210,0,0,363992,0.0,0.0,6.0
Cypress,testing_practices,2024-04,director,20,0,0,37210,0.0,0.0,3.0
Cypress,testing_practices,2024-04,entry,773,0,0,1412080,0.0,0.0,10.0
Cypress,testing_practices,2024-04,mid-senior,2783,0,0,4949682,0.0,0.0,10.0
Cypress,testing_practices,2024-04,unknown,853,0,0,1010770,0.0,0.0,9.0
Cypress,testing_practices,2026-03,associate,114,0,0,208062,0.0,0.0,6.0
Cypress,testing_practices,2026-03,director,26,0,0,79018,0.0,0.0,4.0
Cypress,testing_practices,2026-03,entry,561,0,0,1182047,0.0,0.0,8.0
Cypress,testing_practices,2026-03,mid-senior,3353,0,0,8511831,0.0,0.0,10.0
Cypress,testing_practices,2026-03,unknown,264,0,0,772203,0.0,0.0,6.0
Dart,languages,2024-01,associate,1292,3,3,1818618,0.23219814241486067,0.0016496042599380408,14.0
Dart,languages,2024-01,director,86,0,0,218445,0.0,0.0,9.0
Dart,languages,2024-01,entry,121,0,0,158075,0.0,0.0,10.0
Dart,languages,2024-01,mid-senior,20544,17,21,33010694,0.08274922118380063,0.0006361574827842153,14.0
Dart,languages,2024-04,associate,210,0,0,363992,0.0,0.0,11.0
Dart,languages,2024-04,director,20,0,0,37210,0.0,0.0,5.0
Dart,languages,2024-04,entry,773,0,0,1412080,0.0,0.0,14.0
Dart,languages,2024-04,mid-senior,2783,2,2,4949682,0.07186489399928135,0.0004040663622430694,14.0
Dart,languages,2024-04,unknown,853,0,0,1010770,0.0,0.0,15.0
Dart,languages,2026-03,associate,114,0,0,208062,0.0,0.0,9.0
Dart,languages,2026-03,director,26,0,0,79018,0.0,0.0,5.0
Dart,languages,2026-03,entry,561,1,1,1182047,0.17825311942959002,0.0008459900494650382,12.0
Dart,languages,2026-03,mid-senior,3353,3,4,8511831,0.08947211452430659,0.0004699341422544691,16.0
Dart,languages,2026-03,unknown,264,0,0,772203,0.0,0.0,12.0
Databricks,data,2024-01,associate,1292,0,0,1818618,0.0,0.0,14.0
Databricks,data,2024-01,director,86,0,0,218445,0.0,0.0,4.0
Databricks,data,2024-01,entry,121,0,0,158075,0.0,0.0,6.0
Databricks,data,2024-01,mid-senior,20544,0,0,33010694,0.0,0.0,18.0
Databricks,data,2024-04,associate,210,0,0,363992,0.0,0.0,8.0
Databricks,data,2024-04,director,20,0,0,37210,0.0,0.0,4.0
Databricks,data,2024-04,entry,773,0,0,1412080,0.0,0.0,12.0
Databricks,data,2024-04,mid-senior,2783,0,0,4949682,0.0,0.0,17.0
Databricks,data,2024-04,unknown,853,0,0,1010770,0.0,0.0,13.0
Databricks,data,2026-03,associate,114,0,0,208062,0.0,0.0,7.0
Databricks,data,2026-03,director,26,0,0,79018,0.0,0.0,3.0
Databricks,data,2026-03,entry,561,0,0,1182047,0.0,0.0,11.0
Databricks,data,2026-03,mid-senior,3353,0,0,8511831,0.0,0.0,17.0
Databricks,data,2026-03,unknown,264,0,0,772203,0.0,0.0,11.0
DeepSpeed,ai_ml_traditional,2024-01,associate,1292,0,0,1818618,0.0,0.0,7.0
DeepSpeed,ai_ml_traditional,2024-01,director,86,0,0,218445,0.0,0.0,2.0
DeepSpeed,ai_ml_traditional,2024-01,entry,121,0,0,158075,0.0,0.0,3.0
DeepSpeed,ai_ml_traditional,2024-01,mid-senior,20544,5,7,33010694,0.024338006230529594,0.00021205249426140511,12.0
DeepSpeed,ai_ml_traditional,2024-04,associate,210,0,0,363992,0.0,0.0,3.0
DeepSpeed,ai_ml_traditional,2024-04,director,20,0,0,37210,0.0,0.0,2.0
DeepSpeed,ai_ml_traditional,2024-04,entry,773,0,0,1412080,0.0,0.0,7.0
DeepSpeed,ai_ml_traditional,2024-04,mid-senior,2783,1,3,4949682,0.035932446999640676,0.000606099543364604,10.0
DeepSpeed,ai_ml_traditional,2024-04,unknown,853,1,1,1010770,0.11723329425556857,0.0009893447569674604,8.0
DeepSpeed,ai_ml_traditional,2026-03,associate,114,0,0,208062,0.0,0.0,2.0
DeepSpeed,ai_ml_traditional,2026-03,director,26,0,0,79018,0.0,0.0,3.0
DeepSpeed,ai_ml_traditional,2026-03,entry,561,2,2,1182047,0.35650623885918004,0.0016919800989300764,6.0
DeepSpeed,ai_ml_traditional,2026-03,mid-senior,3353,2,2,8511831,0.05964807634953773,0.00023496707112723454,10.0
DeepSpeed,ai_ml_traditional,2026-03,unknown,264,0,0,772203,0.0,0.0,7.0
Django,backend_infra,2024-01,associate,1292,12,15,1818618,0.9287925696594427,0.008248021299690204,7.0
Django,backend_infra,2024-01,director,86,0,0,218445,0.0,0.0,6.0
Django,backend_infra,2024-01,entry,121,0,0,158075,0.0,0.0,5.0
Django,backend_infra,2024-01,mid-senior,20544,167,237,33010694,0.8128894080996883,0.007179491591421859,7.0
Django,backend_infra,2024-04,associate,210,1,1,363992,0.4761904761904762,0.0027473131277610495,8.0
Django,backend_infra,2024-04,director,20,0,0,37210,0.0,0.0,4.0
Django,backend_infra,2024-04,entry,773,14,17,1412080,1.8111254851228977,0.012038977961588579,6.0
Django,backend_infra,2024-04,mid-senior,2783,35,42,4949682,1.2576356449874238,0.008485393607104456,8.0
Django,backend_infra,2024-04,unknown,853,23,32,1010770,2.6963657678780772,0.03165903222295873,4.0
Django,backend_infra,2026-03,associate,114,1,3,208062,0.8771929824561403,0.014418779017792774,6.0
Django,backend_infra,2026-03,director,26,0,0,79018,0.0,0.0,5.0
Django,backend_infra,2026-03,entry,561,13,14,1182047,2.3172905525846703,0.011843860692510534,5.0
Django,backend_infra,2026-03,mid-senior,3353,57,84,8511831,1.6999701759618253,0.009868616987343851,10.0
Django,backend_infra,2026-03,unknown,264,1,1,772203,0.3787878787878788,0.0012949962639357785,8.0
Docker,cloud_devops,2024-01,associate,1292,0,0,1818618,0.0,0.0,18.0
Docker,cloud_devops,2024-01,director,86,0,0,218445,0.0,0.0,6.0
Docker,cloud_devops,2024-01,entry,121,0,0,158075,0.0,0.0,9.0
Docker,cloud_devops,2024-01,mid-senior,20544,0,0,33010694,0.0,0.0,20.0
Docker,cloud_devops,2024-04,associate,210,0,0,363992,0.0,0.0,15.0
Docker,cloud_devops,2024-04,director,20,0,0,37210,0.0,0.0,6.0
Docker,cloud_devops,2024-04,entry,773,0,0,1412080,0.0,0.0,19.0
Docker,cloud_devops,2024-04,mid-senior,2783,0,0,4949682,0.0,0.0,20.0
Docker,cloud_devops,2024-04,unknown,853,0,0,1010770,0.0,0.0,17.0
Docker,cloud_devops,2026-03,associate,114,0,0,208062,0.0,0.0,13.0
Docker,cloud_devops,2026-03,director,26,0,0,79018,0.0,0.0,10.0
Docker,cloud_devops,2026-03,entry,561,0,0,1182047,0.0,0.0,18.0
Docker,cloud_devops,2026-03,mid-senior,3353,0,0,8511831,0.0,0.0,20.0
Docker,cloud_devops,2026-03,unknown,264,0,0,772203,0.0,0.0,17.0
Elasticsearch,data,2024-01,associate,1292,12,12,1818618,0.9287925696594427,0.006598417039752163,8.0
Elasticsearch,data,2024-01,director,86,0,0,218445,0.0,0.0,4.0
Elasticsearch,data,2024-01,entry,121,0,0,158075,0.0,0.0,6.0
Elasticsearch,data,2024-01,mid-senior,20544,229,279,33010694,1.1146806853582554,0.00845180655699029,7.0
Elasticsearch,data,2024-04,associate,210,2,2,363992,0.9523809523809524,0.005494626255522099,6.0
Elasticsearch,data,2024-04,director,20,1,1,37210,5.0,0.026874496103198066,3.0
Elasticsearch,data,2024-04,entry,773,8,8,1412080,1.034928848641656,0.0056654013936887435,7.0
Elasticsearch,data,2024-04,mid-senior,2783,29,42,4949682,1.0420409629895795,0.008485393607104456,10.0
Elasticsearch,data,2024-04,unknown,853,10,13,1010770,1.1723329425556859,0.012861481840576986,7.0
Elasticsearch,data,2026-03,associate,114,0,0,208062,0.0,0.0,7.0
Elasticsearch,data,2026-03,director,26,0,0,79018,0.0,0.0,3.0
Elasticsearch,data,2026-03,entry,561,8,8,1182047,1.4260249554367201,0.006767920395720306,8.0
Elasticsearch,data,2026-03,mid-senior,3353,56,93,8511831,1.6701461377870561,0.010925968807416407,10.0
Elasticsearch,data,2026-03,unknown,264,5,5,772203,1.893939393939394,0.006474981319678893,6.0
Elixir,languages,2024-01,associate,1292,1,1,1818618,0.07739938080495357,0.0005498680866460136,15.0
Elixir,languages,2024-01,director,86,0,0,218445,0.0,0.0,9.0
Elixir,languages,2024-01,entry,121,0,0,158075,0.0,0.0,10.0
Elixir,languages,2024-01,mid-senior,20544,27,35,33010694,0.1314252336448598,0.0010602624713070255,13.0
Elixir,languages,2024-04,associate,210,0,0,363992,0.0,0.0,11.0
Elixir,languages,2024-04,director,20,0,0,37210,0.0,0.0,5.0
Elixir,languages,2024-04,entry,773,1,1,1412080,0.129366106080207,0.0007081751742110929,13.0
Elixir,languages,2024-04,mid-senior,2783,1,1,4949682,0.035932446999640676,0.0002020331811215347,15.0
Elixir,languages,2024-04,unknown,853,0,0,1010770,0.0,0.0,15.0
Elixir,languages,2026-03,associate,114,0,0,208062,0.0,0.0,9.0
Elixir,languages,2026-03,director,26,0,0,79018,0.0,0.0,5.0
Elixir,languages,2026-03,entry,561,1,4,1182047,0.17825311942959002,0.003383960197860153,12.0
Elixir,languages,2026-03,mid-senior,3353,6,18,8511831,0.17894422904861318,0.002114703640145111,15.0
Elixir,languages,2026-03,unknown,264,0,0,772203,0.0,0.0,12.0
Embeddings,ai_llm_new,2024-01,associate,1292,3,3,1818618,0.23219814241486067,0.0016496042599380408,2.0
Embeddings,ai_llm_new,2024-01,director,86,0,0,218445,0.0,0.0,2.0
Embeddings,ai_llm_new,2024-01,entry,121,0,0,158075,0.0,0.0,2.0
Embeddings,ai_llm_new,2024-01,mid-senior,20544,46,50,33010694,0.22390965732087226,0.0015146606732957507,3.0
Embeddings,ai_llm_new,2024-04,associate,210,1,1,363992,0.4761904761904762,0.0027473131277610495,1.0
Embeddings,ai_llm_new,2024-04,director,20,0,0,37210,0.0,0.0,1.0
Embeddings,ai_llm_new,2024-04,entry,773,2,2,1412080,0.258732212160414,0.0014163503484221859,3.0
Embeddings,ai_llm_new,2024-04,mid-senior,2783,7,7,4949682,0.25152712899748475,0.0014142322678507427,6.0
Embeddings,ai_llm_new,2024-04,unknown,853,1,1,1010770,0.11723329425556857,0.0009893447569674604,4.0
