company,n_2024,n_2026,n_ai_raw_2024,n_ai_raw_2026,n_ai_core_2024,n_ai_core_2026,rate_raw_2024,rate_raw_2026,rate_core_2024,rate_core_2026,delta_raw,delta_core,bp_2024,bp_2026,bp_share_change
Microsoft,20,229,2,140,1,124,0.1,0.611353711790393,0.05,0.5414847161572053,0.511353711790393,0.4914847161572053,0.5029412773547369,0.43653796756787555,-0.06640330978686138
Mindlance,6,16,1,3,1,3,0.16666666666666666,0.1875,0.16666666666666666,0.1875,0.020833333333333343,0.020833333333333343,0.12040495380381366,0.1918842835236766,0.07147932971986293
"Mission Technologies, a division of HII",68,23,0,3,0,2,0.0,0.13043478260869565,0.0,0.08695652173913043,0.13043478260869565,0.08695652173913043,0.5021798414708016,0.5180385674323273,0.01585872596152571
Mitchell Martin Inc.,5,8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2184984392968622,0.3420461634435433,0.12354772414668114
"Modern Technology Solutions, Inc. (MTSI)",8,13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4081452381505847,0.23321023376227834,-0.17493500438830634
MongoDB,5,11,0,1,0,1,0.0,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.5557089552238805,0.588449482316436,0.03274052709255548
Moog Inc.,6,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.36400998091883163,0.4663274777407267,0.10231749682189506
Motion Recruitment,124,139,1,36,1,35,0.008064516129032258,0.2589928057553957,0.008064516129032258,0.2517985611510791,0.25092828962636343,0.24373404502204687,0.28383138168725786,0.251830875291851,-0.03200050639540686
My3Tech,5,5,0,2,0,2,0.0,0.4,0.0,0.4,0.4,0.4,0.12730820151905775,0.15218478985990658,0.024876588340848826
NBCUniversal,7,7,1,0,1,0,0.14285714285714285,0.0,0.14285714285714285,0.0,-0.14285714285714285,-0.14285714285714285,0.49395331824520494,0.5591430235126398,0.06518970526743484
NLB Services,9,12,1,2,0,2,0.1111111111111111,0.16666666666666666,0.0,0.16666666666666666,0.05555555555555555,0.16666666666666666,0.020856015242242898,0.06907954339554279,0.04822352815329989
NVIDIA,57,119,11,33,8,31,0.19298245614035087,0.2773109243697479,0.14035087719298245,0.2605042016806723,0.08432846822939705,0.12015332448768984,0.4050353131283113,0.4186612717283802,0.013625958600068877
New York Technology Partners,5,36,0,7,0,7,0.0,0.19444444444444445,0.0,0.19444444444444445,0.19444444444444445,0.19444444444444445,0.1143342480073174,0.13207346205931136,0.017739214051993968
NiCE,9,7,0,2,0,2,0.0,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.4373084780388151,0.4458420207129917,0.008533542674176609
Northrop Grumman,309,61,0,1,0,1,0.0,0.01639344262295082,0.0,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.49102994266675726,0.500539494354092,0.009509551687334694
OSI Engineering,6,8,0,2,0,2,0.0,0.25,0.0,0.25,0.25,0.25,0.16304771811207908,0.12585066615546825,-0.03719705195661083
OneTrust,8,5,0,2,0,2,0.0,0.4,0.0,0.4,0.4,0.4,0.5177420577754189,0.629646193599682,0.11190413582426306
"Onyx Point, LLC.",17,13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.017289348171701135,0.37401097569038855,0.3567216275186874
Open Systems Technologies,47,8,0,1,0,1,0.0,0.125,0.0,0.125,0.125,0.125,0.25200152678190346,0.13488945381711737,-0.1171120729647861
Optiver,6,6,0,1,0,1,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5907108853062368,0.4769348535514282,-0.11377603175480866
Optomi,9,17,0,3,0,3,0.0,0.17647058823529413,0.0,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.10444316214656679,0.18820094414276745,0.08375778199620065
Oracle,30,29,0,4,0,4,0.0,0.13793103448275862,0.0,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.5993179926719339,0.6488058495556125,0.04948785688367863
Pacific Life,7,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4548364240514061,0.5167957733909256,0.06195934933951952
Palo Alto Networks,99,27,23,10,23,10,0.23232323232323232,0.37037037037037035,0.23232323232323232,0.37037037037037035,0.13804713804713803,0.13804713804713803,0.5726134611055177,0.5445614891940193,-0.02805197191149844
Parsons Corporation,16,19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4536474671294133,0.47455884633652223,0.02091137920710895
PepsiCo,10,5,0,2,0,2,0.0,0.4,0.0,0.4,0.4,0.4,0.28600884859078,0.4482609719714219,0.16225212338064188
Phaxis,10,5,0,2,0,2,0.0,0.4,0.0,0.4,0.4,0.4,0.1804190476190476,0.03091374893253629,-0.1495052986865113
Photon,50,8,1,2,1,2,0.02,0.25,0.02,0.25,0.23,0.23,0.16308959762393038,0.19603315571343993,0.03294355808950955
Piper Companies,24,71,0,8,0,8,0.0,0.11267605633802817,0.0,0.11267605633802817,0.11267605633802817,0.11267605633802817,0.41214631285735226,0.2898230512327665,-0.12232326162458573
Primary Talent Partners,5,6,0,4,0,4,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.17970235363535036,0.13628841928220703,-0.043413934353143335
Procore Technologies,8,13,0,8,0,8,0.0,0.6153846153846154,0.0,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.428310028402884,0.3658305227655987,-0.062479505637285326
Prudential Financial,11,8,0,2,0,2,0.0,0.25,0.0,0.25,0.25,0.25,0.55473275853103,0.5743063869658008,0.01957362843477084
"Pyramid Consulting, Inc",8,11,0,2,0,2,0.0,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.433200468933177,0.42191814294441055,-0.01128232598876644
QinetiQ US,8,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3119141808332442,0.42246057182749974,0.11054639099425556
Qualcomm,5,109,1,14,1,14,0.2,0.12844036697247707,0.2,0.12844036697247707,-0.07155963302752294,-0.07155963302752294,0.5804576221917694,0.47524175922876566,-0.10521586296300378
Quantum World Technologies Inc.,14,8,1,2,1,2,0.07142857142857142,0.25,0.07142857142857142,0.25,0.17857142857142858,0.17857142857142858,0.0790649861446322,0.12720572295686106,0.04814073681222886
Raas Infotek,9,21,0,5,0,5,0.0,0.23809523809523808,0.0,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.09944406625822555,0.19715028601144047,0.09770621975321492
Radley James,7,5,0,4,0,4,0.0,0.8,0.0,0.8,0.8,0.8,0.18454038997214484,0.35593220338983045,0.1713918134176856
Randstad Digital Americas,7,55,0,10,0,10,0.0,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.2542966794593692,0.42601204461368114,0.17171536515431196
Raytheon,146,74,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5396833919478823,0.601236771982576,0.06155338003469368
Renesas Electronics,7,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.43057814067743827,0.5215238652715788,0.09094572459414052
Ridgeline,9,6,0,6,0,6,0.0,1.0,0.0,1.0,1.0,1.0,0.5367722054642912,0.5160219848594836,-0.02075022060480758
Rippling,16,34,0,4,0,4,0.0,0.11764705882352941,0.0,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.5578705356505348,0.4873104214368299,-0.0705601142137049
Rivian,34,23,3,4,3,3,0.08823529411764706,0.17391304347826086,0.08823529411764706,0.13043478260869565,0.0856777493606138,0.042199488491048584,0.6492632561742957,0.6123872526527934,-0.03687600352150233
Robert Half,54,54,0,13,0,13,0.0,0.24074074074074073,0.0,0.24074074074074073,0.24074074074074073,0.24074074074074073,0.3442366204179632,0.3366836359676586,-0.007552984450304612
Robinhood,9,16,2,4,2,4,0.2222222222222222,0.25,0.2222222222222222,0.25,0.02777777777777779,0.02777777777777779,0.603906776803776,0.6573856282707782,0.05347885146700215
Rocket Lab,13,15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.532707078521302,0.5275112879703575,-0.005195790550944435
Rockstar Games,8,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4962701860808263,0.5424939094396684,0.04622372335884206
Rose International,10,9,0,4,0,4,0.0,0.4444444444444444,0.0,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.3641227233607035,0.3735044080604534,0.00938168469974987
Russell Tobin,12,10,0,2,0,2,0.0,0.2,0.0,0.2,0.2,0.2,0.19105947223316277,0.3055661842490265,0.11450671201586371
SAIC,46,19,0,1,0,1,0.0,0.05263157894736842,0.0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.19029395739823063,0.21719476366667767,0.02690080626844704
SMX,5,13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.37450220643633625,0.3744530360246958,-4.917041164043123e-05
SPECTRAFORCE,25,6,0,1,0,1,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.40091332965442217,0.07506751780014731,-0.32584581185427486
STR,8,15,0,1,0,1,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.365980024968789,0.4978446234012316,0.13186459843244258
Saragossa,6,7,0,2,0,2,0.0,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.4606650446066505,0.28152668102416845,-0.17913836358248203
Saransh Inc,29,9,2,3,2,3,0.06896551724137931,0.3333333333333333,0.06896551724137931,0.3333333333333333,0.26436781609195403,0.26436781609195403,0.04002657365886064,0.1642616489733647,0.12423507531450406
Schneider Electric,35,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.37925540623937326,0.5853747524236422,0.20611934618426897
SciTec,8,8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.45240277595914624,0.388770717007888,-0.06363205895125823
Selby Jennings,33,11,1,1,1,1,0.030303030303030304,0.09090909090909091,0.030303030303030304,0.09090909090909091,0.06060606060606061,0.06060606060606061,0.21064618988742112,0.185293016678451,-0.025353173208970126
ServiceNow,10,13,0,10,0,10,0.0,0.7692307692307693,0.0,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.6411302935962939,0.4501437803079339,-0.19098651328836003
Sev1Tech LLC,6,7,0,3,0,3,0.0,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.3838840028523889,0.2373612018288701,-0.14652280102351878
Shield AI,12,6,0,1,0,1,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3160237870860819,0.3628391090611155,0.046815321975033575
Siemens,10,15,0,3,0,3,0.0,0.2,0.0,0.2,0.2,0.2,0.5438290598290598,0.3251993088605294,-0.21862975096853043
Sierra Space,23,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5042958535674262,0.44617191289474356,-0.05812394067268267
Signify Technology,6,12,0,1,0,0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.3307728669345308,0.3383350960690993,0.007562229134568499
Siri InfoSolutions Inc,8,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4238731463808545,0.23533099297893678,-0.1885421534019177
Smart IT Frame LLC,8,25,1,6,1,6,0.125,0.24,0.125,0.24,0.11499999999999999,0.11499999999999999,0.0557162621053956,0.13553806156027848,0.07982179945488288
Snap Inc.,7,10,1,3,1,3,0.14285714285714285,0.3,0.14285714285714285,0.3,0.15714285714285714,0.15714285714285714,0.6384216797362077,0.5998831075410622,-0.03853857219514545
Snowflake,38,32,0,21,0,13,0.0,0.65625,0.0,0.40625,0.65625,0.40625,0.4274182471999899,0.4864103096031732,0.05899206240318333
"Software Guidance & Assistance, Inc. (SGA, Inc.)",9,12,0,4,0,4,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4354575424895176,0.4724105206073753,0.03695297811785769
"Softworld, a Kelly Company",9,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06289951419074402,0.25078678206136906,0.18788726787062504
Solomon Page,5,6,0,3,0,3,0.0,0.5,0.0,0.5,0.5,0.5,0.4476265202040016,0.3422504136789851,-0.1053761065250165
SpaceX,40,92,0,9,0,9,0.0,0.09782608695652174,0.0,0.09782608695652174,0.09782608695652174,0.09782608695652174,0.4399968826175621,0.4395004332192125,-0.0004964493983495855
State Farm,5,5,0,1,0,1,0.0,0.2,0.0,0.2,0.2,0.2,0.5895598424127158,0.6173798460364797,0.02782000362376391
State Street,6,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5611236537251565,0.505266878755744,-0.05585677496941244
Stealth Startup,5,27,1,8,0,7,0.2,0.2962962962962963,0.0,0.25925925925925924,0.09629629629629627,0.25925925925925924,0.3641414681055668,0.3140244691032307,-0.05011699900233613
Stellent IT,49,7,0,1,0,1,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.10928600677511813,0.24808808374464386,0.13880207696952573
Stripe,23,17,1,4,1,3,0.043478260869565216,0.23529411764705882,0.043478260869565216,0.17647058823529413,0.1918158567774936,0.1329923273657289,0.4458542761044557,0.49968355970984857,0.05382928360539285
Supermicro,6,12,0,1,0,1,0.0,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.39649008774780636,0.4392810920368245,0.042791004289018164
"Syms Strategic Group, LLC (SSG)",118,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3599558980773908,0.22327031757738913,-0.13668558050000168
Synechron,29,39,0,11,0,11,0.0,0.28205128205128205,0.0,0.28205128205128205,0.28205128205128205,0.28205128205128205,0.5453644562510931,0.6144746642486711,0.06911020799757805
SynergisticIT,6,11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4882785467128028,0.9386520121455758,0.450373465432773
System One,8,23,2,2,2,2,0.25,0.08695652173913043,0.25,0.08695652173913043,-0.16304347826086957,-0.16304347826086957,0.3446512485027181,0.299689867164343,-0.04496138133837513
TALENT Software Services,14,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12460821933858623,0.20870015535991726,0.08409193602133103
TEKsystems,31,62,1,16,1,15,0.03225806451612903,0.25806451612903225,0.03225806451612903,0.24193548387096775,0.22580645161290322,0.20967741935483872,0.3725583800771771,0.5757683049833828,0.2032099249062057
Talener,6,5,0,3,0,3,0.0,0.6,0.0,0.6,0.6,0.6,0.36082673362951523,0.31172468987595037,-0.04910204375356486
Talent Groups,19,16,0,4,0,4,0.0,0.25,0.0,0.25,0.25,0.25,0.04465382134937668,0.11009850566240031,0.06544468431302364
"TalentBurst, an Inc 5000 company",6,9,1,6,1,4,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.4444444444444444,0.5,0.2777777777777778,0.05830851697438966,0.5461758427645093,0.4878673257901196
Tata Consultancy Services,72,84,1,20,1,20,0.013888888888888888,0.23809523809523808,0.013888888888888888,0.23809523809523808,0.2242063492063492,0.2242063492063492,0.047364365343726456,0.23855413651672275,0.1911897711729963
Tekskills Inc.,5,6,0,1,0,1,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.09445727482678978,0.08471275559883151,-0.00974451922795827
Teradyne,5,21,0,4,0,4,0.0,0.19047619047619047,0.0,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.2360753489632741,0.49491787323279446,0.25884252426952037
Tesla,79,6,4,1,4,1,0.05063291139240506,0.16666666666666666,0.05063291139240506,0.16666666666666666,0.1160337552742616,0.1160337552742616,0.46133534870156145,0.46770557291460657,0.006370224213045117
The Depository Trust & Clearing Corporation (DTCC),5,14,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2992920620575389,0.3748349488904661,0.0755428868329272
The Hartford,9,8,0,6,0,6,0.0,0.75,0.0,0.75,0.75,0.75,0.2584456900469626,0.3151187066077584,0.05667301656079582
The Judge Group,38,7,0,3,0,3,0.0,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.13320566586785343,0.2744384489898356,0.14123278312198217
"The Swift Group, LLC",5,17,0,1,0,1,0.0,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.028199102755821492,0.3322570447976878,0.3040579420418663
The Trade Desk,15,10,0,3,0,3,0.0,0.3,0.0,0.3,0.3,0.3,0.5670611878317935,0.5385178695191641,-0.02854331831262935
The Walt Disney Company,51,34,0,10,0,10,0.0,0.29411764705882354,0.0,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.3701978069863031,0.4325417241166424,0.062343917130339266
Themesoft Inc.,5,8,0,1,0,1,0.0,0.125,0.0,0.125,0.125,0.125,0.04727902196256617,0.08158646332920194,0.03430744136663577
Thermo Fisher Scientific,6,7,2,2,2,2,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.2857142857142857,-0.047619047619047616,-0.047619047619047616,0.3562671160733095,0.23138722280305957,-0.12487989327024995
TikTok,15,114,0,28,0,26,0.0,0.24561403508771928,0.0,0.22807017543859648,0.24561403508771928,0.22807017543859648,0.6759597506288963,0.7082013837435945,0.03224163311469819
Trane Technologies,9,9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.298087255534064,0.43268172328715127,0.13459446775308725
Trimble Inc.,14,22,1,11,1,10,0.07142857142857142,0.5,0.07142857142857142,0.45454545454545453,0.4285714285714286,0.3831168831168831,0.5149763789189521,0.6799744227713307,0.1649980438523786
Two Six Technologies,7,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4187967772279253,0.5619770782685569,0.14318030104063162
U.S. Bank,10,22,0,3,0,3,0.0,0.13636363636363635,0.0,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.5376640358660627,0.5336013173795167,-0.004062718486546046
US Tech Solutions,7,13,0,1,0,1,0.0,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.13989661435290823,0.21091040261938454,0.07101378826647631
UST,31,13,0,5,0,4,0.0,0.38461538461538464,0.0,0.3076923076923077,0.38461538461538464,0.3076923076923077,0.5411290445723709,0.6554019811103433,0.11427293653797244
Uber,9,130,0,42,0,39,0.0,0.3230769230769231,0.0,0.3,0.3230769230769231,0.3,0.36345079501504074,0.3816639020588709,0.018213107043830168
Unisys,5,11,2,6,2,6,0.4,0.5454545454545454,0.4,0.5454545454545454,0.1454545454545454,0.1454545454545454,0.22376257958513035,0.1355770696752554,-0.08818550990987495
VDart,9,10,0,4,0,4,0.0,0.4,0.0,0.4,0.4,0.4,0.14590502408809358,0.1064692830398003,-0.03943574104829328
"VMC Soft Technologies, Inc",6,9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1380519234413492,0.1597092584501728,0.02165733500882361
Vanguard,19,12,1,3,1,3,0.05263157894736842,0.25,0.05263157894736842,0.25,0.19736842105263158,0.19736842105263158,0.4891063580427777,0.3205966587112171,-0.16850969933156057
"Veridian Tech Solutions, Inc.",5,5,0,2,0,2,0.0,0.4,0.0,0.4,0.4,0.4,0.1651031894934334,0.1017646520983817,-0.06333853739505169
Verizon,8,5,0,3,0,3,0.0,0.6,0.0,0.6,0.6,0.6,0.5489084425745876,0.46318911925273754,-0.08571932332185006
Verkada,12,26,0,26,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.6349742313843967,0.6690296347642153,0.034055403379818605
Visa,17,36,3,16,3,16,0.17647058823529413,0.4444444444444444,0.17647058823529413,0.4444444444444444,0.26797385620915026,0.26797385620915026,0.42464674189285356,0.389308778448319,-0.03533796344453455
VySystems,6,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1012377023167248,0.07257391013863379,-0.028663792178091008
WEX,8,14,2,0,0,0,0.25,0.0,0.0,0.0,-0.25,0.0,0.3504117402031466,0.30033732299104465,-0.05007441721210193
Walmart,172,145,12,57,12,51,0.06976744186046512,0.3931034482758621,0.06976744186046512,0.35172413793103446,0.32333600641539695,0.28195669607056933,0.514752510646012,0.5111322780492307,-0.0036202325967813476
Wells Fargo,37,168,0,75,0,75,0.0,0.44642857142857145,0.0,0.44642857142857145,0.44642857142857145,0.44642857142857145,0.4143652868520865,0.347420322433175,-0.06694496441891151
Wipro,18,8,0,3,0,3,0.0,0.375,0.0,0.375,0.375,0.375,0.5198423051279821,0.5531923227575402,0.033350017629558026
Wise Skulls,30,7,1,1,1,1,0.03333333333333333,0.14285714285714285,0.03333333333333333,0.14285714285714285,0.10952380952380952,0.10952380952380952,0.11085527228340786,0.2738457084961645,0.16299043621275666
World Wide Technology,24,5,1,0,1,0,0.041666666666666664,0.0,0.041666666666666664,0.0,-0.041666666666666664,-0.041666666666666664,0.42999789340636196,0.5514933246025683,0.12149543119620632
"Yoh, A Day & Zimmermann Company",6,21,0,6,0,4,0.0,0.2857142857142857,0.0,0.19047619047619047,0.2857142857142857,0.19047619047619047,0.09733344340790884,0.6270106075216972,0.5296771641137884
York Space Systems,7,8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3601316572709129,0.43523450695076005,0.07510284967984715
Zipline,13,9,1,0,1,0,0.07692307692307693,0.0,0.07692307692307693,0.0,-0.07692307692307693,-0.07692307692307693,0.5179931039335726,0.49967188691626907,-0.018321217017303493
Zscaler,14,8,1,2,1,2,0.07142857142857142,0.25,0.07142857142857142,0.25,0.17857142857142858,0.17857142857142858,0.6328521428671829,0.7472907386476964,0.11443859578051341
Ztek Consulting,5,8,0,1,0,1,0.0,0.125,0.0,0.125,0.125,0.125,0.08602963410946474,0.16880830839640903,0.0827786742869443
hackajob,10,158,0,40,0,39,0.0,0.25316455696202533,0.0,0.2468354430379747,0.25316455696202533,0.2468354430379747,0.3880869289340101,0.4712421968509707,0.0831552679169606
myGwork - LGBTQ+ Business Community,12,85,0,29,0,25,0.0,0.3411764705882353,0.0,0.29411764705882354,0.3411764705882353,0.29411764705882354,0.30023520437353,0.5122499780466343,0.21201477367310428
