company,n,j1,j2,j3,j4,n_yoe,agg_n,source
"Geographic Solutions, Inc.",2,0.0,0.0,0.0,1.0,2.0,0.0,scraped
WEX,18,0.0,0.0,1.0,1.0,13.0,0.0,scraped
Probably Genetic,2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Finix,3,0.0,0.0,0.0,0.0,3.0,0.0,scraped
AISquared,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Klaviyo,39,0.0,0.0,5.0,12.0,28.0,0.0,scraped
Five Below,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
IEHP,5,0.0,0.0,0.0,0.0,0.0,0.0,scraped
"LanceSoft, Inc.",12,0.0,0.0,0.0,1.0,7.0,3.0,scraped
Choice Hotels International,4,0.0,0.0,0.0,1.0,4.0,0.0,scraped
Laserfiche,1,1.0,1.0,0.0,0.0,0.0,0.0,scraped
Intrepid Direct Insurance,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Redfin,8,1.0,1.0,1.0,2.0,5.0,0.0,scraped
OneMain Financial,3,0.0,0.0,0.0,0.0,3.0,0.0,scraped
Metronome,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
EarnIn,7,2.0,2.0,0.0,1.0,3.0,0.0,scraped
Prestige Staffing,13,0.0,0.0,1.0,2.0,9.0,0.0,scraped
CosmoProf Beauty,2,0.0,0.0,0.0,1.0,2.0,0.0,scraped
Ridgeline,10,0.0,0.0,2.0,2.0,6.0,0.0,scraped
Instawork,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Altana,5,0.0,0.0,0.0,0.0,4.0,0.0,scraped
DZYNE Technologies,5,0.0,0.0,0.0,1.0,3.0,0.0,scraped
hackajob,216,4.0,4.0,20.0,43.0,166.0,0.0,scraped
"QuantumBlack, AI by McKinsey",2,0.0,0.0,2.0,2.0,2.0,0.0,scraped
Archer,18,1.0,1.0,1.0,3.0,13.0,0.0,scraped
Spring Health,11,0.0,0.0,0.0,0.0,3.0,0.0,scraped
Standard Template Labs,8,0.0,0.0,0.0,0.0,3.0,0.0,scraped
Zettabyte,2,1.0,1.0,0.0,0.0,1.0,0.0,scraped
Invert,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Assured,8,0.0,0.0,0.0,0.0,4.0,0.0,scraped
Monks,5,0.0,0.0,0.0,0.0,4.0,0.0,scraped
GameStop,6,0.0,0.0,0.0,1.0,6.0,0.0,scraped
The Daily Wire,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Supira Medical,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Goldman Sachs,47,0.0,4.0,9.0,15.0,32.0,0.0,scraped
Emburse,4,0.0,0.0,0.0,0.0,4.0,0.0,scraped
LoopMe,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
RightClick,4,0.0,0.0,1.0,1.0,2.0,0.0,scraped
Zocdoc,12,0.0,0.0,1.0,1.0,5.0,0.0,scraped
ATEC Spine,8,0.0,0.0,2.0,3.0,8.0,0.0,scraped
Hinge,8,0.0,0.0,2.0,3.0,7.0,0.0,scraped
GM Financial,18,1.0,1.0,6.0,6.0,16.0,0.0,scraped
Clay,10,0.0,0.0,1.0,1.0,6.0,0.0,scraped
Kaleris,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
BlackLine,6,0.0,0.0,1.0,4.0,6.0,0.0,scraped
Blue Sage Solutions,3,0.0,0.0,2.0,3.0,3.0,0.0,scraped
"Gilero, A Sanner Group Company",2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Valo Health,2,0.0,0.0,1.0,1.0,2.0,0.0,scraped
Papa Johns,2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Abby Care,3,0.0,0.0,1.0,2.0,3.0,0.0,scraped
Commonwealth Fusion Systems,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Balyasny Asset Management L.P.,4,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Elior,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
"Allergan Aesthetics, an AbbVie Company",1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Kemper,3,0.0,0.0,0.0,0.0,3.0,0.0,scraped
Unisys,19,1.0,1.0,1.0,2.0,9.0,1.0,scraped
Light,1,1.0,1.0,0.0,0.0,1.0,0.0,scraped
Rogue Fitness,3,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Everlaw,3,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Parsons Corporation,25,4.0,4.0,4.0,4.0,21.0,0.0,scraped
SAS,15,0.0,0.0,4.0,4.0,12.0,0.0,scraped
Commerce,11,0.0,0.0,1.0,2.0,8.0,0.0,scraped
Foundation Medicine,2,0.0,0.0,1.0,1.0,2.0,0.0,scraped
SageSure,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Perry Weather,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
DMI,2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Mizuho,3,0.0,0.0,0.0,1.0,2.0,0.0,scraped
BlackRock,30,0.0,3.0,3.0,10.0,25.0,0.0,scraped
Chenega MIOS SBU,9,0.0,0.0,0.0,0.0,9.0,0.0,scraped
Fox Corporation,4,0.0,0.0,1.0,1.0,2.0,0.0,scraped
Beckman Coulter Diagnostics,4,1.0,1.0,0.0,3.0,3.0,0.0,scraped
Eli Lilly and Company,6,0.0,0.0,0.0,2.0,6.0,0.0,scraped
Vizcom,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
CLEAR,9,0.0,0.0,0.0,2.0,9.0,0.0,scraped
Tubi,8,0.0,0.0,0.0,1.0,6.0,0.0,scraped
Alarm.com,13,0.0,0.0,7.0,7.0,12.0,0.0,scraped
EPAM Systems,8,0.0,0.0,0.0,1.0,5.0,0.0,scraped
LG Ad Solutions,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
MarketAxess,4,0.0,0.0,0.0,0.0,3.0,0.0,scraped
Momentic,3,0.0,0.0,0.0,3.0,3.0,0.0,scraped
American Express,18,0.0,0.0,3.0,5.0,12.0,1.0,scraped
UNION,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
AMETEK,8,1.0,1.0,3.0,3.0,5.0,0.0,scraped
Weights & Biases,24,0.0,0.0,0.0,0.0,14.0,0.0,scraped
Janus Henderson Investors,2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Better,4,0.0,0.0,0.0,0.0,4.0,0.0,scraped
Maven AGI,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
IES Communications,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Nexxen,4,0.0,0.0,0.0,0.0,4.0,0.0,scraped
Pave,4,0.0,0.0,0.0,1.0,3.0,0.0,scraped
Tenneco,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
ALTEN Technology USA,17,0.0,0.0,2.0,4.0,13.0,0.0,scraped
CircleCI,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Thorndale Partners,2,0.0,0.0,0.0,1.0,2.0,0.0,scraped
Ascend Learning,3,0.0,0.0,0.0,1.0,3.0,0.0,scraped
Redwood Materials,2,0.0,0.0,1.0,1.0,2.0,0.0,scraped
Pacific Life,19,0.0,0.0,3.0,7.0,19.0,0.0,scraped
GovCIO,3,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Ultra Maritime,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
OutSystems,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Crowe LLP,10,0.0,0.0,0.0,1.0,10.0,0.0,scraped
Johns Hopkins Applied Physics Laboratory,15,1.0,1.0,2.0,6.0,14.0,0.0,scraped
Internet Brands,4,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Synechron,63,0.0,0.0,0.0,1.0,16.0,4.0,scraped
CommScope,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Hankook Tire America Corp.,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Marchon Partners,4,0.0,0.0,0.0,1.0,4.0,0.0,scraped
FactSet,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
TYLin,3,0.0,0.0,0.0,0.0,3.0,0.0,scraped
Crate and Barrel,6,0.0,0.0,0.0,0.0,6.0,0.0,scraped
Fiserv,14,0.0,0.0,1.0,5.0,14.0,0.0,scraped
Infosys,47,0.0,0.0,3.0,11.0,47.0,0.0,scraped
Together for Talent,3,0.0,0.0,0.0,0.0,0.0,0.0,scraped
USG,4,0.0,0.0,0.0,0.0,4.0,1.0,scraped
Pioneering Intelligence,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
TP-LINK,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Elbit Systems of America,5,0.0,0.0,0.0,0.0,5.0,0.0,scraped
Banner Engineering,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Eidra,5,0.0,0.0,0.0,0.0,5.0,0.0,scraped
Johnson & Johnson MedTech,10,0.0,0.0,3.0,5.0,9.0,0.0,scraped
"Butterball, LLC",1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
CNN,12,0.0,0.0,0.0,0.0,7.0,0.0,scraped
Pulsewave,1,1.0,1.0,0.0,0.0,0.0,0.0,scraped
Cotality,2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
"IDR, Inc.",24,0.0,0.0,1.0,1.0,16.0,0.0,scraped
Toyota Research Institute,4,0.0,0.0,0.0,2.0,4.0,0.0,scraped
Datasite,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Great Minds,2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
William Blair,3,0.0,0.0,0.0,2.0,3.0,0.0,scraped
Flywire,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Pyka,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Gentle Weapons,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
"ITS, LLC",1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Trulioo,1,1.0,1.0,1.0,1.0,1.0,0.0,scraped
Shift+Hire,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Bobcat Company,2,0.0,0.0,2.0,2.0,2.0,0.0,scraped
Shift4,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Lincoln Center for the Performing Arts,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Toyota North America,12,0.0,0.0,0.0,2.0,9.0,0.0,scraped
NJF Global Holdings Ltd,5,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Arlo,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Nintendo,2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Cushman & Wakefield,3,0.0,0.0,0.0,0.0,2.0,0.0,scraped
ASRC Federal,8,0.0,0.0,1.0,1.0,2.0,0.0,scraped
Genie,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Kensho Technologies,4,0.0,0.0,1.0,2.0,4.0,0.0,scraped
Aurora,22,0.0,0.0,2.0,3.0,11.0,0.0,scraped
Icarus,2,0.0,0.0,1.0,1.0,1.0,0.0,scraped
The Mutual Group,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Bedrock Robotics,6,0.0,0.0,0.0,0.0,5.0,0.0,scraped
Beth Israel Lahey Health,3,0.0,0.0,0.0,2.0,3.0,2.0,scraped
Vannevar,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Ursa Major,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
The LaunchWell Group,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Scopely,2,1.0,1.0,1.0,1.0,1.0,0.0,scraped
DigiCert,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Builders,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Tempus AI,4,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Transamerica,19,0.0,0.0,5.0,12.0,18.0,0.0,scraped
"Comfort Medical, LLC",1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Exacta Systems,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Sutter Health,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Foresight Sports,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Hotwire Communications Ltd,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Analysis Group,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Nodal Exchange,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Forescout Technologies Inc.,2,0.0,0.0,1.0,1.0,2.0,0.0,scraped
LineVision,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Pilot Company,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
The Clorox Company,2,1.0,1.0,1.0,1.0,2.0,0.0,scraped
Deltek,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
PL Developments,2,0.0,0.0,1.0,1.0,1.0,0.0,scraped
OPSWAT,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Fubo,4,0.0,0.0,0.0,2.0,4.0,0.0,scraped
Boost Mobile,5,2.0,2.0,1.0,1.0,3.0,0.0,scraped
BlueChew,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
ARAUCO - North America,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Vista,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Doble Engineering,2,0.0,0.0,0.0,1.0,2.0,0.0,scraped
United Airlines,4,0.0,0.0,0.0,2.0,4.0,1.0,scraped
Motorola Solutions,45,1.0,1.0,12.0,15.0,37.0,0.0,scraped
Mark Anthony Group,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Nylok LLC - A Marmon / Berkshire Hathaway Company,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Jack Link's Protein Snacks,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
The Weather Company,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
MHK,2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Aires,3,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Liberate,2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Plante Moran,2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
ForMotiv,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Living Spaces Furniture,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
VoltForce,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Homebase,2,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Beyond Finance,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Optimum,11,1.0,1.0,3.0,4.0,11.0,0.0,scraped
RapidSOS,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Siepe,4,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Locked In Talent,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
RK Infotech LLC - E-Verified Company,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Siemens Digital Industries Software,18,0.0,0.0,2.0,2.0,15.0,0.0,scraped
The Timken Company,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Magnite,2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Common Sense Media,1,1.0,1.0,0.0,0.0,0.0,0.0,scraped
Paradies Lagardère,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Georgia-Pacific LLC,2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
tango,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Federal Reserve Board,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Hover,7,1.0,1.0,1.0,1.0,7.0,0.0,scraped
Parallel Wireless,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Efficient Computer,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Stealth Mode,4,0.0,0.0,0.0,0.0,3.0,0.0,scraped
TSI Incorporated,3,0.0,0.0,0.0,0.0,3.0,0.0,scraped
Approach Venture,2,0.0,0.0,1.0,1.0,2.0,0.0,scraped
myGwork - LGBTQ+ Business Community,107,3.0,3.0,13.0,51.0,89.0,0.0,scraped
Tetrix,4,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Fabri,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
InfoVision Inc.,15,0.0,0.0,0.0,1.0,11.0,3.0,scraped
Scout AI,4,0.0,0.0,2.0,3.0,3.0,0.0,scraped
Vestmark,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Amount,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
AAMVA (American Association of Motor Vehicle Administrators),2,0.0,0.0,0.0,2.0,2.0,0.0,scraped
mthree,2,0.0,0.0,0.0,1.0,1.0,0.0,scraped
"Cutting Edge Communications, LLC",1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Lattice Semiconductor,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
"The Mice Groups, Inc.",5,0.0,0.0,0.0,3.0,3.0,0.0,scraped
LMI,3,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Thinkbyte Consulting Inc. ( E-Verified ),5,0.0,0.0,0.0,0.0,0.0,0.0,scraped
GEICO,66,0.0,0.0,11.0,18.0,59.0,0.0,scraped
Tacoma Public Utilities,2,0.0,0.0,1.0,1.0,2.0,0.0,scraped
Boehringer Ingelheim,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Gopuff,4,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Veeva Systems,29,1.0,1.0,0.0,4.0,17.0,0.0,scraped
SPREEAI,2,1.0,1.0,0.0,0.0,0.0,0.0,scraped
"Kele, Inc.",1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Remitly,7,0.0,0.0,0.0,0.0,2.0,0.0,scraped
"Eccalon, LLC",7,0.0,0.0,0.0,5.0,7.0,0.0,scraped
Eagle Eye Networks,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Brellium,3,0.0,0.0,0.0,0.0,2.0,0.0,scraped
State Farm,10,1.0,1.0,1.0,1.0,2.0,0.0,scraped
Siemens Healthineers,2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Ryan Specialty,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Empathy Talent,3,0.0,0.0,0.0,0.0,0.0,0.0,scraped
RailWorks Corporation,2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
American Auto Shield,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Arrive Logistics,3,0.0,0.0,2.0,2.0,3.0,0.0,scraped
Inovalon,3,0.0,0.0,2.0,2.0,3.0,0.0,scraped
vCluster,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Elevance Health,3,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Emergent Software,3,0.0,0.0,0.0,0.0,2.0,0.0,scraped
ASSYST,5,0.0,0.0,1.0,1.0,4.0,1.0,scraped
Wasabi Technologies,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Air Products,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Catalent,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Ingram Micro,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
KPMG US,19,0.0,0.0,3.0,12.0,18.0,0.0,scraped
U.S. Bank,33,0.0,0.0,6.0,15.0,31.0,0.0,scraped
OKX,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Boston Consulting Group (BCG),2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Lab49,3,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Intellect Group,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Project Healthy Minds,4,0.0,0.0,0.0,0.0,2.0,0.0,scraped
FindLaw,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
CoAspire,3,1.0,1.0,1.0,1.0,1.0,0.0,scraped
The Cypress Group,9,0.0,0.0,0.0,2.0,8.0,0.0,scraped
JETCOOL Technologies Inc.,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
SkyWater Technology,2,0.0,0.0,0.0,1.0,2.0,0.0,scraped
Suna Solutions,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Campus,2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
ML6 Search + Talent Advisory,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Intellias,3,0.0,0.0,1.0,2.0,3.0,0.0,scraped
Graphcore,3,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Zappos,2,0.0,0.0,0.0,1.0,2.0,0.0,scraped
Astronomer,2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Sigmaways Inc,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Headway Technologies,2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Bold Orange,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Newrez LLC,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
"AG Mednet, Inc.",1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
MIT Lincoln Laboratory,7,0.0,1.0,0.0,3.0,5.0,0.0,scraped
Open Talent,3,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Tenex,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Bayview Asset Management,3,0.0,0.0,1.0,1.0,3.0,0.0,scraped
DLA Piper,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
InStride Health,1,1.0,1.0,1.0,1.0,1.0,0.0,scraped
Osmo,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Juniper Square,3,1.0,1.0,1.0,1.0,1.0,0.0,scraped
Praxis Engineering,6,0.0,0.0,0.0,0.0,6.0,0.0,scraped
SmartSense by Digi,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
FairSquare,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Storm2,10,0.0,0.0,2.0,2.0,5.0,0.0,scraped
firstPRO 360,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Recruiting from Scratch,6,0.0,0.0,1.0,1.0,4.0,6.0,scraped
Cepheid,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
1872 Consulting,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
AppOmni,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
RUCKUS Networks,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Sadie,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Noblesoft Solutions,3,0.0,0.0,0.0,0.0,3.0,0.0,scraped
Crawford Thomas Recruiting,2,0.0,0.0,0.0,1.0,2.0,0.0,scraped
NextGenPros Inc,7,0.0,0.0,0.0,0.0,4.0,0.0,scraped
Insight Global,121,3.0,3.0,10.0,19.0,72.0,121.0,scraped
Encore,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Spice AI,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
FareHarbor,2,0.0,0.0,2.0,2.0,2.0,0.0,scraped
Topgolf,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
FinTech LLC,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
"Solid Power, Inc.",1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Amdocs,5,0.0,0.0,0.0,0.0,4.0,0.0,scraped
Tovala,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
The Phoenix Group,14,0.0,0.0,0.0,3.0,10.0,0.0,scraped
AAA Auto Club Enterprises,5,2.0,2.0,0.0,0.0,0.0,0.0,scraped
Littelfuse,2,1.0,1.0,0.0,0.0,1.0,0.0,scraped
ITR Group,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Warner Bros. Discovery,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Vista Equity Partners,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
TurbineOne,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
HARTING Technology Group,2,0.0,0.0,0.0,2.0,2.0,0.0,scraped
Warby Parker,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Enovis,2,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Atlas Search,9,0.0,0.0,1.0,2.0,5.0,0.0,scraped
Braun Intertec Corporation,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Netradyne,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Shopint,2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Bright Matrix Global,2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Newt Global,2,0.0,0.0,0.0,0.0,1.0,1.0,scraped
HirePower Staffing Solution,4,1.0,1.0,3.0,3.0,3.0,0.0,scraped
Learn Beyond Consulting LLC,10,0.0,0.0,0.0,0.0,1.0,10.0,scraped
SriLakshmiTech,4,0.0,0.0,0.0,0.0,0.0,4.0,scraped
RevSpring,10,1.0,1.0,0.0,1.0,6.0,0.0,scraped
Mochi Health,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Nasscomm,5,0.0,0.0,0.0,0.0,5.0,1.0,scraped
Farmer's Fridge,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Integrity,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Myticas Consulting,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Banner Health,4,0.0,0.0,0.0,1.0,4.0,0.0,scraped
CCMC,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Loft Orbital,3,0.0,0.0,0.0,1.0,2.0,0.0,scraped
Optomi,22,1.0,1.0,0.0,3.0,14.0,0.0,scraped
BLN24,6,0.0,0.0,0.0,0.0,5.0,0.0,scraped
Canva,3,0.0,0.0,0.0,0.0,0.0,0.0,scraped
OnMed,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
The Salesman (TSM Strategic Hub),1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Fowler College of Business at San Diego State University,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Accelerant,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
"Infoshare Systems, Inc.",3,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Cytek Biosciences,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Varonis,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Pattern Bioscience,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Oxenham Group,2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Aptimized,2,0.0,0.0,0.0,1.0,2.0,0.0,scraped
VT Group (VTG),14,0.0,0.0,0.0,3.0,9.0,0.0,scraped
TECO Peoples Gas,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Two Six Technologies,14,1.0,1.0,3.0,3.0,11.0,0.0,scraped
Voto Consulting LLC,8,0.0,0.0,1.0,1.0,5.0,4.0,scraped
edkey,9,1.0,1.0,3.0,3.0,3.0,0.0,scraped
Tekmetric,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Acadia Technologies,8,0.0,0.0,0.0,0.0,0.0,8.0,scraped
Stanford University,6,0.0,0.0,0.0,4.0,6.0,3.0,scraped
A3N consulting Llc,4,0.0,0.0,0.0,0.0,2.0,4.0,scraped
Veridic Solutions,3,0.0,0.0,0.0,1.0,3.0,3.0,scraped
Source Code Technologies LLC,3,0.0,0.0,0.0,0.0,1.0,3.0,scraped
Arrowminds inc,8,0.0,0.0,0.0,0.0,6.0,8.0,scraped
s. At CIBC,2,1.0,1.0,0.0,0.0,0.0,2.0,scraped
Montek System,2,0.0,0.0,0.0,0.0,1.0,2.0,scraped
Next Gen Software Solutions LLC,7,0.0,0.0,0.0,0.0,4.0,3.0,scraped
Rapsys Technologies,17,0.0,0.0,0.0,0.0,6.0,17.0,scraped
DCode Talent,7,0.0,0.0,0.0,0.0,3.0,7.0,scraped
Vibrint,3,0.0,0.0,0.0,1.0,3.0,0.0,scraped
