column,dtype,source,subset,n_rows,non_null_n,non_null_rate,null_rate,distinct_n,top_5_values
query_tier,VARCHAR,kaggle_arshkon,swe,4639,0,0.0,1.0,0,[]
query_tier,VARCHAR,kaggle_asaniczka,all,1012193,0,0.0,1.0,0,[]
query_tier,VARCHAR,kaggle_asaniczka,swe,22043,0,0.0,1.0,0,[]
query_tier,VARCHAR,scraped,all,26544,26539,0.9998116335141651,0.0001883664858348677,3,"[""control (14584)"", ""adjacent (6940)"", ""swe (5015)""]"
query_tier,VARCHAR,scraped,swe,4318,4313,0.9988420565076425,0.0011579434923575382,3,"[""swe (3258)"", ""adjacent (961)"", ""control (94)""]"
search_metro_id,VARCHAR,kaggle_arshkon,all,117644,0,0.0,1.0,0,[]
search_metro_id,VARCHAR,kaggle_arshkon,swe,4639,0,0.0,1.0,0,[]
search_metro_id,VARCHAR,kaggle_asaniczka,all,1012193,0,0.0,1.0,0,[]
search_metro_id,VARCHAR,kaggle_asaniczka,swe,22043,0,0.0,1.0,0,[]
search_metro_id,VARCHAR,scraped,all,26544,26539,0.9998116335141651,0.0001883664858348677,26,"[""sf_bay (2221)"", ""dc (1900)"", ""new_york (1717)"", ""los_angeles (1602)"", ""dallas_fort_worth (1406)""]"
search_metro_id,VARCHAR,scraped,swe,4318,4313,0.9988420565076425,0.0011579434923575382,26,"[""sf_bay (697)"", ""dc (417)"", ""new_york (362)"", ""seattle (290)"", ""dallas_fort_worth (247)""]"
search_metro_name,VARCHAR,kaggle_arshkon,all,117644,0,0.0,1.0,0,[]
search_metro_name,VARCHAR,kaggle_arshkon,swe,4639,0,0.0,1.0,0,[]
search_metro_name,VARCHAR,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,849,"[""North Carolina (8949)"", ""Baytown (8642)"", ""Garland (8542)"", ""Austin (7884)"", ""South Carolina (7626)""]"
search_metro_name,VARCHAR,kaggle_asaniczka,swe,22043,22043,1.0,0.0,735,"[""Austin (297)"", ""Santa Clara (266)"", ""Alexandria (252)"", ""Novato (227)"", ""Baltimore (212)""]"
search_metro_name,VARCHAR,scraped,all,26544,26539,0.9998116335141651,0.0001883664858348677,26,"[""San Francisco Bay Area (2221)"", ""Washington DC Metro (1900)"", ""New York City Metro (1717)"", ""Los Angeles Metro (1602)"", ""Dallas-Fort Worth Metro (1406)""]"
search_metro_name,VARCHAR,scraped,swe,4318,4313,0.9988420565076425,0.0011579434923575382,26,"[""San Francisco Bay Area (697)"", ""Washington DC Metro (417)"", ""New York City Metro (362)"", ""Seattle Metro (290)"", ""Dallas-Fort Worth Metro (247)""]"
search_metro_region,VARCHAR,kaggle_arshkon,all,117644,0,0.0,1.0,0,[]
search_metro_region,VARCHAR,kaggle_arshkon,swe,4639,0,0.0,1.0,0,[]
search_metro_region,VARCHAR,kaggle_asaniczka,all,1012193,0,0.0,1.0,0,[]
search_metro_region,VARCHAR,kaggle_asaniczka,swe,22043,0,0.0,1.0,0,[]
search_metro_region,VARCHAR,scraped,all,26544,26539,0.9998116335141651,0.0001883664858348677,5,"[""west (8841)"", ""south (7770)"", ""northeast (3656)"", ""midwest (3446)"", ""mid_atlantic (2826)""]"
search_metro_region,VARCHAR,scraped,swe,4318,4313,0.9988420565076425,0.0011579434923575382,5,"[""west (1698)"", ""south (1035)"", ""northeast (649)"", ""mid_atlantic (512)"", ""midwest (419)""]"
search_location,VARCHAR,kaggle_arshkon,all,117644,0,0.0,1.0,0,[]
search_location,VARCHAR,kaggle_arshkon,swe,4639,0,0.0,1.0,0,[]
search_location,VARCHAR,kaggle_asaniczka,all,1012193,0,0.0,1.0,0,[]
search_location,VARCHAR,kaggle_asaniczka,swe,22043,0,0.0,1.0,0,[]
search_location,VARCHAR,scraped,all,26544,26539,0.9998116335141651,0.0001883664858348677,26,"[""San Francisco Bay Area (2221)"", ""Washington DC Metro Area (1900)"", ""New York City Metropolitan Area (1717)"", ""Los Angeles Metropolitan Area (1602)"", ""Dallas-Fort Worth Metroplex (1406)""]"
search_location,VARCHAR,scraped,swe,4318,4313,0.9988420565076425,0.0011579434923575382,26,"[""San Francisco Bay Area (697)"", ""Washington DC Metro Area (417)"", ""New York City Metropolitan Area (362)"", ""Seattle Metro Area, WA (290)"", ""Dallas-Fort Worth Metroplex (247)""]"
work_type,VARCHAR,kaggle_arshkon,all,117644,117644,1.0,0.0,7,"[""Full-time (93533)"", ""Contract (11763)"", ""Part-time (9325)"", ""Temporary (1153)"", ""Internship (897)""]"
work_type,VARCHAR,kaggle_arshkon,swe,4639,4639,1.0,0.0,7,"[""Full-time (3299)"", ""Contract (1254)"", ""Internship (34)"", ""Part-time (26)"", ""Temporary (14)""]"
work_type,VARCHAR,kaggle_asaniczka,all,1012193,0,0.0,1.0,0,[]
work_type,VARCHAR,kaggle_asaniczka,swe,22043,0,0.0,1.0,0,[]
work_type,VARCHAR,scraped,all,26544,26544,1.0,0.0,7,"[""fulltime (22290)"", ""contract (1453)"", ""internship (1373)"", ""parttime (1089)"", ""volunteer (202)""]"
work_type,VARCHAR,scraped,swe,4318,4318,1.0,0.0,7,"[""fulltime (3750)"", ""contract (357)"", ""internship (141)"", ""volunteer (34)"", ""parttime (26)""]"
is_remote,BOOLEAN,kaggle_arshkon,all,117644,117644,1.0,0.0,1,"[""false (117644)""]"
is_remote,BOOLEAN,kaggle_arshkon,swe,4639,4639,1.0,0.0,1,"[""false (4639)""]"
is_remote,BOOLEAN,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,2,"[""false (1008600)"", ""true (3593)""]"
is_remote,BOOLEAN,kaggle_asaniczka,swe,22043,22043,1.0,0.0,2,"[""false (22042)"", ""true (1)""]"
is_remote,BOOLEAN,scraped,all,26544,26544,1.0,0.0,2,"[""false (21907)"", ""true (4637)""]"
is_remote,BOOLEAN,scraped,swe,4318,4318,1.0,0.0,2,"[""false (3230)"", ""true (1088)""]"
job_url,VARCHAR,kaggle_arshkon,all,117644,117644,1.0,0.0,117644,"[""https://www.linkedin.com/jobs/view/1014822088/?trk=jobs_biz_prem_srch (1)"", ""https://www.linkedin.com/jobs/view/103254301/?trk=jobs_biz_prem_srch (1)"", ""https://www.linkedin.com/jobs/view/103860943/?trk=jobs_biz_prem_srch (1)"", ""https://www.linkedin.com/jobs/view/1093227543/?trk=jobs_biz_prem_srch (1)"", ""https://www.linkedin.com/jobs/view/10998357/?trk=jobs_biz_prem_srch (1)""]"
job_url,VARCHAR,kaggle_arshkon,swe,4639,4639,1.0,0.0,4639,"[""https://www.linkedin.com/jobs/view/133130219/?trk=jobs_biz_prem_srch (1)"", ""https://www.linkedin.com/jobs/view/175485704/?trk=jobs_biz_prem_srch (1)"", ""https://www.linkedin.com/jobs/view/2234533717/?trk=jobs_biz_prem_srch (1)"", ""https://www.linkedin.com/jobs/view/2269442456/?trk=jobs_biz_prem_srch (1)"", ""https://www.linkedin.com/jobs/view/3475933396/?trk=jobs_biz_prem_srch (1)""]"
job_url,VARCHAR,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,1012193,"[""https://ae.linkedin.com/jobs/view/duty-engineer-at-arjaan-hotel-apartments-by-r\u2026 (1)"", ""https://ae.linkedin.com/jobs/view/eau-fire-life-safety-engineer-m-f-at-socotec-\u2026 (1)"", ""https://ae.linkedin.com/jobs/view/electrician-at-m%C3%B6venpick-hotels-resorts-\u2026 (1)"", ""https://ae.linkedin.com/jobs/view/entertainment-manager-f-b-at-apt-resources-re\u2026 (1)"", ""https://ae.linkedin.com/jobs/view/evs-operator-at-sundus-recruitment-and-outsou\u2026 (1)""]"
job_url,VARCHAR,kaggle_asaniczka,swe,22043,22043,1.0,0.0,22043,"[""https://ae.linkedin.com/jobs/view/software-test-engineer-at-parisima-talent-379\u2026 (1)"", ""https://ca.linkedin.com/jobs/view/front-end-developer-at-limelight-software-379\u2026 (1)"", ""https://ca.linkedin.com/jobs/view/senior-software-development-engineer-amazon-s\u2026 (1)"", ""https://ca.linkedin.com/jobs/view/senior-software-development-engineer-eventbri\u2026 (1)"", ""https://ca.linkedin.com/jobs/view/senior-software-engineer-c-coding-networking-\u2026 (1)""]"
job_url,VARCHAR,scraped,all,26544,26544,1.0,0.0,26544,"[""https://www.linkedin.com/jobs/view/3196665688 (1)"", ""https://www.linkedin.com/jobs/view/3197654586 (1)"", ""https://www.linkedin.com/jobs/view/3421399487 (1)"", ""https://www.linkedin.com/jobs/view/3507634980 (1)"", ""https://www.linkedin.com/jobs/view/3696371940 (1)""]"
job_url,VARCHAR,scraped,swe,4318,4318,1.0,0.0,4318,"[""https://www.linkedin.com/jobs/view/3196665688 (1)"", ""https://www.linkedin.com/jobs/view/3736674638 (1)"", ""https://www.linkedin.com/jobs/view/3784029352 (1)"", ""https://www.linkedin.com/jobs/view/3848834439 (1)"", ""https://www.linkedin.com/jobs/view/3875730538 (1)""]"
skills_raw,VARCHAR,kaggle_arshkon,all,117644,2157,0.018334976709394445,0.9816650232906056,1985,"[""Optometry, Contact Lenses, Glaucoma, Ocular Disease, Eye Exams, Cataract, Low V\u2026 (19)"", ""This position requires the following skills: Advocacy, Community Outreach, CSR \u2026 (19)"", ""This position requires the following skills: Accounting (14)"", ""This position requires the following skills: Community Outreach, CSR / Voluntee\u2026 (8)"", ""This position requires the following skills: Customer Service, Multi-Tasking, N\u2026 (8)""]"
skills_raw,VARCHAR,kaggle_arshkon,swe,4639,60,0.012933821944384565,0.9870661780556155,58,"[""J2EE , Java , AWS (2)"", ""Python (2)"", ""AWS,CI/CD,Terraform,Disaster Recover ,SRE ,Grafana, Splunk, Dynatrace (1)"", ""Android Development,Android,Kotlin,Java,SDK,Android SDK,Mobile development,Mobi\u2026 (1)"", ""BPM , Java , Appian (1)""]"
skills_raw,VARCHAR,kaggle_asaniczka,all,1012193,1009800,0.9976358263690818,0.0023641736309182315,1004731,"[""Front Counter, DriveThru, Outside Order Taker, Runner, Dining Room Attendant, D\u2026 (139)"", ""Front Counter, DriveThru, Outside Order Taker, Runner, Dining Room Attendant, D\u2026 (96)"", ""Communication, Collaboration, Holds Self Accountable, Solution Oriented, People\u2026 (89)"", ""VolunteerMatch, LinkedIn for Good (68)"", ""Leadership, Training, Coaching, Development, Customer Service, Merchandising, P\u2026 (61)""]"
skills_raw,VARCHAR,kaggle_asaniczka,swe,22043,22022,0.9990473166084471,0.0009526833915528554,21999,"[""Backend engineering, Fullstack engineering, Infrastructure engineering, Platfor\u2026 (5)"", ""DevOps Engineering, Cloud Native technologies, Amazon Web Services, Microsoft A\u2026 (3)"", ""Java, Python, SQL, Node, Go, Scala, RDBMS, NoSQL, Docker, Kubernetes, AWS, Agil\u2026 (3)"", ""Python, Bash scripting, Data manipulation, Test scripting, Linux environments, \u2026 (3)"", ""AWS, Cassandra, C++, Data Processing, Docker, Envoy, Go, Hadoop, Hive, Java, Ka\u2026 (2)""]"
skills_raw,VARCHAR,scraped,all,26544,0,0.0,1.0,0,[]
skills_raw,VARCHAR,scraped,swe,4318,0,0.0,1.0,0,[]
asaniczka_skills,VARCHAR,kaggle_arshkon,all,117644,0,0.0,1.0,0,[]
asaniczka_skills,VARCHAR,kaggle_arshkon,swe,4639,0,0.0,1.0,0,[]
asaniczka_skills,VARCHAR,kaggle_asaniczka,all,1012193,1009800,0.9976358263690818,0.0023641736309182315,1004731,"[""Front Counter, DriveThru, Outside Order Taker, Runner, Dining Room Attendant, D\u2026 (139)"", ""Front Counter, DriveThru, Outside Order Taker, Runner, Dining Room Attendant, D\u2026 (96)"", ""Communication, Collaboration, Holds Self Accountable, Solution Oriented, People\u2026 (89)"", ""VolunteerMatch, LinkedIn for Good (68)"", ""Leadership, Training, Coaching, Development, Customer Service, Merchandising, P\u2026 (61)""]"
asaniczka_skills,VARCHAR,kaggle_asaniczka,swe,22043,22022,0.9990473166084471,0.0009526833915528554,21999,"[""Backend engineering, Fullstack engineering, Infrastructure engineering, Platfor\u2026 (5)"", ""DevOps Engineering, Cloud Native technologies, Amazon Web Services, Microsoft A\u2026 (3)"", ""Java, Python, SQL, Node, Go, Scala, RDBMS, NoSQL, Docker, Kubernetes, AWS, Agil\u2026 (3)"", ""Python, Bash scripting, Data manipulation, Test scripting, Linux environments, \u2026 (3)"", ""AWS, Cassandra, C++, Data Processing, Docker, Envoy, Go, Hadoop, Hive, Java, Ka\u2026 (2)""]"
asaniczka_skills,VARCHAR,scraped,all,26544,0,0.0,1.0,0,[]
asaniczka_skills,VARCHAR,scraped,swe,4318,0,0.0,1.0,0,[]
company_id_kaggle,DOUBLE,kaggle_arshkon,all,117644,115963,0.9857111284893407,0.014288871510659273,24395,"[""167757.0 (985)"", ""53345529.0 (641)"", ""4128.0 (524)"", ""2152.0 (514)"", ""1419.0 (452)""]"
company_id_kaggle,DOUBLE,kaggle_arshkon,swe,4639,4598,0.9911618883380039,0.008838111661996106,2148,"[""96139831.0 (163)"", ""1419.0 (115)"", ""6849.0 (61)"", ""4787.0 (52)"", ""5887.0 (36)""]"
company_id_kaggle,DOUBLE,kaggle_asaniczka,all,1012193,0,0.0,1.0,0,[]
company_id_kaggle,DOUBLE,kaggle_asaniczka,swe,22043,0,0.0,1.0,0,[]
company_id_kaggle,DOUBLE,scraped,all,26544,0,0.0,1.0,0,[]
company_id_kaggle,DOUBLE,scraped,swe,4318,0,0.0,1.0,0,[]
posting_age_days,DOUBLE,kaggle_arshkon,all,117644,0,0.0,1.0,0,[]
posting_age_days,DOUBLE,kaggle_arshkon,swe,4639,0,0.0,1.0,0,[]
posting_age_days,DOUBLE,kaggle_asaniczka,all,1012193,0,0.0,1.0,0,[]
posting_age_days,DOUBLE,kaggle_asaniczka,swe,22043,0,0.0,1.0,0,[]
posting_age_days,DOUBLE,scraped,all,26544,119,0.004483122362869198,0.9955168776371308,2,"[""1.0 (106)"", ""0.0 (13)""]"
posting_age_days,DOUBLE,scraped,swe,4318,4,0.0009263547938860583,0.999073645206114,1,"[""1.0 (4)""]"
is_aggregator,BOOLEAN,kaggle_arshkon,all,117644,117644,1.0,0.0,2,"[""false (112843)"", ""true (4801)""]"
is_aggregator,BOOLEAN,kaggle_arshkon,swe,4639,4639,1.0,0.0,2,"[""false (4085)"", ""true (554)""]"
is_aggregator,BOOLEAN,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,2,"[""false (951092)"", ""true (61101)""]"
is_aggregator,BOOLEAN,kaggle_asaniczka,swe,22043,22043,1.0,0.0,2,"[""false (15892)"", ""true (6151)""]"
is_aggregator,BOOLEAN,scraped,all,26544,26544,1.0,0.0,2,"[""false (23792)"", ""true (2752)""]"
is_aggregator,BOOLEAN,scraped,swe,4318,4318,1.0,0.0,2,"[""false (3625)"", ""true (693)""]"
real_employer,VARCHAR,kaggle_arshkon,all,117644,321,0.002728570942844514,0.9972714290571555,223,"[""a boutique Accounting Advisory firm (13)"", ""General Motors (11)"", ""Epsilon (10)"", ""System One (9)"", ""NBC Universal (6)""]"
real_employer,VARCHAR,kaggle_arshkon,swe,4639,43,0.009269239060142272,0.9907307609398577,37,"[""System One (4)"", ""Northrop Grumman (2)"", ""Overture Partners (2)"", ""Pinterest (2)"", ""Acro Service Corp (1)""]"
real_employer,VARCHAR,kaggle_asaniczka,all,1012193,21362,0.02110467074955073,0.9788953292504493,1081,"[""Great Clips (6752)"", ""DISH (3608)"", ""Capital One (3349)"", ""Intuit (484)"", ""Wegmans Food Markets (356)""]"
real_employer,VARCHAR,kaggle_asaniczka,swe,22043,2244,0.10180102526879281,0.8981989747312071,125,"[""Capital One (1621)"", ""We are deploying software-defined (196)"", ""Commitment Full-time (189)"", ""FIS (23)"", ""MassMutual (22)""]"
real_employer,VARCHAR,scraped,all,26544,1162,0.04377637130801688,0.9562236286919831,595,"[""Amazon (18)"", ""Compass Group (14)"", ""Cynet Systems (14)"", ""Cisco (11)"", ""Elevance Health (11)""]"
real_employer,VARCHAR,scraped,swe,4318,275,0.06368689207966652,0.9363131079203335,186,"[""SkillStorm (7)"", ""Lockheed Martin Corporation (6)"", ""TWO95 International (6)"", ""Amazon (4)"", ""Ampcus Inc (4)""]"
company_name_effective,VARCHAR,kaggle_arshkon,all,117644,115961,0.9856941280473293,0.014305871952670746,24520,"[""The Job Network (985)"", ""Liberty Healthcare and Rehabilitation Services (641)"", ""Lowe's Companies, Inc. (524)"", ""TEKsystems (511)"", ""Capital One (453)""]"
company_name_effective,VARCHAR,kaggle_arshkon,swe,4639,4598,0.9911618883380039,0.008838111661996106,2174,"[""DataAnnotation (163)"", ""Capital One (115)"", ""Apex Systems (52)"", ""Motion Recruitment (36)"", ""Amazon (32)""]"
company_name_effective,VARCHAR,kaggle_asaniczka,all,1012193,1012187,0.9999940722767299,5.927723270127139e-06,68527,"[""Health eCareers (30030)"", ""TravelNurseSource (10688)"", ""Dollar General (9780)"", ""PracticeLink (8888)"", ""ClearanceJobs (7733)""]"
company_name_effective,VARCHAR,kaggle_asaniczka,swe,22043,22043,1.0,0.0,4767,"[""Recruiting from Scratch (1699)"", ""Capital One (1678)"", ""ClearanceJobs (817)"", ""ClickJobs.io (481)"", ""Northrop Grumman (291)""]"
company_name_effective,VARCHAR,scraped,all,26544,26544,1.0,0.0,7916,"[""Deloitte (422)"", ""Jobs via Dice (320)"", ""PwC (276)"", ""Google (227)"", ""Amazon (225)""]"
company_name_effective,VARCHAR,scraped,swe,4318,4318,1.0,0.0,1592,"[""Jobs via Dice (132)"", ""Google (70)"", ""YO IT Consulting (68)"", ""Deloitte (64)"", ""PwC (64)""]"
description_core,VARCHAR,kaggle_arshkon,all,117644,117644,1.0,0.0,105232,"[""Position Summary: Our Sales Manager has managing partnerresponsibilities for a \u2026 (287)"", ""Store Family Dollar  General Summary:  Work where you love to shop! Family Doll\u2026 (134)"", ""Store Dollar Tree  Work where you love to shop! Dollar Tree is hiring in your n\u2026 (104)"", ""Your time. Your Goals. What is DoorDash Available in over 4,000 cities in the U\u2026 (101)"", ""Claire's - A Career that's always in style  Part-Time Manager/3rd Key Holder Op\u2026 (96)""]"
description_core,VARCHAR,kaggle_arshkon,swe,4639,4639,1.0,0.0,4284,"[""Software Developer (Contract) DataAnnotation is committed to creating quality A\u2026 (37)"", ""DataAnnotation is committed to creating quality AI. Join our team to help train\u2026 (32)"", ""DataAnnotation is committed to creating quality AI. Join our team to help train\u2026 (31)"", ""DataAnnotation is committed to creating quality AI. Join our team to help train\u2026 (31)"", ""DataAnnotation is committed to creating quality AI. Join our team to help train\u2026 (28)""]"
description_core,VARCHAR,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,744034,"[""Compensation Information $0.0 / - $0.0 / Starting At: 0.0 Up To: 0.0 (5630)"", ""Dollar General Corporation has been delivering value to shoppers for more than \u2026 (2884)"", ""Are you looking for a job that offers more responsibility, more pay, and more o\u2026 (2457)"", ""This job posting is for a position in a restaurant owned and operated by an ind\u2026 (2414)"", ""Store Family Dollar Family Dollar is seeking motivated individuals to support o\u2026 (2328)""]"
description_core,VARCHAR,kaggle_asaniczka,swe,22043,22043,1.0,0.0,16060,"[""Company Description Jobs for Humanity is partnering with Capital One to build a\u2026 (255)"", ""We are deploying software-defined, autonomous metal 3D printing factories aroun\u2026 (196)"", ""We are looking for a talented Server Infrastructure Engineer to join our multi-\u2026 (173)"", ""This is for a client of Recruiting from Scratch. Who is Recruiting from Scratch\u2026 (129)"", ""Build Design evaluation experimentation, and monitoring processes for ML Engine\u2026 (121)""]"
description_core,VARCHAR,scraped,all,26544,26544,1.0,0.0,22494,"[""**Work Mode:**   Remote  **Engagement Type:**   Independent Contractor  **Sched\u2026 (57)"", ""**Sr. Digital Loyalty Account Specialist - Remote**  Be a part of a revolutiona\u2026 (56)"", ""**Problem-solving with a purpose.**  As a Technical Solutions Engineer at Epic,\u2026 (37)"", ""**AI Engineer**  **Senior Consultant**  Our Deloitte Human Capital team transfo\u2026 (34)"", ""At Jacobs, we're challenging today to reinvent tomorrow by solving the world's \u2026 (33)""]"
description_core,VARCHAR,scraped,swe,4318,4318,1.0,0.0,3575,"[""**Work Mode:**   Remote  **Engagement Type:**   Independent Contractor  **Sched\u2026 (57)"", ""**AI Engineer**  **Senior Consultant**  Our Deloitte Human Capital team transfo\u2026 (34)"", ""Recruiting for this role ends on August 30, 2026  **Work You'll Do:**  The  **A\u2026 (28)"", ""**About Us:**    Based in San Francisco, California, Turing is the world\u2019s lead\u2026 (26)"", ""Help train the world\u2019s best AI coding models  **About Turing**    Turing is SF-\u2026 (26)""]"
core_length,DOUBLE,kaggle_arshkon,all,117644,117644,1.0,0.0,9001,"[""3392.0 (310)"", ""2737.0 (159)"", ""2051.0 (143)"", ""1601.0 (133)"", ""3559.0 (121)""]"
core_length,DOUBLE,kaggle_arshkon,swe,4639,4639,1.0,0.0,2983,"[""1226.0 (64)"", ""1194.0 (39)"", ""1163.0 (31)"", ""1222.0 (31)"", ""5940.0 (11)""]"
core_length,DOUBLE,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,14442,"[""68.0 (5632)"", ""3578.0 (3385)"", ""3597.0 (2990)"", ""1754.0 (2632)"", ""3683.0 (2621)""]"
core_length,DOUBLE,kaggle_asaniczka,swe,22043,22043,1.0,0.0,5860,"[""550.0 (258)"", ""3256.0 (198)"", ""2301.0 (176)"", ""2530.0 (133)"", ""2592.0 (126)""]"
core_length,DOUBLE,scraped,all,26544,26544,1.0,0.0,7686,"[""3518.0 (74)"", ""2797.0 (64)"", ""2272.0 (59)"", ""3482.0 (54)"", ""2123.0 (40)""]"
core_length,DOUBLE,scraped,swe,4318,4318,1.0,0.0,2757,"[""2797.0 (57)"", ""7391.0 (34)"", ""7820.0 (30)"", ""7855.0 (28)"", ""3242.0 (26)""]"
boilerplate_flag,VARCHAR,kaggle_arshkon,all,117644,117644,1.0,0.0,4,"[""ok (61797)"", ""under_removed (53058)"", ""over_removed (2541)"", ""empty_core (248)""]"
boilerplate_flag,VARCHAR,kaggle_arshkon,swe,4639,4639,1.0,0.0,4,"[""under_removed (2558)"", ""ok (2039)"", ""over_removed (38)"", ""empty_core (4)""]"
boilerplate_flag,VARCHAR,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,4,"[""under_removed (515744)"", ""ok (434420)"", ""over_removed (61671)"", ""empty_core (358)""]"
boilerplate_flag,VARCHAR,kaggle_asaniczka,swe,22043,22043,1.0,0.0,4,"[""ok (10165)"", ""under_removed (9354)"", ""over_removed (2505)"", ""empty_core (19)""]"
boilerplate_flag,VARCHAR,scraped,all,26544,26544,1.0,0.0,4,"[""ok (17694)"", ""under_removed (8707)"", ""over_removed (142)"", ""empty_core (1)""]"
boilerplate_flag,VARCHAR,scraped,swe,4318,4318,1.0,0.0,3,"[""ok (2649)"", ""under_removed (1650)"", ""over_removed (19)""]"
company_name_canonical,VARCHAR,kaggle_arshkon,all,117644,115961,0.9856941280473293,0.014305871952670746,24403,"[""The Job Network (985)"", ""Liberty Healthcare and Rehabilitation Services (641)"", ""Lowe's Companies, Inc. (524)"", ""TEKsystems (512)"", ""Capital One (453)""]"
company_name_canonical,VARCHAR,kaggle_arshkon,swe,4639,4598,0.9911618883380039,0.008838111661996106,2170,"[""DataAnnotation (163)"", ""Capital One (115)"", ""Apex Systems (52)"", ""Motion Recruitment (36)"", ""Amazon (32)""]"
company_name_canonical,VARCHAR,kaggle_asaniczka,all,1012193,1012187,0.9999940722767299,5.927723270127139e-06,67813,"[""Health eCareers (30030)"", ""TravelNurseSource (10688)"", ""Dollar General (9780)"", ""PracticeLink (8888)"", ""ClearanceJobs (7733)""]"
company_name_canonical,VARCHAR,kaggle_asaniczka,swe,22043,22043,1.0,0.0,4731,"[""Recruiting from Scratch (1699)"", ""Capital One (1678)"", ""ClearanceJobs (817)"", ""ClickJobs.io (481)"", ""Northrop Grumman (291)""]"
company_name_canonical,VARCHAR,scraped,all,26544,26544,1.0,0.0,7852,"[""Deloitte (422)"", ""Jobs via Dice (320)"", ""PricewaterhouseCoopers (276)"", ""Google (231)"", ""Amazon (225)""]"
company_name_canonical,VARCHAR,scraped,swe,4318,4318,1.0,0.0,1579,"[""Jobs via Dice (132)"", ""Google (72)"", ""YO IT Consulting (68)"", ""Deloitte (64)"", ""PricewaterhouseCoopers (64)""]"
company_name_canonical_method,VARCHAR,kaggle_arshkon,all,117644,117644,1.0,0.0,4,"[""passthrough (116870)"", ""exact_normalized (409)"", ""alias (226)"", ""fuzzy (139)""]"
company_name_canonical_method,VARCHAR,kaggle_arshkon,swe,4639,4639,1.0,0.0,4,"[""passthrough (4604)"", ""exact_normalized (28)"", ""fuzzy (5)"", ""alias (2)""]"
company_name_canonical_method,VARCHAR,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,4,"[""passthrough (1006081)"", ""alias (3099)"", ""exact_normalized (2131)"", ""fuzzy (882)""]"
company_name_canonical_method,VARCHAR,kaggle_asaniczka,swe,22043,22043,1.0,0.0,3,"[""passthrough (21859)"", ""exact_normalized (115)"", ""alias (69)""]"
company_name_canonical_method,VARCHAR,scraped,all,26544,26544,1.0,0.0,4,"[""passthrough (25397)"", ""exact_normalized (552)"", ""alias (535)"", ""fuzzy (60)""]"
company_name_canonical_method,VARCHAR,scraped,swe,4318,4318,1.0,0.0,4,"[""passthrough (4067)"", ""alias (130)"", ""exact_normalized (119)"", ""fuzzy (2)""]"
is_multi_location,BOOLEAN,kaggle_arshkon,all,117644,117644,1.0,0.0,2,"[""false (105736)"", ""true (11908)""]"
is_multi_location,BOOLEAN,kaggle_arshkon,swe,4639,4639,1.0,0.0,2,"[""false (4193)"", ""true (446)""]"
is_multi_location,BOOLEAN,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,2,"[""false (779024)"", ""true (233169)""]"
is_multi_location,BOOLEAN,kaggle_asaniczka,swe,22043,22043,1.0,0.0,2,"[""false (15479)"", ""true (6564)""]"
is_multi_location,BOOLEAN,scraped,all,26544,26544,1.0,0.0,2,"[""false (21428)"", ""true (5116)""]"
is_multi_location,BOOLEAN,scraped,swe,4318,4318,1.0,0.0,2,"[""false (3366)"", ""true (952)""]"
is_swe,BOOLEAN,kaggle_arshkon,all,117644,117644,1.0,0.0,2,"[""false (113005)"", ""true (4639)""]"
is_swe,BOOLEAN,kaggle_arshkon,swe,4639,4639,1.0,0.0,1,"[""true (4639)""]"
is_swe,BOOLEAN,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,2,"[""false (990150)"", ""true (22043)""]"
is_swe,BOOLEAN,kaggle_asaniczka,swe,22043,22043,1.0,0.0,1,"[""true (22043)""]"
is_swe,BOOLEAN,scraped,all,26544,26544,1.0,0.0,2,"[""false (22226)"", ""true (4318)""]"
is_swe,BOOLEAN,scraped,swe,4318,4318,1.0,0.0,1,"[""true (4318)""]"
is_swe_adjacent,BOOLEAN,kaggle_arshkon,all,117644,117644,1.0,0.0,2,"[""false (116264)"", ""true (1380)""]"
is_swe_adjacent,BOOLEAN,kaggle_arshkon,swe,4639,4639,1.0,0.0,1,"[""false (4639)""]"
is_swe_adjacent,BOOLEAN,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,2,"[""false (1005755)"", ""true (6438)""]"
is_swe_adjacent,BOOLEAN,kaggle_asaniczka,swe,22043,22043,1.0,0.0,1,"[""false (22043)""]"
is_swe_adjacent,BOOLEAN,scraped,all,26544,26544,1.0,0.0,2,"[""false (25961)"", ""true (583)""]"
is_swe_adjacent,BOOLEAN,scraped,swe,4318,4318,1.0,0.0,1,"[""false (4318)""]"
swe_confidence,DOUBLE,kaggle_arshkon,all,117644,117644,1.0,0.0,10269,"[""0.0 (89848)"", ""1.0 (11300)"", ""0.85 (605)"", ""0.9 (563)"", ""0.5814323425292969 (138)""]"
