company_name_canonical,mean_sig_2024,mean_sig_2026,n_2024,n_2026,sig_delta
"Metasys Technologies, Inc.",0.3011141222523336,0.10627411738332349,6.0,7.0,-0.1948400048690101
Motion Recruitment,0.504975621372563,0.3078536620482118,124.0,238.0,-0.19712195932435123
Capgemini,0.42649168506185875,0.22878029432789085,23.0,143.0,-0.1977113907339679
Shield AI,0.5858094523081441,0.3864812880940514,12.0,11.0,-0.19932816421409266
Ring,0.5208067806146958,0.31734210882414937,5.0,8.0,-0.2034646717905464
SciTec,0.5594164884278355,0.3533069099870831,8.0,14.0,-0.20610957844075245
STR,0.37720210675280585,0.17106351048718213,8.0,23.0,-0.20613859626562372
Bristol Myers Squibb,0.4160743782046001,0.20769752703468128,8.0,9.0,-0.2083768511699188
"Veridian Tech Solutions, Inc.",0.4,0.16403438399233758,5.0,9.0,-0.23596561600766244
FanDuel,0.354334548247574,0.11491291817671918,5.0,15.0,-0.23942163007085482
OSI Engineering,0.6898384799472032,0.44879590610173237,6.0,17.0,-0.2410425738454708
Capgemini Engineering,0.6064134070901622,0.360068854726035,17.0,7.0,-0.24634455236412722
Bowman Williams,0.2585787411489551,0.0,51.0,5.0,-0.2585787411489551
Amentum,0.3781638990726195,0.11889106988304661,9.0,18.0,-0.2592728291895729
Apexon,0.7035908719442536,0.4397040622037312,9.0,10.0,-0.2638868097405224
NBCUniversal,0.5928034861164171,0.3158946414569223,7.0,12.0,-0.2769088446594948
LTIMindtree,0.4812168007496474,0.18143129818067927,14.0,17.0,-0.29978550256896813
Talener,0.587110745942769,0.2869416756482696,6.0,7.0,-0.3001690702944994
Ztek Consulting,0.5586759193862413,0.23033271129584915,5.0,17.0,-0.32834320809039214
Phaxis,0.7898631151931517,0.44555737131169737,10.0,10.0,-0.3443057438814543
The Intersect Group,0.5298499272956734,0.1725535058868392,5.0,5.0,-0.35729642140883416
Michael Page,0.9847973852108917,0.5842814692756754,6.0,6.0,-0.4005159159352163
Agoda,0.8051218011632905,0.4022322540972312,11.0,26.0,-0.4028895470660593
"Yoh, A Day & Zimmermann Company",0.46650143890731516,0.06220863721618669,6.0,37.0,-0.40429280169112847
Radley James,0.9324173263327399,0.47988070701727753,7.0,10.0,-0.45253661931546235
Macquarie Group,0.8817085777821504,0.42066374982774823,5.0,5.0,-0.46104482795440216
Draper,0.5656111295089081,0.09359939192284185,17.0,22.0,-0.4720117375860663
Freeform,0.816817267906301,0.3077556965812913,7.0,12.0,-0.5090615713250097
MetroStar,0.6653063382774894,0.1353131434384303,6.0,45.0,-0.5299931948390592
Procore Technologies,0.84575012941825,0.27261885644708705,8.0,22.0,-0.573131272971163
IPolarity,0.7070810445825201,0.0,6.0,5.0,-0.7070810445825201
Avid Technology Professionals,0.9770740008709429,0.048861526434085804,8.0,12.0,-0.9282124744368571
Wipro,1.1638744285578344,0.20978842021323854,18.0,22.0,-0.9540860083445959
