company_name_canonical,n_2024_arshkon,n_2024_asaniczka,n_2024_pooled,n_2026,is_aggregator,is_entry_specialist,strategy_cluster,panel_type
SAIC,10.0,36.0,46.0,32.0,True,False,traditional_hold,arshkon_min5
ServiceNow,10.0,0.0,10.0,19.0,False,False,ai_forward_scope_inflator,arshkon_min5
The Walt Disney Company,5.0,46.0,51.0,69.0,False,False,scope_inflator,arshkon_min5
Compunnel Inc.,26.0,22.0,48.0,43.0,True,False,traditional_hold,arshkon_min5
Open Systems Technologies,31.0,16.0,47.0,18.0,False,False,scope_inflator,arshkon_min5
Matlen Silver,5.0,7.0,12.0,29.0,True,False,mixed_change_1,arshkon_min5
Adobe,9.0,9.0,18.0,138.0,False,False,mixed_change_2,arshkon_min5
TikTok,14.0,1.0,15.0,161.0,False,True,mixed_change_1,arshkon_min5
Mindlance,5.0,1.0,6.0,28.0,True,False,traditional_hold,arshkon_min5
Deloitte,22.0,0.0,22.0,62.0,False,False,ai_forward_scope_inflator,arshkon_min5
OSI Engineering,6.0,0.0,6.0,17.0,True,False,mixed_change_1,arshkon_min5
"VMC Soft Technologies, Inc",6.0,0.0,6.0,15.0,False,False,scope_inflator,arshkon_min5
Selby Jennings,11.0,22.0,33.0,19.0,False,False,scope_inflator,arshkon_min5
Wells Fargo,16.0,21.0,37.0,327.0,False,False,scope_inflator,arshkon_min5
HTC Global Services,7.0,14.0,21.0,24.0,False,False,scope_inflator,arshkon_min5
EPITEC,11.0,5.0,16.0,37.0,False,False,traditional_hold,arshkon_min5
TekWissen ®,8.0,15.0,23.0,5.0,False,False,mixed_change_1,arshkon_min5
JPMorgan Chase & Co.,12.0,0.0,12.0,680.0,False,False,scope_inflator,arshkon_min5
Centraprise,14.0,3.0,17.0,28.0,True,False,mixed_change_1,arshkon_min5
Macquarie Group,5.0,0.0,5.0,5.0,False,True,ai_forward_scope_inflator,arshkon_min5
Procore Technologies,8.0,0.0,8.0,22.0,False,False,mixed_change_1,arshkon_min5
ApTask,7.0,0.0,7.0,5.0,True,False,ai_forward_scope_inflator,arshkon_min5
Leidos,13.0,56.0,69.0,258.0,True,False,mixed_change_2,arshkon_min5
Amazon Web Services (AWS),12.0,97.0,109.0,376.0,False,True,scope_inflator,arshkon_min5
Tata Consultancy Services,39.0,33.0,72.0,142.0,True,False,scope_inflator,arshkon_min5
Akkodis,25.0,19.0,44.0,76.0,True,False,mixed_change_1,arshkon_min5
Actalent,23.0,16.0,39.0,276.0,True,False,scope_inflator,arshkon_min5
Randstad Digital Americas,7.0,0.0,7.0,117.0,True,False,traditional_hold,arshkon_min5
NBCUniversal,5.0,2.0,7.0,12.0,False,False,mixed_change_1,arshkon_min5
MITRE,5.0,2.0,7.0,14.0,False,False,mixed_change_1,arshkon_min5
"Zillion Technologies, Inc.",5.0,0.0,5.0,7.0,False,False,mixed_change_1,arshkon_min5
Robert Half,20.0,34.0,54.0,98.0,True,False,scope_inflator,arshkon_min5
BLUE ORIGIN,7.0,99.0,106.0,91.0,False,False,traditional_hold,arshkon_min5
Photon,13.0,37.0,50.0,18.0,True,False,traditional_hold,arshkon_min5
AT&T,8.0,1.0,9.0,25.0,False,False,traditional_hold,arshkon_min5
Talent Groups,15.0,4.0,19.0,31.0,True,False,scope_inflator,arshkon_min5
System One,5.0,3.0,8.0,45.0,True,False,scope_inflator,arshkon_min5
Google,15.0,18.0,33.0,820.0,False,False,mixed_change_1,arshkon_min5
General Motors,14.0,0.0,14.0,191.0,True,False,mixed_change_1,arshkon_min5
"Softworld, a Kelly Company",7.0,2.0,9.0,6.0,False,False,mixed_change_1,arshkon_min5
Collabera,14.0,4.0,18.0,26.0,True,False,scope_inflator,arshkon_min5
Microsoft,19.0,1.0,20.0,418.0,True,False,traditional_hold,arshkon_min5
Capital One,52.0,658.0,710.0,247.0,True,False,traditional_hold,arshkon_min5
Mastech Digital,7.0,9.0,16.0,31.0,True,False,traditional_hold,arshkon_min5
Aditi Consulting,8.0,20.0,28.0,36.0,True,False,mixed_change_2,arshkon_min5
Russell Tobin,5.0,7.0,12.0,17.0,False,False,mixed_change_1,arshkon_min5
Dexian,7.0,5.0,12.0,41.0,False,False,traditional_hold,arshkon_min5
NLB Services,9.0,0.0,9.0,29.0,False,False,scope_inflator,arshkon_min5
State Street,6.0,0.0,6.0,11.0,False,False,ai_forward_scope_inflator,arshkon_min5
"Zodiac Solutions, Inc",8.0,0.0,8.0,7.0,True,False,mixed_change_1,arshkon_min5
VySystems,5.0,1.0,6.0,15.0,False,False,traditional_hold,arshkon_min5
"Metasys Technologies, Inc.",6.0,0.0,6.0,7.0,True,False,traditional_hold,arshkon_min5
FIS,6.0,54.0,60.0,16.0,True,False,traditional_hold_2,pooled_min5
L3Harris Technologies,1.0,69.0,70.0,60.0,True,False,mixed_change,pooled_min5
Walmart,2.0,170.0,172.0,245.0,False,False,traditional_hold_1,pooled_min5
Robinhood,5.0,4.0,9.0,24.0,False,False,mixed_change,pooled_min5
Eliassen Group,12.0,6.0,18.0,39.0,True,False,scope_inflator,pooled_min5
"TalentBurst, an Inc 5000 company",1.0,5.0,6.0,23.0,False,False,traditional_hold_2,pooled_min5
"Kelly Science, Engineering, Technology & Telecom",1.0,11.0,12.0,6.0,False,False,mixed_change,pooled_min5
IPolarity,1.0,5.0,6.0,5.0,False,False,scope_inflator,pooled_min5
"Pyramid Consulting, Inc",7.0,1.0,8.0,25.0,True,False,scope_inflator,pooled_min5
Prudential Financial,1.0,10.0,11.0,14.0,False,True,traditional_hold_1,pooled_min5
New York Technology Partners,3.0,2.0,5.0,74.0,True,False,traditional_hold_2,pooled_min5
Prime Video & Amazon MGM Studios,0.0,7.0,7.0,10.0,False,True,traditional_hold_1,pooled_min5
Fiserv,0.0,9.0,9.0,15.0,False,False,scope_inflator,pooled_min5
Damco Solutions,1.0,11.0,12.0,5.0,True,False,scope_inflator,pooled_min5
Insight Global,25.0,36.0,61.0,141.0,True,False,traditional_hold_2,pooled_min5
Optomi,6.0,3.0,9.0,23.0,False,False,traditional_hold_2,pooled_min5
Recruiting from Scratch,0.0,38.0,38.0,7.0,True,False,traditional_hold_1,pooled_min5
Genpact,1.0,11.0,12.0,5.0,False,False,scope_inflator,pooled_min5
InfoVision Inc.,2.0,6.0,8.0,19.0,True,False,traditional_hold_1,pooled_min5
Ledgent Technology,9.0,8.0,17.0,37.0,True,False,scope_inflator,pooled_min5
Synechron,15.0,14.0,29.0,68.0,True,False,scope_inflator,pooled_min5
MetroStar,0.0,6.0,6.0,45.0,False,False,traditional_hold_1,pooled_min5
"IDR, Inc.",4.0,9.0,13.0,30.0,True,False,scope_inflator,pooled_min5
Quantum World Technologies Inc.,8.0,6.0,14.0,12.0,True,False,traditional_hold_2,pooled_min5
WEX,6.0,2.0,8.0,21.0,False,False,traditional_hold_1,pooled_min5
American Express,6.0,1.0,7.0,18.0,True,False,ai_forward_scope_inflator,pooled_min5
Ridgeline,0.0,9.0,9.0,10.0,False,False,ai_forward_scope_inflator,pooled_min5
KPMG US,0.0,63.0,63.0,23.0,False,False,traditional_hold_2,pooled_min5
"LanceSoft, Inc.",4.0,11.0,15.0,13.0,True,False,traditional_hold_2,pooled_min5
GE HealthCare,4.0,6.0,10.0,12.0,False,False,traditional_hold_2,pooled_min5
GM Financial,1.0,5.0,6.0,20.0,False,False,mixed_change,pooled_min5
Tesla,4.0,75.0,79.0,22.0,False,False,mixed_change,pooled_min5
Stellent IT,0.0,49.0,49.0,13.0,True,False,traditional_hold_2,pooled_min5
Shield AI,0.0,12.0,12.0,11.0,False,False,traditional_hold_1,pooled_min5
Saransh Inc,2.0,27.0,29.0,13.0,False,False,traditional_hold_2,pooled_min5
Capgemini Engineering,1.0,16.0,17.0,7.0,False,False,scope_inflator,pooled_min5
Harvey Nash,4.0,1.0,5.0,6.0,False,False,mixed_change,pooled_min5
"Onyx Point, LLC.",0.0,17.0,17.0,15.0,False,False,traditional_hold_1,pooled_min5
Goliath Partners,5.0,2.0,7.0,37.0,False,True,traditional_hold_1,pooled_min5
Medtronic,2.0,26.0,28.0,24.0,False,False,scope_inflator,pooled_min5
Vanguard,0.0,19.0,19.0,18.0,False,False,traditional_hold_1,pooled_min5
Lumicity,1.0,10.0,11.0,10.0,False,False,traditional_hold_1,pooled_min5
General Dynamics Information Technology,3.0,18.0,21.0,80.0,True,False,traditional_hold_2,pooled_min5
OneTrust,0.0,8.0,8.0,8.0,False,False,traditional_hold_2,pooled_min5
CBTS,1.0,4.0,5.0,6.0,True,False,traditional_hold_2,pooled_min5
Bristol Myers Squibb,2.0,6.0,8.0,9.0,False,False,ai_forward_scope_inflator,pooled_min5
Stripe,0.0,23.0,23.0,25.0,False,False,scope_inflator,pooled_min5
Raas Infotek,7.0,2.0,9.0,33.0,True,False,traditional_hold_2,pooled_min5
Agility Partners,4.0,2.0,6.0,8.0,False,False,traditional_hold_2,pooled_min5
DivIHN Integration Inc,0.0,7.0,7.0,11.0,True,False,mixed_change,pooled_min5
"Miracle Software Systems, Inc",3.0,3.0,6.0,7.0,True,False,scope_inflator,pooled_min5
Snap Inc.,3.0,4.0,7.0,17.0,True,False,mixed_change,pooled_min5
Intuit,0.0,17.0,17.0,99.0,True,False,scope_inflator,pooled_min5
Leonardo DRS,5.0,14.0,19.0,16.0,False,False,mixed_change,pooled_min5
UST,6.0,25.0,31.0,21.0,True,False,scope_inflator,pooled_min5
Ztek Consulting,0.0,5.0,5.0,17.0,True,False,traditional_hold_2,pooled_min5
"Liberty Personnel Services, Inc.",0.0,39.0,39.0,13.0,False,False,scope_inflator,pooled_min5
"Syms Strategic Group, LLC (SSG)",0.0,118.0,118.0,32.0,False,False,ai_forward_scope_inflator,pooled_min5
Experis,26.0,18.0,44.0,72.0,True,False,traditional_hold_1,pooled_min5
Motion Recruitment,40.0,84.0,124.0,238.0,True,False,traditional_hold_2,pooled_min5
Purple Drive Technologies LLC,1.0,4.0,5.0,8.0,True,False,scope_inflator,pooled_min5
Axiom Space,1.0,4.0,5.0,12.0,True,False,scope_inflator,pooled_min5
"The Swift Group, LLC",0.0,5.0,5.0,32.0,False,False,scope_inflator,pooled_min5
Visa,5.0,12.0,17.0,73.0,False,False,traditional_hold_2,pooled_min5
CGI,8.0,15.0,23.0,88.0,True,False,scope_inflator,pooled_min5
Inceed,1.0,6.0,7.0,7.0,False,False,traditional_hold_2,pooled_min5
Flex,0.0,6.0,6.0,8.0,False,False,traditional_hold_2,pooled_min5
SPAR Information Systems LLC,2.0,6.0,8.0,9.0,True,False,traditional_hold_1,pooled_min5
My3Tech,0.0,5.0,5.0,7.0,False,False,traditional_hold_2,pooled_min5
ECS,1.0,6.0,7.0,28.0,False,False,traditional_hold_2,pooled_min5
Bose Corporation,0.0,8.0,8.0,5.0,False,False,traditional_hold_1,pooled_min5
"Akraya, Inc.",2.0,3.0,5.0,13.0,False,False,traditional_hold_1,pooled_min5
Teradyne,1.0,4.0,5.0,34.0,False,False,traditional_hold_1,pooled_min5
Equifax,4.0,1.0,5.0,30.0,False,False,traditional_hold_1,pooled_min5
Thermo Fisher Scientific,6.0,0.0,6.0,8.0,True,False,traditional_hold_2,pooled_min5
Ehub Global Inc,5.0,0.0,5.0,6.0,False,False,traditional_hold_2,pooled_min5
Palo Alto Networks,13.0,86.0,99.0,52.0,False,False,ai_forward_scope_inflator,pooled_min5
Brooksource,5.0,24.0,29.0,49.0,True,False,traditional_hold_2,pooled_min5
Piper Companies,16.0,8.0,24.0,110.0,False,False,traditional_hold_1,pooled_min5
Stealth Startup,3.0,2.0,5.0,44.0,False,True,traditional_hold_2,pooled_min5
General Dynamics Mission Systems,5.0,13.0,18.0,70.0,False,False,traditional_hold_2,pooled_min5
Avid Technology Professionals,0.0,8.0,8.0,12.0,False,False,traditional_hold_2,pooled_min5
Rivian,0.0,34.0,34.0,36.0,False,False,traditional_hold_1,pooled_min5
LTIMindtree,0.0,14.0,14.0,17.0,True,False,mixed_change,pooled_min5
IntePros,5.0,4.0,9.0,12.0,False,False,traditional_hold_2,pooled_min5
Truveta,0.0,10.0,10.0,6.0,False,False,traditional_hold_1,pooled_min5
HCA Healthcare,0.0,11.0,11.0,17.0,False,False,traditional_hold_2,pooled_min5
Empower Professionals,7.0,3.0,10.0,14.0,True,False,traditional_hold_2,pooled_min5
Phaxis,1.0,9.0,10.0,10.0,False,False,traditional_hold_2,pooled_min5
FastTek Global,5.0,4.0,9.0,28.0,True,False,scope_inflator,pooled_min5
Luxoft,1.0,16.0,17.0,11.0,False,False,traditional_hold_2,pooled_min5
Smart IT Frame LLC,6.0,2.0,8.0,44.0,False,False,traditional_hold_1,pooled_min5
Siemens,2.0,8.0,10.0,19.0,False,False,traditional_hold_2,pooled_min5
Freeform,0.0,7.0,7.0,12.0,False,False,traditional_hold_1,pooled_min5
Hexaware Technologies,0.0,9.0,9.0,6.0,True,False,scope_inflator,pooled_min5
DataAnnotation,8.0,0.0,8.0,71.0,True,False,traditional_hold_2,pooled_min5
SSi People,5.0,0.0,5.0,11.0,False,False,traditional_hold_2,pooled_min5
Infosys,5.0,37.0,42.0,50.0,False,False,traditional_hold_2,pooled_min5
Goldman Sachs,6.0,29.0,35.0,49.0,False,False,traditional_hold_2,pooled_min5
Amazon,31.0,142.0,173.0,376.0,True,True,traditional_hold_1,pooled_min5
"Donato Technologies, Inc.",0.0,24.0,24.0,5.0,True,False,traditional_hold_2,pooled_min5
U.S. Bank,4.0,6.0,10.0,37.0,False,False,traditional_hold_1,pooled_min5
The Judge Group,4.0,35.0,39.0,17.0,False,False,traditional_hold_1,pooled_min5
Parsons Corporation,4.0,12.0,16.0,29.0,False,False,traditional_hold_2,pooled_min5
LER TechForce,0.0,6.0,6.0,11.0,False,False,traditional_hold_2,pooled_min5
Confidential,5.0,5.0,10.0,8.0,False,False,traditional_hold_1,pooled_min5
World Wide Technology,5.0,19.0,24.0,9.0,False,False,scope_inflator,pooled_min5
TALENT Software Services,2.0,12.0,14.0,15.0,True,False,traditional_hold_1,pooled_min5
Sev1Tech LLC,0.0,6.0,6.0,7.0,False,False,ai_forward_scope_inflator,pooled_min5
Base-2 Solutions,0.0,7.0,7.0,30.0,False,False,traditional_hold_2,pooled_min5
Aurora,1.0,7.0,8.0,23.0,False,False,mixed_change,pooled_min5
ASRC Federal,1.0,17.0,18.0,11.0,False,False,mixed_change,pooled_min5
Wipro,6.0,12.0,18.0,22.0,True,False,scope_inflator,pooled_min5
STR,0.0,8.0,8.0,23.0,False,False,traditional_hold_1,pooled_min5
Primary Talent Partners,2.0,3.0,5.0,12.0,True,False,ai_forward_scope_inflator,pooled_min5
Unisys,3.0,2.0,5.0,20.0,True,False,traditional_hold_2,pooled_min5
Pacific Life,0.0,7.0,7.0,19.0,False,False,traditional_hold_1,pooled_min5
Two Six Technologies,0.0,7.0,7.0,14.0,False,False,mixed_change,pooled_min5
The Depository Trust & Clearing Corporation (DTCC),1.0,4.0,5.0,25.0,False,False,traditional_hold_1,pooled_min5
GEICO,1.0,8.0,9.0,70.0,False,False,scope_inflator,pooled_min5
Archer,0.0,5.0,5.0,19.0,False,False,traditional_hold_1,pooled_min5
Siri InfoSolutions Inc,7.0,1.0,8.0,11.0,True,False,traditional_hold_2,pooled_min5
State Farm,3.0,2.0,5.0,12.0,False,False,mixed_change,pooled_min5
hackajob,10.0,0.0,10.0,263.0,False,False,scope_inflator,pooled_min5
myGwork - LGBTQ+ Business Community,12.0,0.0,12.0,128.0,False,False,scope_inflator,pooled_min5
Jobot,12.0,58.0,70.0,97.0,True,False,traditional_hold_1,pooled_min5
CyberCoders,2.0,95.0,97.0,136.0,True,False,scope_inflator,pooled_min5
CACI International Inc,10.0,42.0,52.0,92.0,True,False,traditional_hold_2,pooled_min5
Rose International,8.0,2.0,10.0,15.0,True,False,traditional_hold_2,pooled_min5
HCLTech,1.0,16.0,17.0,19.0,False,False,scope_inflator,pooled_min5
"Intelliforce-IT Solutions Group, LLC.",0.0,8.0,8.0,14.0,False,False,scope_inflator,pooled_min5
Apex Systems,52.0,26.0,78.0,201.0,True,False,scope_inflator,pooled_min5
Oracle,19.0,11.0,30.0,47.0,False,False,traditional_hold_1,pooled_min5
TekSynap,0.0,10.0,10.0,8.0,False,False,traditional_hold_2,pooled_min5
Ampstek,6.0,10.0,16.0,40.0,False,False,traditional_hold_2,pooled_min5
SMX,2.0,3.0,5.0,27.0,True,False,traditional_hold_2,pooled_min5
Talener,3.0,3.0,6.0,7.0,False,False,ai_forward_scope_inflator,pooled_min5
Jobs via eFinancialCareers,3.0,19.0,22.0,31.0,True,False,mixed_change,pooled_min5
Verkada,0.0,12.0,12.0,38.0,False,False,traditional_hold_1,pooled_min5
Fanatics,3.0,2.0,5.0,36.0,False,False,mixed_change,pooled_min5
Ascendion,8.0,5.0,13.0,12.0,False,False,scope_inflator,pooled_min5
Fortinet,2.0,10.0,12.0,5.0,False,False,scope_inflator,pooled_min5
KTek Resourcing,3.0,3.0,6.0,10.0,False,False,traditional_hold_1,pooled_min5
Trimble Inc.,1.0,13.0,14.0,38.0,False,False,mixed_change,pooled_min5
Huntington National Bank,0.0,7.0,7.0,11.0,False,False,scope_inflator,pooled_min5
Ford Motor Company,14.0,0.0,14.0,52.0,False,False,traditional_hold_1,pooled_min5
BCforward,8.0,5.0,13.0,47.0,True,False,traditional_hold_1,pooled_min5
MongoDB,1.0,4.0,5.0,23.0,False,False,traditional_hold_2,pooled_min5
Lennar,0.0,8.0,8.0,17.0,False,False,scope_inflator,pooled_min5
Tech Consulting,6.0,1.0,7.0,13.0,False,True,mixed_change,pooled_min5
CAE,0.0,8.0,8.0,6.0,False,False,ai_forward_scope_inflator,pooled_min5
Saragossa,1.0,5.0,6.0,15.0,False,False,traditional_hold_1,pooled_min5
Cisco,5.0,1.0,6.0,85.0,True,False,scope_inflator,pooled_min5
FanDuel,4.0,1.0,5.0,15.0,False,True,traditional_hold_2,pooled_min5
Nityo Infotech,4.0,1.0,5.0,7.0,True,False,scope_inflator,pooled_min5
AllSTEM Connections,6.0,5.0,11.0,9.0,False,False,traditional_hold_1,pooled_min5
Lorven Technologies Inc.,3.0,28.0,31.0,51.0,True,False,traditional_hold_2,pooled_min5
"V-Soft Consulting Group, Inc.",6.0,13.0,19.0,11.0,True,False,traditional_hold_2,pooled_min5
Cognizant,8.0,12.0,20.0,61.0,True,False,traditional_hold_2,pooled_min5
Optiver,0.0,6.0,6.0,9.0,False,False,mixed_change,pooled_min5
Protingent,1.0,8.0,9.0,8.0,False,False,traditional_hold_1,pooled_min5
KLA,0.0,24.0,24.0,22.0,False,True,traditional_hold_2,pooled_min5
"Modern Technology Solutions, Inc. (MTSI)",1.0,7.0,8.0,19.0,False,False,traditional_hold_2,pooled_min5
SynergisticIT,5.0,1.0,6.0,19.0,False,True,traditional_hold_1,pooled_min5
Honeywell,11.0,33.0,44.0,51.0,True,False,ai_forward_scope_inflator,pooled_min5
"Sunrise Systems, Inc.",1.0,20.0,21.0,6.0,True,False,traditional_hold_1,pooled_min5
Amentum,0.0,9.0,9.0,18.0,True,False,traditional_hold_2,pooled_min5
SciTec,0.0,8.0,8.0,14.0,False,False,traditional_hold_2,pooled_min5
The Hartford,1.0,8.0,9.0,16.0,True,False,traditional_hold_2,pooled_min5
Snowflake,0.0,38.0,38.0,41.0,False,False,traditional_hold_1,pooled_min5
Liberty Mutual Insurance,1.0,4.0,5.0,9.0,False,False,traditional_hold_1,pooled_min5
Textron Systems,0.0,6.0,6.0,5.0,False,False,traditional_hold_2,pooled_min5
The Trade Desk,2.0,13.0,15.0,19.0,False,False,scope_inflator,pooled_min5
Boeing,8.0,1.0,9.0,93.0,False,False,traditional_hold_2,pooled_min5
Prohires,0.0,5.0,5.0,8.0,True,False,traditional_hold_1,pooled_min5
Orion Innovation,1.0,7.0,8.0,6.0,False,False,traditional_hold_1,pooled_min5
VDart,7.0,2.0,9.0,25.0,True,False,ai_forward_scope_inflator,pooled_min5
"American Unit, Inc",8.0,1.0,9.0,8.0,False,False,traditional_hold_1,pooled_min5
Acro Service Corp,2.0,6.0,8.0,14.0,True,False,traditional_hold_1,pooled_min5
Bowman Williams,0.0,51.0,51.0,5.0,False,True,traditional_hold_1,pooled_min5
"Conch Technologies, Inc",0.0,68.0,68.0,16.0,True,False,traditional_hold_2,pooled_min5
Michael Page,0.0,6.0,6.0,6.0,True,False,traditional_hold_2,pooled_min5
Scientific Research Corporation,1.0,20.0,21.0,7.0,False,False,scope_inflator,pooled_min5
Harnham,6.0,12.0,18.0,47.0,True,False,scope_inflator,pooled_min5
Belcan,0.0,21.0,21.0,5.0,True,False,traditional_hold_1,pooled_min5
Guidehouse,3.0,10.0,13.0,20.0,True,False,traditional_hold_2,pooled_min5
Peterson Technology Partners,0.0,6.0,6.0,6.0,True,False,traditional_hold_1,pooled_min5
"BAE Systems, Inc.",14.0,38.0,52.0,140.0,False,False,traditional_hold_1,pooled_min5
"Veridian Tech Solutions, Inc.",4.0,1.0,5.0,9.0,False,False,scope_inflator,pooled_min5
Lyft,0.0,13.0,13.0,16.0,False,False,traditional_hold_1,pooled_min5
Intuitive,1.0,16.0,17.0,20.0,False,False,traditional_hold_1,pooled_min5
Themesoft Inc.,3.0,2.0,5.0,13.0,False,False,traditional_hold_2,pooled_min5
Lawrence Harvey,1.0,6.0,7.0,7.0,False,False,mixed_change,pooled_min5
Booz Allen Hamilton,9.0,1.0,10.0,338.0,True,False,traditional_hold_2,pooled_min5
ByteDance,3.0,41.0,44.0,124.0,False,False,mixed_change,pooled_min5
TEKsystems,23.0,8.0,31.0,120.0,True,False,scope_inflator,pooled_min5
Innova Solutions,3.0,3.0,6.0,19.0,True,False,traditional_hold_1,pooled_min5
System Soft Technologies,3.0,5.0,8.0,6.0,True,False,traditional_hold_2,pooled_min5
Raytheon,3.0,143.0,146.0,126.0,False,False,mixed_change,pooled_min5
Lockheed Martin,0.0,86.0,86.0,191.0,True,False,scope_inflator,pooled_min5
Curtiss-Wright Corporation,0.0,10.0,10.0,9.0,False,False,mixed_change,pooled_min5
Signify Technology,1.0,5.0,6.0,21.0,False,False,scope_inflator,pooled_min5
Capgemini,4.0,19.0,23.0,143.0,True,False,scope_inflator,pooled_min5
First Soft Solutions LLC,1.0,5.0,6.0,5.0,False,False,traditional_hold_1,pooled_min5
Cloudflare,7.0,19.0,26.0,38.0,False,False,scope_inflator,pooled_min5
Fannie Mae,1.0,7.0,8.0,5.0,False,False,scope_inflator,pooled_min5
Kforce Inc,0.0,99.0,99.0,165.0,True,False,traditional_hold_2,pooled_min5
"Mission Technologies, a division of HII",4.0,64.0,68.0,35.0,False,False,traditional_hold_2,pooled_min5
US Tech Solutions,0.0,7.0,7.0,28.0,False,False,traditional_hold_2,pooled_min5
SPECTRAFORCE,1.0,24.0,25.0,17.0,False,False,traditional_hold_2,pooled_min5
GliaCell Technologies,0.0,26.0,26.0,10.0,False,False,traditional_hold_1,pooled_min5
Radley James,6.0,1.0,7.0,10.0,False,True,scope_inflator,pooled_min5
Precision Technologies,4.0,2.0,6.0,7.0,False,False,traditional_hold_2,pooled_min5
Accenture,2.0,10.0,12.0,59.0,True,False,scope_inflator,pooled_min5
Uber,6.0,3.0,9.0,201.0,False,False,traditional_hold_2,pooled_min5
Qualcomm,5.0,0.0,5.0,174.0,False,False,traditional_hold_1,pooled_min5
Sierra Space,0.0,23.0,23.0,11.0,False,False,traditional_hold_2,pooled_min5
The Intersect Group,3.0,2.0,5.0,5.0,True,False,scope_inflator,pooled_min5
Zscaler,2.0,12.0,14.0,18.0,False,False,scope_inflator,pooled_min5
ICE,26.0,0.0,26.0,52.0,False,False,traditional_hold_2,pooled_min5
Fidelity Investments,29.0,0.0,29.0,54.0,False,False,traditional_hold_1,pooled_min5
Datadog,0.0,7.0,7.0,14.0,False,False,scope_inflator,pooled_min5
Intellectt Inc,4.0,86.0,90.0,24.0,True,False,ai_forward_scope_inflator,pooled_min5
Northrop Grumman,14.0,295.0,309.0,115.0,True,False,mixed_change,pooled_min5
Abbott,1.0,54.0,55.0,33.0,True,False,mixed_change,pooled_min5
BioSpace,3.0,22.0,25.0,37.0,False,False,traditional_hold_2,pooled_min5
Trane Technologies,1.0,8.0,9.0,10.0,False,False,mixed_change,pooled_min5
Franklin Fitch,7.0,3.0,10.0,19.0,True,False,scope_inflator,pooled_min5
Amtex Systems Inc.,5.0,8.0,13.0,19.0,False,False,scope_inflator,pooled_min5
York Space Systems,0.0,7.0,7.0,12.0,False,False,mixed_change,pooled_min5
Entegee,5.0,2.0,7.0,10.0,False,False,traditional_hold_1,pooled_min5
SAIC,10.0,36.0,46.0,32.0,True,False,traditional_hold_2,pooled_min5
Labcorp,0.0,5.0,5.0,6.0,False,False,traditional_hold_1,pooled_min5
AbbVie,0.0,10.0,10.0,10.0,True,False,traditional_hold_2,pooled_min5
Databricks,1.0,13.0,14.0,60.0,False,False,traditional_hold_1,pooled_min5
Crusoe,0.0,8.0,8.0,26.0,False,False,traditional_hold_1,pooled_min5
ServiceNow,10.0,0.0,10.0,19.0,False,False,ai_forward_scope_inflator,pooled_min5
Keylent Inc,0.0,44.0,44.0,6.0,True,False,scope_inflator,pooled_min5
The Walt Disney Company,5.0,46.0,51.0,69.0,False,False,traditional_hold_2,pooled_min5
Collins Aerospace,3.0,68.0,71.0,55.0,False,False,mixed_change,pooled_min5
Compunnel Inc.,26.0,22.0,48.0,43.0,True,False,traditional_hold_2,pooled_min5
Addison Group,1.0,7.0,8.0,16.0,False,False,traditional_hold_1,pooled_min5
Captivation,0.0,41.0,41.0,23.0,False,False,traditional_hold_1,pooled_min5
Open Systems Technologies,31.0,16.0,47.0,18.0,False,False,traditional_hold_2,pooled_min5
Matlen Silver,5.0,7.0,12.0,29.0,True,False,traditional_hold_1,pooled_min5
Info Way Solutions,3.0,3.0,6.0,13.0,True,False,traditional_hold_1,pooled_min5
Baxter International Inc.,1.0,4.0,5.0,7.0,False,False,scope_inflator,pooled_min5
Ampcus Inc,1.0,4.0,5.0,21.0,True,False,traditional_hold_1,pooled_min5
"Yoh, A Day & Zimmermann Company",3.0,3.0,6.0,37.0,False,False,traditional_hold_1,pooled_min5
Soho Square Solutions,0.0,6.0,6.0,6.0,True,False,traditional_hold_1,pooled_min5
Tekgence Inc,2.0,4.0,6.0,11.0,False,False,traditional_hold_2,pooled_min5
DRW,0.0,7.0,7.0,18.0,False,True,mixed_change,pooled_min5
Javen Technologies,0.0,5.0,5.0,12.0,True,False,traditional_hold_2,pooled_min5
Adobe,9.0,9.0,18.0,138.0,False,False,traditional_hold_2,pooled_min5
Cox Automotive Inc.,1.0,6.0,7.0,12.0,False,False,mixed_change,pooled_min5
Rippling,1.0,15.0,16.0,51.0,False,False,traditional_hold_1,pooled_min5
Zipline,0.0,13.0,13.0,17.0,False,False,traditional_hold_1,pooled_min5
TikTok,14.0,1.0,15.0,161.0,False,True,mixed_change,pooled_min5
Mindlance,5.0,1.0,6.0,28.0,True,False,traditional_hold_2,pooled_min5
Deloitte,22.0,0.0,22.0,62.0,False,False,ai_forward_scope_inflator,pooled_min5
OSI Engineering,6.0,0.0,6.0,17.0,True,False,traditional_hold_1,pooled_min5
"VMC Soft Technologies, Inc",6.0,0.0,6.0,15.0,False,False,scope_inflator,pooled_min5
Selby Jennings,11.0,22.0,33.0,19.0,False,False,traditional_hold_1,pooled_min5
Supermicro,0.0,6.0,6.0,24.0,False,False,mixed_change,pooled_min5
PepsiCo,1.0,9.0,10.0,8.0,False,False,traditional_hold_1,pooled_min5
Wells Fargo,16.0,21.0,37.0,327.0,False,False,traditional_hold_1,pooled_min5
Wise Skulls,0.0,30.0,30.0,13.0,True,False,traditional_hold_1,pooled_min5
