title_normalized,n_arshkon,n_scraped,theme,ai_class,marker,change_class
software engineer (c#),1.0,1.0,General SWE,other,none,shared
"software engineer (python, aws)",1.0,1.0,General SWE,other,none,shared
software engineer (ruby on rails),1.0,1.0,General SWE,other,none,shared
"software engineer , backend",1.0,1.0,Backend/API,other,none,shared
"software engineer , data",1.0,1.0,General SWE,ai_domain,none,shared
"software engineer , hardware/software co-design",1.0,1.0,Embedded/Systems,other,none,shared
"software engineer , payments",1.0,1.0,General SWE,other,none,shared
software engineer - cloud infrastructure,1.0,1.0,General SWE,other,none,shared
software engineer - fraud,1.0,1.0,General SWE,other,none,shared
software engineer - identity,1.0,1.0,General SWE,other,none,shared
software engineer - java & aws,1.0,1.0,General SWE,other,none,shared
software engineer - new grad,1.0,1.0,General SWE,other,none,shared
software engineer - observability,1.0,1.0,General SWE,other,none,shared
software engineer - quantitative research,1.0,1.0,General SWE,other,none,shared
software engineer - web,1.0,1.0,Frontend/Web,other,none,shared
"software engineer, borglet",1.0,1.0,General SWE,other,none,shared
"software engineer, cloud platform",1.0,1.0,Platform,other,none,shared
"software engineer, core data services",1.0,1.0,General SWE,ai_domain,none,shared
"software engineer, customer experience",1.0,1.0,General SWE,other,none,shared
"software engineer, data services",1.0,1.0,General SWE,ai_domain,none,shared
"software engineer, database infrastructure",1.0,1.0,General SWE,other,none,shared
"software engineer, forecasting",1.0,1.0,General SWE,other,none,shared
"software engineer, front-end",1.0,1.0,General SWE,other,none,shared
"software engineer, python",1.0,1.0,General SWE,other,none,shared
"software engineer, workday",1.0,1.0,General SWE,other,none,shared
software/data engineer,1.0,1.0,Data/Analytics,ai_domain,none,shared
system engineer - ts/sci,1.0,1.0,Embedded/Systems,other,none,shared
systems engineering,1.0,1.0,Other,other,none,shared
test systems engineer,1.0,1.0,Embedded/Systems,other,none,shared
vehicle systems engineer,1.0,1.0,Embedded/Systems,other,none,shared
web developer/designer,1.0,1.0,Frontend/Web,other,none,shared
wireless embedded software engineer,1.0,1.0,Embedded/Systems,other,none,shared
