company_name_canonical,n_2024_arshkon,n_2024_asaniczka,n_2026_scraped,is_aggregator,breadth_resid_mean_2024,breadth_resid_mean_2026,ai_strict_mean_2024,ai_strict_mean_2026,mgmt_mean_2024,mgmt_mean_2026,mentor_on_s1_rate_2024,mentor_on_s1_rate_2026,desc_len_median_2024,desc_len_median_2026,yoe_llm_median_2024,yoe_llm_median_2026,yoe_rule_median_2024,yoe_rule_median_2026,tech_count_mean_2024,tech_count_mean_2026,scope_mean_2024,scope_mean_2026,credstack_mean_2024,credstack_mean_2026,breadth_resid_mean_delta,ai_strict_mean_delta,mgmt_mean_delta,mentor_on_s1_rate_delta,desc_len_median_delta,yoe_llm_median_delta,yoe_rule_median_delta,tech_count_mean_delta,scope_mean_delta,credstack_mean_delta,vol_2024_arshkon_daily,vol_2024_asaniczka_daily,vol_2024,vol_2026,vol_log_ratio,cmax,cavg,size_class,archetype_name,is_tech_giant
IntePros,5.0,4.0,12.0,False,-0.904715974864537,2.440649329111821,0.0,0.08333333333333333,0.0,0.25,0.0,,3394.0,2381.5,5.0,,5.0,4.5,5.222222222222222,9.333333333333334,0.3333333333333333,0.5,4.111111111111111,3.1666666666666665,3.345365303976358,0.08333333333333333,0.25,,-1012.5,,-0.5,4.111111111111112,0.16666666666666669,-0.9444444444444442,0.3125,0.6666666666666666,0.4895833333333333,0.4,-0.22314355131420957,145.0,145.0,small,angular/java/backend,False
Phaxis,1.0,9.0,10.0,False,-0.9509745608170992,-0.040881577149548674,0.0,0.2,0.0,0.0,0.0,0.0,1319.0,1099.5,5.0,4.5,4.0,4.5,3.9,5.5,0.3,0.7,3.0,3.8,0.9100929836675505,0.2,0.0,0.0,-219.5,-0.5,0.5,1.6,0.39999999999999997,0.7999999999999998,0.0625,1.5,0.78125,0.3333333333333333,-0.8421827597204332,182.0,182.0,small,features/backend/rails,False
Luxoft,1.0,16.0,11.0,False,-0.7739351311062118,0.6921579442780538,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,2273.0,1921.0,5.0,5.0,5.0,5.0,5.352941176470588,8.818181818181818,0.35294117647058826,0.18181818181818182,3.411764705882353,2.1818181818181817,1.4660930753842656,0.09090909090909091,0.0,0.0,-352.0,0.0,0.0,3.4652406417112305,-0.17112299465240643,-1.2299465240641712,0.0625,2.6666666666666665,1.3645833333333333,0.36666666666666664,-1.2923419547760262,17571.0,17571.0,large,kubernetes/terraform/cicd,False
LTIMindtree,0.0,14.0,17.0,True,-0.5810432870250983,-2.688165548914005,0.0,0.0,0.0,0.0,0.0,0.0,4382.5,3022.0,8.0,3.0,7.5,3.0,5.571428571428571,4.9411764705882355,0.42857142857142855,0.29411764705882354,3.2857142857142856,3.0,-2.1071222618889065,0.0,0.0,0.0,-1360.5,-5.0,-4.5,-0.6302521008403357,-0.134453781512605,-0.2857142857142856,0.0,2.3333333333333335,1.1666666666666667,0.5666666666666667,-0.7195804376281008,,,unknown,java/boot/microservices,False
Hexaware Technologies,0.0,9.0,6.0,True,2.688191362384131,4.933262218445894,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.0,1505.0,2331.0,7.0,7.0,6.0,8.0,9.11111111111111,10.833333333333334,0.2222222222222222,0.5,2.888888888888889,4.333333333333333,2.2450708560617634,0.2222222222222222,0.0,0.0,826.0,0.0,2.0,1.7222222222222232,0.2777777777777778,1.4444444444444442,0.0,1.5,0.75,0.2,-1.2825351268290381,,,unknown,java/boot/microservices,False
Motion Recruitment,40.0,84.0,238.0,True,-0.5990192763336378,0.6399060324811988,0.0,0.09243697478991597,0.008064516129032258,0.01680672268907563,0.0,0.039603960396039604,1537.5,2172.0,5.0,5.0,5.0,5.0,4.725806451612903,7.331932773109243,0.2903225806451613,0.5714285714285714,3.370967741935484,3.7184873949579833,1.2389253088148366,0.09243697478991597,0.008742206560043372,0.039603960396039604,634.5,0.0,0.0,2.6061263214963404,0.2811059907834101,0.3475196530224993,2.5,14.0,8.25,7.933333333333334,-0.04082199452025505,1425.0,1425.0,mid,backend/javascript/typescript,False
"Syms Strategic Group, LLC (SSG)",0.0,118.0,32.0,False,-5.009150473834294,5.198348435627829,0.0,0.0,0.0,0.0,0.0,0.0,2891.0,7221.0,8.0,10.0,,10.0,4.0,13.0,0.0,0.0,2.9661016949152543,4.875,10.207498909462123,0.0,0.0,0.0,4330.0,2.0,,9.0,0.0,1.9088983050847457,0.0,19.666666666666668,9.833333333333334,1.0666666666666667,-2.2089081940447057,,,unknown,clearance/software/required,False
Experis,26.0,18.0,72.0,True,-0.4779510089451595,-1.3454582309731993,0.0,0.06944444444444445,0.0,0.0,0.0,0.0,2869.0,3649.5,5.0,5.0,5.0,5.0,4.818181818181818,5.333333333333333,0.2727272727272727,0.6805555555555556,3.6818181818181817,3.6944444444444446,-0.8675072220280398,0.06944444444444445,0.0,0.0,780.5,0.0,0.0,0.5151515151515147,0.4078282828282829,0.012626262626262985,1.625,3.0,2.3125,2.4,0.0306369694618898,9287.0,9287.0,mid,software/requirements/degree,False
UST,6.0,25.0,21.0,True,-2.0758991229557013,0.5408032658823387,0.03225806451612903,0.19047619047619047,0.0,0.0,0.0,0.0,4480.0,7280.0,5.5,6.5,5.5,6.5,5.290322580645161,8.80952380952381,0.16129032258064516,0.6190476190476191,3.161290322580645,4.333333333333333,2.61670238883804,0.15821812596006143,0.0,0.0,2800.0,1.0,1.0,3.519201228878649,0.45775729646697394,1.172043010752688,0.375,4.166666666666667,2.2708333333333335,0.7,-1.1669589565784548,33068.0,33068.0,large,kubernetes/terraform/cicd,False
Leonardo DRS,5.0,14.0,16.0,False,-3.0429754922568018,-3.704677009402876,0.0,0.0,0.0,0.0625,0.0,0.0,5471.0,4701.0,8.0,5.0,8.0,5.0,2.3157894736842106,3.125,0.5263157894736842,0.5625,5.2105263157894735,4.25,-0.6617015171460743,0.0,0.0625,0.0,-770.0,-3.0,-3.0,0.8092105263157894,0.03618421052631582,-0.9605263157894735,0.3125,2.3333333333333335,1.3229166666666667,0.5333333333333333,-0.9010232597433666,5690.0,5690.0,mid,customer/customers/application,False
Intuit,0.0,17.0,99.0,True,3.332156147617365,4.427916431960376,0.0,0.06060606060606061,0.058823529411764705,0.3333333333333333,0.07142857142857142,0.4166666666666667,3057.0,4365.0,6.0,7.0,5.0,7.0,7.294117647058823,9.080808080808081,0.7058823529411765,0.9090909090909091,5.0588235294117645,5.3232323232323235,1.0957602843430108,0.06060606060606061,0.2745098039215686,0.34523809523809523,1308.0,1.0,2.0,1.786690433749258,0.20320855614973254,0.26440879382055904,0.0,2.8333333333333335,1.4166666666666667,3.3,0.8288345208395361,,,unknown,software/solutions/technology,False
SPAR Information Systems LLC,2.0,6.0,9.0,True,2.334995767065756,-0.5682555509182043,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,1908.0,4051.0,6.5,5.5,6.5,7.0,7.625,7.444444444444445,0.25,0.6666666666666666,3.75,3.3333333333333335,-2.90325131798396,0.2222222222222222,0.0,0.0,2143.0,-1.0,0.5,-0.18055555555555536,0.41666666666666663,-0.4166666666666665,0.125,1.0,0.5625,0.3,-0.6286086594223742,118.0,118.0,small,software/systems/requirements,False
Thermo Fisher Scientific,6.0,0.0,8.0,True,-4.348271057548993,-2.153193375712416,0.0,0.0,0.16666666666666666,0.0,0.25,0.0,3896.0,4827.0,4.5,3.0,4.5,3.0,1.5,5.5,0.3333333333333333,0.75,4.666666666666667,4.75,2.1950776818365765,0.0,-0.16666666666666666,-0.25,931.0,-1.5,-1.5,4.0,0.4166666666666667,0.08333333333333304,0.375,0.0,0.1875,0.26666666666666666,0.2586945355785287,93540.0,93540.0,large,pipelines/sql/etl,False
Ehub Global Inc,5.0,0.0,6.0,False,-1.1855416911932353,2.3781344546668404,0.2,0.16666666666666666,0.0,0.0,0.0,0.0,478.0,1050.5,10.0,6.0,10.0,3.0,3.2,8.5,0.2,0.16666666666666666,2.8,2.8333333333333335,3.5636761458600756,-0.033333333333333354,0.0,0.0,572.5,-4.0,-7.0,5.3,-0.033333333333333354,0.03333333333333366,0.3125,0.0,0.15625,0.2,0.1445812288111077,56.0,56.0,small,java/boot/microservices,False
"Akraya, Inc.",2.0,3.0,13.0,False,-1.3711183859856617,-3.0034962252601227,0.0,0.0,0.0,0.0,0.0,0.0,1939.0,2536.0,4.0,4.0,4.0,5.0,3.6,4.384615384615385,0.2,0.6153846153846154,3.8,3.230769230769231,-1.632377839274461,0.0,0.0,0.0,597.0,0.0,1.0,0.7846153846153849,0.4153846153846154,-0.569230769230769,0.125,0.5,0.3125,0.43333333333333335,0.26933293378358436,266.0,266.0,small,backend/javascript/typescript,False
CGI,8.0,15.0,88.0,True,2.949920526578484,3.0597578216367527,0.0,0.03409090909090909,0.0,0.011363636363636364,0.0,0.023809523809523808,7597.0,7899.5,8.0,6.0,6.5,6.0,9.521739130434783,10.761363636363637,0.391304347826087,0.8181818181818182,4.6521739130434785,5.011363636363637,0.10983729505826867,0.03409090909090909,0.011363636363636364,0.023809523809523808,302.5,-2.0,-0.5,1.2396245059288535,0.42687747035573126,0.3591897233201582,0.5,2.5,1.5,2.933333333333333,0.6557207750408283,67195.0,58882.0,large,java/boot/microservices,False
Equifax,4.0,1.0,30.0,False,14.988777414430952,12.384896209748621,0.0,0.2,0.4,0.03333333333333333,0.5,0.07692307692307693,3732.0,3322.5,5.0,5.0,5.0,2.0,17.6,17.8,0.6,0.43333333333333335,5.6,5.1,-2.603881204682331,0.2,-0.3666666666666667,-0.4230769230769231,-409.5,0.0,-3.0,0.1999999999999993,-0.16666666666666663,-0.5,0.25,0.16666666666666666,0.20833333333333331,1.0,1.4453832774898971,15130.0,15130.0,large,kubernetes/terraform/cicd,False
Teradyne,1.0,4.0,34.0,False,-2.991300887738914,-2.532819459973812,0.0,0.14705882352941177,0.0,0.0,0.0,0.0,2958.0,4346.0,10.0,5.0,10.0,5.0,2.8,4.382352941176471,0.6,0.47058823529411764,4.2,4.264705882352941,0.4584814277651019,0.14705882352941177,0.0,0.0,1388.0,-5.0,-5.0,1.5823529411764712,-0.12941176470588234,0.06470588235294095,0.0625,0.6666666666666666,0.3645833333333333,1.1333333333333333,1.066523974116609,5074.0,5074.0,mid,customer/customers/application,False
Visa,5.0,12.0,73.0,False,4.495494446727342,7.516928846126608,0.0,0.2602739726027397,0.058823529411764705,0.0547945205479452,0.1111111111111111,0.09090909090909091,6132.0,7436.0,3.0,5.0,5.0,2.0,10.352941176470589,14.917808219178083,0.6470588235294118,0.6027397260273972,5.235294117647059,5.178082191780822,3.021434399399266,0.2602739726027397,-0.004029008863819503,-0.020202020202020193,1304.0,2.0,-3.0,4.564867042707494,-0.04431909750201457,-0.05721192586623669,0.3125,2.0,1.15625,2.433333333333333,0.7242377676299763,25502.0,25502.0,large,software/systems/requirements,False
Axiom Space,1.0,4.0,12.0,True,-2.477222077999494,0.38874498972242605,0.0,0.0,0.0,0.0,0.0,0.0,5483.0,6076.5,6.0,7.0,5.0,10.0,1.4,3.0,0.6,1.0,5.4,5.25,2.86596706772192,0.0,0.0,0.0,593.5,1.0,5.0,1.6,0.4,-0.15000000000000036,0.0625,0.6666666666666666,0.3645833333333333,0.4,0.05129329438755069,872.0,872.0,small,systems/clearance/requirements,False
"Liberty Personnel Services, Inc.",0.0,39.0,13.0,False,-0.8894917351220999,0.4892750333951334,0.0,0.0,0.05128205128205128,0.15384615384615385,0.14285714285714285,0.3333333333333333,854.0,1671.0,5.0,4.0,5.0,4.5,3.3333333333333335,5.538461538461538,0.1282051282051282,0.3076923076923077,1.8205128205128205,3.6153846153846154,1.3787667685172333,0.0,0.10256410256410257,0.19047619047619047,817.0,-1.0,-0.5,2.205128205128205,0.17948717948717952,1.794871794871795,0.0,6.5,3.25,0.43333333333333335,-1.9867321435755685,,,unknown,java/boot/microservices,False
Inceed,1.0,6.0,7.0,False,-2.4185955989929426,0.23533085199277437,0.0,0.0,0.0,0.14285714285714285,0.0,0.25,1996.0,2866.0,7.0,5.0,7.0,5.0,4.285714285714286,6.571428571428571,0.2857142857142857,0.2857142857142857,2.4285714285714284,3.4285714285714284,2.653926450985717,0.0,0.14285714285714285,0.25,870.0,-2.0,-2.0,2.2857142857142856,0.0,1.0,0.0625,1.0,0.53125,0.23333333333333334,-0.8109302162163288,206.0,206.0,small,azure/sql/solutions,False
"The Swift Group, LLC",0.0,5.0,32.0,False,1.6286176780010835,1.8021905524343254,0.0,0.0,0.0,0.0,0.0,0.0,1996.0,4677.5,8.0,5.0,8.0,7.0,8.6,10.21875,0.2,0.625,4.2,4.53125,0.17357287443324187,0.0,0.0,0.0,2681.5,-3.0,-1.0,1.6187500000000004,0.425,0.3312499999999998,0.0,0.8333333333333334,0.4166666666666667,1.0666666666666667,0.8831907834478102,,,unknown,pipelines/sql/etl,False
Flex,0.0,6.0,8.0,False,-6.659156128931304,-0.588388401701788,0.0,0.0,0.0,0.375,0.0,0.5,4072.5,4270.5,5.0,5.0,5.0,5.0,0.8333333333333334,6.375,0.0,0.75,3.5,4.5,6.070767727229516,0.0,0.375,0.5,198.0,0.0,0.0,5.541666666666667,0.75,1.0,0.0,1.0,0.5,0.26666666666666666,-0.6286086594223742,,,unknown,failure/procedures/ability,False
My3Tech,0.0,5.0,7.0,False,-4.12936473671076,0.5042584154868303,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,3036.0,2483.0,5.0,5.0,4.0,6.0,4.0,9.0,0.2,0.14285714285714285,3.2,3.2857142857142856,4.63362315219759,0.2857142857142857,0.0,0.0,-553.0,0.0,2.0,5.0,-0.05714285714285716,0.08571428571428541,0.0,0.8333333333333334,0.4166666666666667,0.23333333333333334,-0.5831462853456169,,,unknown,software/systems/requirements,False
Ztek Consulting,0.0,5.0,17.0,True,-1.945066411334647,2.051482639118145,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,1636.0,1797.0,8.0,6.5,7.0,5.0,4.2,8.411764705882353,0.0,0.5882352941176471,3.0,3.411764705882353,3.996549050452792,0.058823529411764705,0.058823529411764705,0.0,161.0,-1.5,-2.0,4.211764705882353,0.5882352941176471,0.4117647058823528,0.0,0.8333333333333334,0.4166666666666667,0.5666666666666667,0.2641515750415869,,,unknown,java/boot/microservices,False
Purple Drive Technologies LLC,1.0,4.0,8.0,True,-3.0488063919518806,0.8896463938283348,0.0,0.125,0.0,0.0,0.0,0.0,869.0,2909.5,3.0,9.0,4.5,8.0,2.4,7.625,0.2,0.625,2.6,3.625,3.9384527857802154,0.125,0.0,0.0,2040.5,6.0,3.5,5.225,0.425,1.025,0.0625,0.6666666666666666,0.3645833333333333,0.26666666666666666,-0.33436918642443414,115.0,115.0,small,software/sql/aspnet,False
ECS,1.0,6.0,28.0,False,-2.4133940580694575,3.0586021182445187,0.0,0.0,0.0,0.0,0.0,0.0,3473.0,3776.5,6.0,3.5,6.0,5.0,4.714285714285714,10.535714285714286,0.14285714285714285,0.5,4.571428571428571,3.9285714285714284,5.471996176313976,0.0,0.0,0.0,303.5,-2.5,-1.0,5.821428571428572,0.35714285714285715,-0.6428571428571428,0.0625,1.0,0.53125,0.9333333333333333,0.5240708505160114,3575.0,3575.0,mid,kubernetes/terraform/cicd,False
Bose Corporation,0.0,8.0,5.0,False,-4.492992345178276,-4.812090541518545,0.0,0.0,0.0,0.0,0.0,,4892.0,5187.0,7.0,,5.0,8.0,3.125,3.0,0.375,0.6,4.75,3.8,-0.3190981963402688,0.0,0.0,,295.0,,3.0,-0.125,0.22499999999999998,-0.9500000000000002,0.0,1.3333333333333333,0.6666666666666666,0.16666666666666666,-1.33679371734686,,,unknown,firmware/software/ethernet,False
KPMG US,0.0,63.0,23.0,False,-1.6684434886935273,2.016147449348434,0.0,0.17391304347826086,0.0,0.0,0.0,0.0,5301.0,5950.0,5.0,3.0,5.0,3.0,4.095238095238095,9.91304347826087,0.9206349206349206,0.4782608695652174,4.841269841269841,4.739130434782608,3.6845909380419615,0.17391304347826086,0.0,0.0,649.0,-2.0,-2.0,5.817805383022774,-0.4423740510697032,-0.10213940648723252,0.0,10.5,5.25,0.7666666666666667,-1.908359772635389,,,unknown,java/boot/microservices,False
Synechron,15.0,14.0,68.0,True,0.9138774070817447,4.305963915217775,0.0,0.14705882352941177,0.0,0.07352941176470588,0.0,0.0,4315.0,5533.0,8.0,9.0,8.0,10.0,6.827586206896552,10.117647058823529,0.5517241379310345,0.8676470588235294,4.275862068965517,4.411764705882353,3.39208650813603,0.14705882352941177,0.07352941176470588,0.0,1218.0,1.0,2.0,3.2900608519269774,0.31592292089249496,0.13590263691683635,0.9375,2.3333333333333335,1.6354166666666667,2.2666666666666666,0.31481073984003344,12818.0,12818.0,large,java/boot/microservices,False
Recruiting from Scratch,0.0,38.0,7.0,True,1.6980498676464295,-1.1702573575054178,0.02631578947368421,0.14285714285714285,0.07894736842105263,0.0,0.1,0.0,2843.0,4346.0,5.0,4.5,5.0,4.5,7.052631578947368,6.857142857142857,0.47368421052631576,1.0,4.2368421052631575,4.142857142857143,-2.868307225151847,0.11654135338345864,-0.07894736842105263,-0.1,1503.0,-0.5,-0.5,-0.19548872180451138,0.5263157894736843,-0.09398496240601428,0.0,6.333333333333333,3.1666666666666665,0.23333333333333334,-2.5487939172392515,,,unknown,backend/systems/apis,False
GM Financial,1.0,5.0,20.0,False,6.333221918988836,6.204676903524343,0.0,0.1,0.0,0.1,0.0,0.2857142857142857,5928.5,5137.5,4.0,4.0,4.0,4.0,12.166666666666666,14.45,0.3333333333333333,0.4,5.833333333333333,5.05,-0.1285450154644927,0.1,0.1,0.2857142857142857,-791.0,0.0,0.0,2.283333333333333,0.06666666666666671,-0.7833333333333332,0.0625,0.8333333333333334,0.4479166666666667,0.6666666666666666,0.35493429946094834,8195.0,8195.0,mid,scrum/software/sprint,False
Ridgeline,0.0,9.0,10.0,False,0.7317782869259375,3.897939074955596,0.0,0.8,0.0,0.4,0.0,0.0,5054.0,6241.5,6.0,6.5,3.0,5.0,7.111111111111111,8.6,0.2222222222222222,0.8,4.0,5.6,3.1661607880296585,0.8,0.4,0.0,1187.5,0.5,2.0,1.488888888888889,0.5777777777777778,1.5999999999999996,0.0,1.5,0.75,0.3333333333333333,-0.802962046567152,,,unknown,software/solutions/technology,False
"IDR, Inc.",4.0,9.0,30.0,True,-1.4893858495414762,-0.6934305167062861,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,1629.0,1884.5,3.0,5.0,7.0,5.0,4.3076923076923075,5.566666666666666,0.0,0.6666666666666666,3.1538461538461537,3.7333333333333334,0.7959553328351902,0.13333333333333333,0.0,0.0,255.5,2.0,-2.0,1.258974358974359,0.6666666666666666,0.5794871794871796,0.25,1.5,0.875,1.0,0.11496937476446296,470.0,470.0,small,software/requirements/degree,False
Quantum World Technologies Inc.,8.0,6.0,12.0,True,0.35495199452468895,2.7101558954987865,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0,0.2,1274.0,1978.0,8.0,4.0,7.0,7.0,6.857142857142857,8.333333333333334,0.35714285714285715,0.3333333333333333,2.9285714285714284,3.1666666666666665,2.3552039009740975,0.16666666666666666,0.08333333333333333,0.2,704.0,-4.0,0.0,1.4761904761904772,-0.023809523809523836,0.23809523809523814,0.5,1.0,0.75,0.4,-0.6286086594223742,528.0,528.0,small,java/boot/microservices,False
Optomi,6.0,3.0,23.0,False,-2.7950357580801075,1.058119533380149,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,2079.0,2074.0,5.0,5.0,5.0,5.0,3.4444444444444446,8.08695652173913,0.2222222222222222,0.5652173913043478,3.5555555555555554,3.652173913043478,3.8531552914602565,0.08695652173913043,0.0,0.0,-5.0,0.0,0.0,4.642512077294686,0.3429951690821256,0.09661835748792269,0.375,0.5,0.4375,0.7666666666666667,0.5134887411854746,314.0,314.0,small,kubernetes/terraform/cicd,False
American Express,6.0,1.0,18.0,True,1.5258793641698634,7.639140591288324,0.0,0.5,0.0,0.05555555555555555,0.0,0.1,6569.0,9143.0,5.0,6.5,5.0,4.5,7.285714285714286,13.5,0.7142857142857143,0.9444444444444444,5.571428571428571,5.555555555555555,6.1132612271184605,0.5,0.05555555555555555,0.1,2574.0,1.5,-0.5,6.214285714285714,0.23015873015873012,-0.015873015873015817,0.375,0.16666666666666666,0.2708333333333333,0.6,0.713625711903486,76160.0,76160.0,large,systems/agent/workflows,False
Ledgent Technology,9.0,8.0,37.0,True,-3.113803340435637,0.6842500356485374,0.0,0.16216216216216217,0.11764705882352941,0.0,0.0,0.0,2433.0,3974.0,5.0,5.0,5.0,5.0,3.0,7.081081081081081,0.17647058823529413,0.7567567567567568,3.6470588235294117,4.702702702702703,3.7980533760841744,0.16216216216216217,-0.11764705882352941,0.0,1541.0,0.0,0.0,4.081081081081081,0.5802861685214626,1.055643879173291,0.5625,1.3333333333333333,0.9479166666666666,1.2333333333333334,0.24419696051204215,100.0,100.0,small,azure/pipelines/solutions,False
Insight Global,25.0,36.0,141.0,True,-3.1188990422437883,-1.0385382728108348,0.01639344262295082,0.10638297872340426,0.0,0.0425531914893617,0.0,0.04081632653061224,1335.0,1981.0,5.0,5.0,5.0,5.0,3.1311475409836067,5.907801418439717,0.21311475409836064,0.3829787234042553,3.2459016393442623,3.5673758865248226,2.0803607694329536,0.08998953610045343,0.0425531914893617,0.04081632653061224,646.0,0.0,0.0,2.77665387745611,0.16986396930589467,0.3214742471805603,1.5625,6.0,3.78125,4.7,0.212817193487607,14128.0,14128.0,large,kubernetes/terraform/cicd,False
"LanceSoft, Inc.",4.0,11.0,13.0,True,-3.90956940777086,-0.1534386416633722,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,1679.0,2199.0,3.0,7.5,3.0,5.0,2.6666666666666665,6.384615384615385,0.06666666666666667,0.6923076923076923,3.066666666666667,3.6153846153846154,3.756130766107488,0.07692307692307693,0.07692307692307693,0.0,520.0,4.5,2.0,3.7179487179487185,0.6256410256410256,0.5487179487179485,0.25,1.8333333333333333,1.0416666666666665,0.43333333333333335,-0.8688884929795709,3568.0,3568.0,mid,software/requirements/degree,False
GE HealthCare,4.0,6.0,12.0,False,-0.45535147652720803,3.3521670088269624,0.0,0.0,0.1,0.3333333333333333,0.1111111111111111,0.5,5011.0,6410.0,5.0,6.5,5.5,5.0,5.1,9.916666666666666,0.4,0.8333333333333334,4.7,4.833333333333333,3.8075184853541706,0.0,0.2333333333333333,0.3888888888888889,1399.0,1.5,-0.5,4.816666666666666,0.43333333333333335,0.13333333333333286,0.25,1.0,0.625,0.4,-0.45425527227759627,57001.0,57001.0,large,software/systems/requirements,False
InfoVision Inc.,2.0,6.0,19.0,True,1.7629170543450026,1.7801837609491877,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,1722.0,805.0,10.0,10.5,10.0,9.5,7.75,6.7368421052631575,0.75,0.2631578947368421,4.375,3.526315789473684,0.017266706604185167,0.21052631578947367,0.0,0.0,-917.0,0.5,-0.5,-1.0131578947368425,-0.4868421052631579,-0.8486842105263159,0.125,1.0,0.5625,0.6333333333333333,0.0905140075408319,1531.0,1531.0,mid,backend/javascript/typescript,False
WEX,6.0,2.0,21.0,False,4.208197087769516,3.6781178822545955,0.0,0.0,0.0,0.0,0.0,0.0,3754.5,4292.0,5.0,5.0,3.5,5.0,9.625,8.80952380952381,0.75,0.6666666666666666,4.75,5.0,-0.5300792055149208,0.0,0.0,0.0,537.5,0.0,1.5,-0.8154761904761898,-0.08333333333333337,0.25,0.375,0.3333333333333333,0.35416666666666663,0.7,0.6202858322950736,4825.0,4825.0,mid,pipelines/sql/etl,False
Damco Solutions,1.0,11.0,5.0,True,1.0310808944846654,4.229318635223956,0.0,0.2,0.0,0.0,0.0,0.0,1340.0,3315.0,6.5,10.0,4.5,5.0,6.333333333333333,9.6,0.16666666666666666,1.0,2.9166666666666665,5.2,3.198237740739291,0.2,0.0,0.0,1975.0,3.5,0.5,3.2666666666666666,0.8333333333333334,2.2833333333333337,0.0625,1.8333333333333333,0.9479166666666666,0.16666666666666666,-1.675395880225898,970.0,970.0,small,java/boot/microservices,False
Fiserv,0.0,9.0,15.0,False,-1.0194177176291506,2.6536615531849916,0.0,0.0,0.0,0.0,0.0,0.0,5940.0,6152.0,7.0,6.0,5.0,6.0,6.111111111111111,9.666666666666666,0.0,0.8666666666666667,4.111111111111111,5.066666666666666,3.673079270814142,0.0,0.0,0.0,212.0,-1.0,1.0,3.5555555555555554,0.8666666666666667,0.9555555555555557,0.0,1.5,0.75,0.5,-0.4134972798054285,,,unknown,technologies/millions_americans/tech_trends,False
Genpact,1.0,11.0,5.0,False,2.9144298847839565,4.397623405717388,0.0,0.0,0.0,0.4,0.0,0.0,2293.0,5950.0,10.0,8.0,10.0,11.5,8.75,10.2,0.3333333333333333,0.2,3.6666666666666665,4.2,1.4831935209334315,0.0,0.4,0.0,3657.0,-2.0,1.5,1.4499999999999993,-0.1333333333333333,0.5333333333333337,0.0625,1.8333333333333333,0.9479166666666666,0.16666666666666666,-1.675395880225898,149076.0,149076.0,large,java/boot/microservices,False
MetroStar,0.0,6.0,45.0,False,5.455069295845344,0.6235033288568942,0.0,0.08888888888888889,0.0,0.0,0.0,0.0,4725.0,5812.0,5.0,5.0,6.5,5.0,10.333333333333334,7.7555555555555555,0.6666666666666666,0.5777777777777777,4.833333333333333,4.7555555555555555,-4.83156596698845,0.08888888888888889,0.0,0.0,1087.0,0.0,-1.5,-2.5777777777777784,-0.0888888888888889,-0.0777777777777775,0.0,1.0,0.5,1.5,1.04903750303826,,,unknown,pipelines/sql/etl,False
Amazon,31.0,142.0,376.0,True,-3.81784844184901,-3.30501774399886,0.046242774566473986,0.061170212765957445,0.017341040462427744,0.02127659574468085,0.01948051948051948,0.01744186046511628,4184.0,5345.0,3.0,3.0,3.0,3.0,2.2485549132947975,3.606382978723404,0.3988439306358382,0.6303191489361702,4.635838150289017,4.723404255319149,0.5128306978501498,0.014927438199483459,0.003935555282253107,-0.0020386590154032012,1161.0,0.0,0.0,1.3578280654286066,0.23147521830033208,0.08756610503013196,1.9375,23.666666666666668,12.802083333333334,12.533333333333333,-0.022325287047835908,748312.0,748312.0,large,noninternship/software/including_standards,True
Goldman Sachs,6.0,29.0,49.0,False,1.8222725418819254,4.1642533168319895,0.0,0.14285714285714285,0.02857142857142857,0.02040816326530612,0.043478260869565216,0.0,5251.0,5290.0,5.0,4.5,5.0,4.0,6.742857142857143,9.591836734693878,0.7428571428571429,0.8775510204081632,5.085714285714285,4.8979591836734695,2.341980774950064,0.14285714285714285,-0.00816326530612245,-0.043478260869565216,39.0,-0.5,-1.0,2.848979591836735,0.13469387755102036,-0.1877551020408159,0.375,4.833333333333333,2.6041666666666665,1.6333333333333333,-0.4682660093471947,54575.0,54575.0,large,software/systems/requirements,False
The Judge Group,4.0,35.0,17.0,False,-1.6508725583130899,-1.099493012155019,0.0,0.11764705882352941,0.02564102564102564,0.058823529411764705,0.030303030303030304,0.0,2168.0,3060.0,5.0,6.0,5.0,6.0,4.564102564102564,6.9411764705882355,0.41025641025641024,0.47058823529411764,3.923076923076923,3.235294117647059,0.5513795461580708,0.11764705882352941,0.033182503770739065,-0.030303030303030304,892.0,1.0,1.0,2.3770739064856716,0.0603318250377074,-0.687782805429864,0.25,5.833333333333333,3.0416666666666665,0.5666666666666667,-1.6616236656046703,2366.0,2366.0,mid,java/boot/microservices,False
