uid,occ_group,period_group
linkedin_li-4397734526,swe_adjacent,2026
linkedin_li-4393894474,swe_adjacent,2026
linkedin_li-4389836597,swe_adjacent,2026
linkedin_li-4392460538,swe_adjacent,2026
linkedin_li-4369244498,swe_adjacent,2026
linkedin_li-4391414025,swe_adjacent,2026
linkedin_li-4395917433,swe_adjacent,2026
linkedin_li-4397183295,swe_adjacent,2026
linkedin_li-4398880438,swe_adjacent,2026
linkedin_li-4395173008,swe_adjacent,2026
linkedin_li-4401346586,swe_adjacent,2026
linkedin_li-4393895619,swe_adjacent,2026
linkedin_li-4392150923,swe_adjacent,2026
linkedin_li-4394684520,swe_adjacent,2026
linkedin_li-4392997454,swe_adjacent,2026
linkedin_li-4392362977,swe_adjacent,2026
linkedin_li-4391921707,swe_adjacent,2026
linkedin_li-4324470114,swe_adjacent,2026
linkedin_li-4366686711,swe_adjacent,2026
linkedin_li-4391196676,swe_adjacent,2026
linkedin_li-4391221926,swe_adjacent,2026
linkedin_li-4389731894,swe_adjacent,2026
linkedin_li-4392130677,swe_adjacent,2026
linkedin_li-4400603362,swe_adjacent,2026
linkedin_li-4394293140,swe_adjacent,2026
linkedin_li-4388965626,swe_adjacent,2026
linkedin_li-4390976679,swe_adjacent,2026
linkedin_li-4395452021,swe_adjacent,2026
linkedin_li-4390709123,swe_adjacent,2026
linkedin_li-4390383941,swe_adjacent,2026
linkedin_li-4391236765,swe_adjacent,2026
linkedin_li-4386681031,swe_adjacent,2026
linkedin_li-4401347100,swe_adjacent,2026
linkedin_li-4378059148,swe_adjacent,2026
linkedin_li-4362601156,swe_adjacent,2026
linkedin_li-4399561080,swe_adjacent,2026
linkedin_li-4369176657,swe_adjacent,2026
linkedin_li-4378276813,swe_adjacent,2026
linkedin_li-4394467848,swe_adjacent,2026
linkedin_li-4389953394,swe_adjacent,2026
linkedin_li-4361943284,swe_adjacent,2026
linkedin_li-4390496272,swe_adjacent,2026
linkedin_li-4392319427,swe_adjacent,2026
linkedin_li-4373073850,swe_adjacent,2026
linkedin_li-4390753168,swe_adjacent,2026
linkedin_li-4393027472,swe_adjacent,2026
linkedin_li-4388691885,swe_adjacent,2026
linkedin_li-4383963282,swe_adjacent,2026
linkedin_li-4393939946,swe_adjacent,2026
linkedin_li-4387526916,swe_adjacent,2026
linkedin_li-4393056468,swe_adjacent,2026
linkedin_li-4400311503,swe_adjacent,2026
linkedin_li-4399888424,swe_adjacent,2026
linkedin_li-4391128823,swe_adjacent,2026
linkedin_li-4396169080,swe_adjacent,2026
linkedin_li-4392256307,swe_adjacent,2026
linkedin_li-4394741587,swe_adjacent,2026
linkedin_li-4382674586,swe_adjacent,2026
linkedin_li-4395726578,swe_adjacent,2026
linkedin_li-4400621693,swe_adjacent,2026
linkedin_li-4383872126,swe_adjacent,2026
linkedin_li-4375650760,swe_adjacent,2026
linkedin_li-4394754301,swe_adjacent,2026
linkedin_li-4313933430,swe_adjacent,2026
linkedin_li-4387090577,swe_adjacent,2026
linkedin_li-4399690954,swe_adjacent,2026
linkedin_li-4396307251,swe_adjacent,2026
linkedin_li-4375613933,swe_adjacent,2026
linkedin_li-4400242584,swe_adjacent,2026
linkedin_li-4364632537,swe_adjacent,2026
linkedin_li-4391792610,swe_adjacent,2026
linkedin_li-4397613163,swe_adjacent,2026
linkedin_li-4387558103,swe_adjacent,2026
linkedin_li-4398035707,swe_adjacent,2026
linkedin_li-4393812308,swe_adjacent,2026
linkedin_li-4380623895,swe_adjacent,2026
linkedin_li-4394956012,swe_adjacent,2026
linkedin_li-4400555549,swe_adjacent,2026
linkedin_li-4359277878,swe_adjacent,2026
linkedin_li-4399271576,swe_adjacent,2026
linkedin_li-4394453711,swe_adjacent,2026
linkedin_li-4329592350,swe_adjacent,2026
linkedin_li-4353558441,swe_adjacent,2026
linkedin_li-4400235531,swe_adjacent,2026
linkedin_li-4398933322,swe_adjacent,2026
linkedin_li-4337849920,swe_adjacent,2026
linkedin_li-4280360638,swe_adjacent,2026
linkedin_li-4381652255,swe_adjacent,2026
linkedin_li-4386598172,swe_adjacent,2026
linkedin_li-4395379254,swe_adjacent,2026
linkedin_li-4361008816,swe_adjacent,2026
linkedin_li-4398550981,swe_adjacent,2026
linkedin_li-4389746717,swe_adjacent,2026
linkedin_li-4281378031,swe_adjacent,2026
linkedin_li-4388383994,swe_adjacent,2026
linkedin_li-4379628664,swe_adjacent,2026
linkedin_li-4337378294,swe_adjacent,2026
linkedin_li-4394699115,swe_adjacent,2026
linkedin_li-4388374721,swe_adjacent,2026
linkedin_li-4397828607,swe_adjacent,2026
linkedin_li-4393844999,swe_adjacent,2026
linkedin_li-4376862432,swe_adjacent,2026
linkedin_li-4353185220,swe_adjacent,2026
linkedin_li-4388475306,swe_adjacent,2026
linkedin_li-4392762268,swe_adjacent,2026
linkedin_li-4394499471,swe_adjacent,2026
linkedin_li-4391212632,swe_adjacent,2026
linkedin_li-4395712913,swe_adjacent,2026
linkedin_li-4369426238,swe_adjacent,2026
linkedin_li-4390136253,swe_adjacent,2026
linkedin_li-4385491119,swe_adjacent,2026
linkedin_li-4392111297,swe_adjacent,2026
linkedin_li-4385299931,swe_adjacent,2026
linkedin_li-4392181379,swe_adjacent,2026
linkedin_li-4393903460,swe_adjacent,2026
linkedin_li-4390034967,swe_adjacent,2026
linkedin_li-4386158342,swe_adjacent,2026
linkedin_li-4386190023,swe_adjacent,2026
linkedin_li-4396391433,swe_adjacent,2026
linkedin_li-4374101421,swe_adjacent,2026
linkedin_li-4379973082,swe_adjacent,2026
linkedin_li-4395482383,swe_adjacent,2026
linkedin_li-4390868598,swe_adjacent,2026
linkedin_li-4397730713,swe_adjacent,2026
linkedin_li-4344193243,swe_adjacent,2026
linkedin_li-4384555034,swe_adjacent,2026
linkedin_li-4389768466,swe_adjacent,2026
linkedin_li-4398126951,swe_adjacent,2026
linkedin_li-4388131531,swe_adjacent,2026
linkedin_li-4401516482,swe_adjacent,2026
linkedin_li-4393462311,swe_adjacent,2026
linkedin_li-4396755688,swe_adjacent,2026
linkedin_li-4398050194,swe_adjacent,2026
linkedin_li-4392966121,swe_adjacent,2026
linkedin_li-4398743846,swe_adjacent,2026
linkedin_li-4202085097,swe_adjacent,2026
linkedin_li-4394773109,swe_adjacent,2026
linkedin_li-4400644910,swe_adjacent,2026
linkedin_li-4269541838,swe_adjacent,2026
linkedin_li-4385520314,swe_adjacent,2026
linkedin_li-4385485972,swe_adjacent,2026
linkedin_li-4369224506,swe_adjacent,2026
linkedin_li-4365579940,swe_adjacent,2026
linkedin_li-4399396135,swe_adjacent,2026
linkedin_li-4393295660,swe_adjacent,2026
linkedin_li-4390299062,swe_adjacent,2026
linkedin_li-4400212047,swe_adjacent,2026
linkedin_li-4399576770,swe_adjacent,2026
linkedin_li-4388737645,swe_adjacent,2026
linkedin_li-4388503884,swe_adjacent,2026
linkedin_li-4385795775,swe_adjacent,2026
linkedin_li-4393824367,swe_adjacent,2026
linkedin_li-4400981463,swe_adjacent,2026
linkedin_li-4391647618,swe_adjacent,2026
linkedin_li-4393982767,swe_adjacent,2026
linkedin_li-4388593223,swe_adjacent,2026
linkedin_li-4355452504,swe_adjacent,2026
linkedin_li-4382686167,swe_adjacent,2026
linkedin_li-4394715183,swe_adjacent,2026
linkedin_li-4394768054,swe_adjacent,2026
linkedin_li-4378882100,swe_adjacent,2026
linkedin_li-4394740627,swe_adjacent,2026
linkedin_li-4395248589,swe_adjacent,2026
linkedin_li-4400921061,swe_adjacent,2026
linkedin_li-4385363931,swe_adjacent,2026
linkedin_li-4393806479,swe_adjacent,2026
linkedin_li-4369938922,swe_adjacent,2026
linkedin_li-4390726350,swe_adjacent,2026
linkedin_li-4398854249,swe_adjacent,2026
